SITENO,YR,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
01013500,2002,6.35,0,1.24,0.84,0.08,0.01,0.08,18,14.62,35.59,2.61,2.06,2.19,2.79,13.13,0.4
01022500,2002,3,0,1.31,0.91,0.06,0.01,0.18,12.76,29.38,22.98,6.85,4.14,0.04,0.06,17.45,0.88
01030500,2002,2.73,0,1.33,0.82,0.06,0,0.09,9.77,16.01,38.52,3.29,1.74,2.34,0.52,22.17,0.61
01031500,2002,2.22,0,1.78,0.73,0.11,0.02,0.09,19.65,14.3,40.28,5.63,3.63,1.84,0.05,9.26,0.41
01047000,2002,0.89,0,1.6,0.98,0.11,0.01,0.18,34.43,16.55,30.01,2.9,2.48,1.25,0.03,8.38,0.2
01048000,2002,1.3,0,2.68,1.22,0.27,0.04,0.22,33.72,9.11,36.56,1.44,1.66,4.5,0.29,6.73,0.24
01052500,2002,0.3,0,0.63,0.15,0,0,0,48.74,18.46,19.63,4.64,1.55,0,0,5.88,0.01
01054200,2002,0.01,0,0.3,0.07,0,0,0.02,43.02,30.71,24.78,0.14,0.14,0,0,0.76,0.06
01055000,2002,0.15,0,1.14,0.59,0.02,0,0.11,47.2,18.58,24.87,2.41,3.09,0.37,0,1.45,0.03
01055500,2002,1.43,0,3.73,1.43,0.22,0.03,0.37,30.01,7.32,35.54,1.07,0.93,7.04,0.51,9.94,0.41
01057000,2002,1.54,0,3.29,1.52,0.23,0.01,0.27,33.89,11.06,37.63,0.91,0.63,3.63,0,5.22,0.17
01060000,2002,0.88,0,6.54,3.55,0.89,0.13,1.28,10.34,13.53,37.23,0.64,0.79,10.15,0.49,12.25,1.32
01064500,2002,0.48,0,2.5,1.45,0.4,0.07,0.7,31.19,31.33,26.95,1.24,0.64,0.83,0.15,1.94,0.13
01073000,2002,1.29,0,5.72,2.95,0.75,0.31,2.18,13.18,11.46,40.22,1.13,1.13,4.61,0.04,14.53,0.51
01076500,2002,0.51,0,1.9,1.18,0.4,0.03,0.38,36.12,24.91,29.52,0.86,0.61,1.24,0.05,2.16,0.13
01078000,2002,0.62,0,3.05,1,0.1,0,0.44,28.82,14.81,39.05,1.35,0.78,2.26,0.08,7.33,0.29
01118300,2002,0.24,0,5.7,0.38,0,0,0,69.18,0.24,2.85,2.8,0.91,2.17,1.34,14.14,0.06
01121000,2002,1.34,0,6.28,0.87,0.22,0.01,0.01,63.13,0.49,7.77,0.08,0.19,5.44,0.39,13.23,0.55
01123000,2002,0.3,0,6.77,0.8,0.07,0,0.12,60.38,1.34,5.54,0.28,0.24,6.23,1.47,15.02,1.43
01127000,2002,2.49,0,8.22,3.77,1.57,0.33,0.55,36.9,4.28,17.23,0.33,0.44,6.01,1.73,15.68,0.47
01134500,2002,0.09,0,0.9,0.24,0.01,0,0.01,50.86,12.32,23.22,3.34,1.8,0.32,0,6.73,0.16
01137500,2002,0.01,0,1.76,1.37,0.29,0.01,1.32,26.33,41.82,21.57,2.32,0.6,0.05,0,2.51,0.05
01139000,2002,1.28,0,2.38,1.28,0.32,0.02,0.18,38.06,12.01,26.27,2.1,0.87,6.95,0.03,8,0.24
01139800,2002,0.03,0,2.22,0.32,0.01,0,0,60.34,3.78,26.44,0.95,1,3.81,0,0.99,0.11
01142500,2002,0.04,0,3.78,1.46,0.16,0.02,0.04,38.57,11.44,19.85,0.18,0.14,20.16,0.65,3.28,0.23
01144000,2002,0.25,0,3.09,1,0.22,0.02,0.1,48.27,9.9,24.4,0.36,0.46,9.71,0.21,1.91,0.1
01162500,2002,2.9,0,3.79,1.23,0.27,0.02,0.13,11.98,22.99,34.1,0.62,0.47,1.48,0,19.09,0.93
01169000,2002,0.19,0,3.8,0.66,0.09,0,0.16,29.81,11.52,43.06,0.19,0.09,6.78,0.14,3.38,0.13
01170100,2002,0.37,0,2.38,0.19,0.02,0,0,37.29,8.39,45.16,0.09,0.08,3.38,0.02,2.57,0.05
01181000,2002,1.19,0,4.83,0.72,0.12,0,0.04,47.68,2.82,34.36,0.07,0.09,1.33,0,6.68,0.07
01187300,2002,1.88,0,3.01,0.14,0,0,0,28.79,5.42,49.52,0.02,0.28,0.63,0,10.17,0.15
01195100,2002,0.14,0,17.95,4.33,0.61,0.01,0.01,64.2,0.02,1.02,0.19,0.47,0.83,0,10.21,0.02
01197500,2002,2.26,0,7.42,4.38,1.66,0.59,0.5,38.2,5.04,21.75,0.06,0.1,6.03,0.27,11.14,0.59
01200000,2002,1.11,0,6.32,2.13,0.58,0.09,0.37,47.48,1.58,6.11,0.07,0.09,19.61,5.93,7.46,1.06
01321000,2002,3.1,0,0.77,0.4,0.04,0,0.07,64,7.42,15.45,0.08,0.13,0.03,0,8.29,0.22
01333000,2002,0.01,0,4.12,1.37,0.35,0.1,0.03,70.76,2.19,7,0.02,0.01,11.42,0.55,2,0.08
01334500,2002,0.37,0,4.74,2.34,0.94,0.22,0.38,59.8,3.41,11.17,0.05,0.07,11.12,1.3,3.86,0.23
01348000,2002,2.16,0,2.15,0.57,0.11,0.02,0.05,51.85,9.63,15.86,0.26,0.2,5.93,0.33,10.68,0.19
01350000,2002,0.3,0,4.43,1.16,0.25,0.02,0.11,51.17,8.61,24.66,0.09,0.21,6.56,0.1,2.16,0.17
01350080,2002,0.07,0,4.53,0.44,0.04,0,0.05,36.47,12.22,29.52,0.15,0.12,12.9,0,3.25,0.23
01350140,2002,0.43,0,5.86,0.56,0.06,0,0.01,36.74,8.15,30.67,0.25,0.2,13.04,0.04,3.93,0.06
01365000,2002,0.03,0,1.2,0.11,0.01,0,0.01,82.5,1.98,12.46,0.02,0.04,1.31,0,0.29,0.04
01371500,2002,1.26,0,9.36,5.04,1.68,0.41,0.21,43.89,0.22,2.66,0.14,0.08,17.74,4.85,11.49,0.97
01372500,2002,0.79,0,8.96,3.36,0.77,0.2,0.24,51.58,0.6,4.76,0.08,0.07,19.53,1.2,7.18,0.68
01411300,2002,0.1,0,3.57,1.46,0.23,0,0.24,32.16,1.59,21.25,2.58,0.09,1.29,4.47,30.91,0.05
01413500,2002,0.07,0,4.33,0.99,0.21,0.02,0.01,69.87,1.37,10.76,0.01,0.04,11.1,0.02,1.08,0.12
01414500,2002,0.09,0,1.83,0.09,0,0,0.14,75.93,2.06,13.54,0.05,0.01,5.67,0,0.51,0.07
01415000,2002,0.27,0,3.94,0.71,0.08,0,0.02,67.89,1.14,6.3,0.01,0.03,18.23,0,1.25,0.14
01421000,2002,1.48,0,3.53,0.73,0.17,0.01,0.11,71.61,1.5,12.39,0.03,0.1,6.89,0.08,1.27,0.09
