SITENO,YR,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
01013500,1990,6.36,0,0.95,0.68,0.06,0,0.08,17.3,15.02,36.13,2.78,2.41,1.66,3.33,12.85,0.39
01022500,1990,2.99,0,1.1,0.8,0.04,0.01,0.17,13.67,30.02,21.45,3.36,8,0.04,0.05,17.34,0.96
01030500,1990,2.73,0,1.12,0.77,0.06,0,0.08,9.32,18.51,36.13,2.87,2.85,2.05,0.78,22.13,0.58
01031500,1990,2.26,0,1.69,0.66,0.09,0.02,0.07,20.25,15.26,41.33,3.33,3.63,1.83,0.05,9.14,0.39
01047000,1990,0.91,0,1.54,0.84,0.1,0.01,0.15,34.98,19.19,29.93,0.79,1.7,1.24,0.01,8.43,0.19
01048000,1990,1.32,0,2.59,1.14,0.23,0.04,0.19,33.96,11.15,36,0.71,0.66,4.44,0.43,6.89,0.25
01052500,1990,0.31,0,0.58,0.11,0,0,0,49.63,20.99,18.58,1.76,2.28,0,0,5.76,0.01
01054200,1990,0.03,0,0.31,0.06,0,0,0.02,42.98,30.65,24.81,0.19,0.15,0,0,0.76,0.05
01055000,1990,0.15,0,1.12,0.5,0.02,0,0.11,48.98,19.09,25.03,0.73,2.44,0.35,0,1.45,0.02
01055500,1990,1.42,0,3.58,1.27,0.16,0.01,0.28,30.19,8.86,35.1,0.38,0.67,6.84,0.83,9.99,0.41
01057000,1990,1.54,0,3.22,1.42,0.21,0.01,0.24,33.99,12.8,36.66,0.5,0.34,3.66,0,5.24,0.17
01060000,1990,0.89,0,6.01,3.12,0.73,0.09,1.09,10.45,15.57,36.16,0.64,0.71,10.3,0.51,12.38,1.34
01064500,1990,0.5,0,2.44,1.29,0.34,0.06,0.67,31.63,31.52,26.95,0.97,0.58,0.8,0.18,1.95,0.13
01073000,1990,1.24,0,5.4,2.41,0.52,0.16,2.28,13.34,12.58,40.66,0.77,1.01,4.51,0.02,14.69,0.41
01076500,1990,0.54,0,1.83,1.08,0.36,0.02,0.35,36.24,25.39,29.4,0.73,0.48,1.25,0.04,2.15,0.12
01078000,1990,0.67,0,2.78,0.86,0.08,0,0.32,28.88,16.85,38.77,0.6,0.43,2.06,0.09,7.31,0.29
01118300,1990,0.27,0,5.53,0.31,0,0,0,72.03,0.31,2.93,0.61,0.24,2.54,1.02,14.19,0.03
01121000,1990,1.43,0,6.22,0.8,0.18,0.01,0.01,63.19,0.59,7.76,0.08,0.14,5.29,0.55,13.2,0.57
01123000,1990,0.58,0,6.67,0.69,0.04,0,0.07,60.52,1.64,5.37,0.28,0.21,5.93,1.75,15,1.26
