SITENO,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
01013500,6.35,0.00,1.40,1.04,0.10,0.01,0.09,16.05,14.68,32.31,5.92,3.46,2.64,2.32,13.22,0.43
01022500,2.98,0.00,1.49,1.02,0.06,0.01,0.20,12.08,30.84,24.30,5.62,2.92,0.04,0.08,17.45,0.92
01030500,2.76,0.00,1.42,0.89,0.07,0.00,0.10,10.12,15.47,37.96,3.91,1.41,2.46,0.37,22.42,0.63
01031500,2.27,0.00,1.86,0.76,0.11,0.02,0.10,21.02,14.28,40.43,6.13,1.48,1.83,0.04,9.28,0.39
01047000,0.90,0.00,1.68,1.08,0.13,0.01,0.22,32.84,16.68,29.23,5.70,1.65,1.20,0.08,8.41,0.20
01048000,1.33,0.00,2.80,1.30,0.29,0.04,0.27,32.52,8.24,35.06,4.90,1.48,4.48,0.26,6.79,0.23
01052500,0.29,0.00,0.68,0.16,0.00,0.00,0.00,46.57,18.99,20.22,4.35,2.87,0.00,0.00,5.84,0.01
01054200,0.02,0.00,0.29,0.08,0.02,0.00,0.05,42.99,30.73,24.80,0.19,0.02,0.00,0.00,0.74,0.07
01055000,0.15,0.00,1.20,0.62,0.02,0.00,0.14,42.41,18.84,23.52,8.63,2.59,0.37,0.00,1.50,0.02
01055500,1.45,0.00,3.90,1.60,0.28,0.03,0.42,29.80,6.54,35.05,1.80,1.30,7.00,0.44,9.97,0.42
01057000,1.54,0.00,3.48,1.65,0.25,0.01,0.27,32.63,9.94,36.86,2.68,1.72,3.53,0.01,5.23,0.18
01060000,0.90,0.00,6.95,3.90,1.02,0.16,1.54,10.23,12.52,36.95,0.85,1.10,9.86,0.49,12.18,1.36
01064500,0.52,0.00,2.60,1.62,0.45,0.08,0.75,31.32,31.33,26.87,1.01,0.44,0.80,0.15,1.93,0.12
01073000,1.22,0.00,6.18,3.48,1.28,0.40,1.91,13.63,10.75,38.73,0.82,1.67,4.79,0.03,14.47,0.63
01076500,0.53,0.00,2.03,1.30,0.44,0.04,0.39,36.01,24.78,29.01,1.35,0.60,1.18,0.06,2.15,0.12
01078000,0.64,0.00,3.20,1.15,0.11,0.01,0.50,28.68,13.54,37.96,2.82,1.37,2.30,0.07,7.37,0.28
01118300,0.20,0.00,5.78,0.39,0.00,0.00,0.00,71.57,0.26,2.85,0.90,0.29,2.35,1.17,14.16,0.09
01121000,1.24,0.00,6.45,0.95,0.25,0.01,0.01,63.04,0.47,7.67,0.07,0.22,5.55,0.23,13.23,0.61
01123000,0.40,0.00,6.95,0.87,0.09,0.00,0.14,60.01,1.26,5.53,0.39,0.28,6.50,1.21,15.03,1.33
01127000,2.44,0.00,8.61,4.13,1.72,0.40,0.65,36.30,4.04,16.84,0.38,0.84,6.07,1.46,15.55,0.57
01134500,0.06,0.00,0.92,0.26,0.01,0.00,0.02,52.55,11.87,22.98,2.68,1.43,0.32,0.00,6.70,0.21
01137500,0.02,0.00,1.85,1.52,0.34,0.01,1.37,26.50,41.70,21.87,1.46,0.77,0.04,0.00,2.51,0.04
01139000,1.25,0.00,2.47,1.37,0.33,0.03,0.20,38.85,11.28,26.10,1.85,1.21,6.86,0.04,7.90,0.27
01139800,0.03,0.00,2.26,0.38,0.01,0.00,0.00,62.86,3.47,24.76,0.98,0.46,3.67,0.00,1.01,0.11
01142500,0.05,0.00,4.02,1.51,0.17,0.03,0.04,38.67,11.12,19.84,0.21,0.22,20.06,0.56,3.27,0.23
01144000,0.26,0.00,3.22,1.07,0.24,0.02,0.12,48.81,9.40,24.23,0.60,0.28,9.51,0.23,1.89,0.12
01162500,2.83,0.00,4.00,1.45,0.34,0.02,0.18,11.82,21.67,32.06,2.40,1.52,1.57,0.02,19.19,0.92
01169000,0.14,0.00,3.98,0.72,0.10,0.00,0.16,29.45,11.10,43.13,0.45,0.36,6.71,0.14,3.38,0.18
01170100,0.34,0.00,2.56,0.23,0.03,0.00,0.01,37.77,7.88,44.69,0.28,0.21,3.33,0.02,2.59,0.06
01181000,1.12,0.00,4.93,0.79,0.13,0.00,0.05,47.42,2.52,34.27,0.34,0.32,1.32,0.00,6.71,0.08
01187300,1.77,0.00,3.02,0.19,0.01,0.00,0.00,28.84,5.33,49.16,0.44,0.22,0.61,0.00,10.21,0.19
01195100,0.14,0.00,18.34,5.00,0.90,0.03,0.00,62.82,0.02,0.99,0.12,0.48,0.94,0.00,10.19,0.01
01197500,2.20,0.00,7.59,4.60,1.77,0.61,0.54,38.09,4.73,21.70,0.21,0.13,5.91,0.15,11.15,0.62
01200000,1.11,0.00,6.62,2.26,0.60,0.09,0.35,47.32,1.54,6.02,0.06,0.17,20.25,5.09,7.40,1.12
01321000,3.09,0.00,0.78,0.41,0.05,0.00,0.07,64.05,7.39,15.35,0.11,0.17,0.03,0.00,8.29,0.22
01333000,0.00,0.00,4.17,1.44,0.41,0.10,0.03,70.72,2.13,7.02,0.02,0.04,11.25,0.57,1.99,0.09
01334500,0.35,0.00,4.84,2.47,1.01,0.24,0.39,59.70,3.23,11.05,0.21,0.17,11.00,1.22,3.85,0.25
01348000,2.23,0.00,2.19,0.61,0.12,0.02,0.06,51.97,9.31,15.88,0.29,0.27,5.56,0.65,10.67,0.18
01350000,0.29,0.00,4.49,1.35,0.30,0.02,0.13,51.12,8.37,24.61,0.20,0.32,6.42,0.05,2.15,0.17
01350080,0.08,0.00,4.64,0.55,0.05,0.00,0.12,36.64,11.71,29.59,0.20,0.33,12.62,0.00,3.25,0.22
01350140,0.43,0.00,5.95,0.73,0.13,0.00,0.01,36.88,7.55,30.86,0.25,0.52,12.72,0.01,3.90,0.06
01365000,0.04,0.00,1.23,0.13,0.01,0.00,0.01,82.78,1.93,12.23,0.01,0.02,1.28,0.00,0.29,0.04
01371500,1.24,0.00,9.69,5.60,1.94,0.46,0.21,43.40,0.21,2.55,0.11,0.18,17.64,4.33,11.38,1.05
