SITENO,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
01013500,6.35,0.00,1.42,1.06,0.10,0.01,0.09,15.44,14.68,31.20,6.74,4.34,2.63,2.33,13.17,0.45
01022500,2.98,0.00,1.53,1.03,0.06,0.01,0.21,12.14,31.29,24.25,4.79,3.19,0.04,0.09,17.45,0.95
01030500,2.75,0.00,1.44,0.89,0.07,0.00,0.10,10.16,15.56,37.61,3.88,1.47,2.44,0.38,22.58,0.66
01031500,2.29,0.00,1.90,0.76,0.11,0.02,0.12,21.03,14.38,40.58,5.63,1.64,1.82,0.05,9.29,0.39
01047000,0.91,0.00,1.71,1.08,0.13,0.01,0.22,33.02,16.70,29.20,5.48,1.63,1.18,0.10,8.43,0.19
01048000,1.34,0.00,2.85,1.29,0.29,0.04,0.28,32.75,8.28,35.02,4.87,1.21,4.47,0.26,6.81,0.23
01052500,0.30,0.00,0.68,0.16,0.00,0.00,0.00,46.24,18.93,20.35,5.19,2.29,0.00,0.00,5.84,0.01
01054200,0.03,0.00,0.29,0.09,0.02,0.00,0.05,42.99,30.78,24.76,0.18,0.02,0.00,0.00,0.73,0.07
01055000,0.14,0.00,1.24,0.60,0.02,0.00,0.14,41.79,19.22,23.50,8.56,2.89,0.37,0.00,1.51,0.02
01055500,1.43,0.00,3.96,1.61,0.28,0.03,0.43,29.91,6.47,34.74,1.94,1.32,6.93,0.47,10.05,0.43
01057000,1.54,0.00,3.54,1.67,0.25,0.01,0.26,32.90,9.88,36.90,3.01,1.07,3.52,0.01,5.26,0.18
01060000,0.88,0.00,7.05,3.93,1.02,0.16,1.55,10.25,12.51,36.92,0.83,1.03,9.81,0.51,12.20,1.35
01064500,0.50,0.00,2.61,1.64,0.45,0.08,0.77,31.35,31.36,26.80,0.92,0.50,0.79,0.16,1.94,0.14
01073000,1.20,0.00,6.27,3.47,1.31,0.42,1.90,13.64,10.77,38.55,1.06,1.48,4.78,0.03,14.47,0.66
01076500,0.51,0.00,2.05,1.32,0.44,0.04,0.40,36.01,24.82,28.90,1.34,0.66,1.18,0.06,2.16,0.13
01078000,0.62,0.00,3.21,1.17,0.12,0.01,0.50,28.85,13.25,37.37,3.01,1.87,2.30,0.07,7.36,0.30
01118300,0.20,0.00,5.80,0.40,0.00,0.00,0.00,70.34,0.26,2.84,1.44,0.96,2.35,1.18,14.16,0.09
01121000,1.24,0.00,6.46,0.95,0.25,0.01,0.01,62.98,0.47,7.66,0.08,0.22,5.55,0.23,13.26,0.62
01123000,0.36,0.00,6.96,0.88,0.09,0.00,0.14,60.03,1.22,5.52,0.36,0.31,6.51,1.23,15.04,1.35
01127000,2.38,0.00,8.68,4.16,1.73,0.40,0.66,36.18,4.04,16.78,0.57,0.77,6.08,1.43,15.56,0.59
01134500,0.07,0.00,0.92,0.27,0.01,0.00,0.02,52.75,11.86,22.98,2.69,1.19,0.32,0.00,6.70,0.21
01137500,0.02,0.00,1.88,1.53,0.34,0.01,1.38,26.54,41.67,21.85,1.51,0.67,0.04,0.00,2.52,0.04
01139000,1.28,0.00,2.47,1.38,0.33,0.03,0.20,38.79,11.17,25.86,2.23,1.20,6.86,0.04,7.90,0.26
01139800,0.02,0.00,2.26,0.38,0.01,0.00,0.00,63.05,3.44,24.67,0.89,0.48,3.66,0.00,1.02,0.11
01142500,0.07,0.00,4.05,1.52,0.18,0.03,0.04,38.73,11.09,19.84,0.16,0.22,20.07,0.52,3.26,0.23
01144000,0.26,0.00,3.23,1.09,0.24,0.02,0.13,48.95,9.33,24.19,0.54,0.31,9.47,0.24,1.89,0.12
01162500,2.76,0.00,4.03,1.46,0.34,0.02,0.18,11.95,21.82,31.79,2.51,1.35,1.58,0.03,19.20,0.97
01169000,0.13,0.00,4.01,0.74,0.10,0.00,0.15,29.56,11.16,42.89,0.53,0.35,6.68,0.14,3.38,0.19
01170100,0.36,0.00,2.55,0.29,0.03,0.00,0.01,38.05,7.85,44.35,0.28,0.27,3.30,0.02,2.59,0.06
01181000,1.15,0.00,4.93,0.80,0.13,0.00,0.05,47.55,2.50,34.01,0.44,0.33,1.31,0.00,6.71,0.08
