SITENO,YR,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
01013500,1996,6.36,0,1.08,0.76,0.07,0,0.08,17.68,14.26,35.93,3.55,1.82,1.84,3.16,13.01,0.39
01022500,1996,3.03,0,1.23,0.86,0.05,0.01,0.18,13.3,28.41,22,6.42,6.15,0.04,0.06,17.38,0.9
01030500,1996,2.75,0,1.23,0.79,0.06,0,0.08,9.29,16.8,37.44,4.13,1.98,2.14,0.71,22.02,0.58
01031500,1996,2.28,0,1.74,0.7,0.1,0.02,0.08,19.8,14.52,40.72,4.67,3.92,1.83,0.04,9.19,0.38
01047000,1996,0.9,0,1.59,0.93,0.11,0.01,0.16,34.83,16.91,30.12,1.47,3.21,1.23,0.03,8.33,0.19
01048000,1996,1.32,0,2.66,1.18,0.25,0.04,0.21,34.16,9.97,36.66,0.96,0.83,4.4,0.39,6.73,0.24
01052500,1996,0.3,0,0.6,0.14,0,0,0,48.99,18.61,19.14,4.02,2.34,0,0,5.83,0
01054200,1996,0.03,0,0.31,0.06,0,0,0.02,43.01,30.65,24.84,0.25,0.02,0,0,0.76,0.05
01055000,1996,0.15,0,1.12,0.57,0.02,0,0.11,48.48,18.53,25.23,2.26,1.7,0.36,0,1.45,0.02
01055500,1996,1.42,0,3.66,1.33,0.2,0.02,0.34,30.09,8.07,35.35,0.95,0.61,7.04,0.56,9.95,0.4
01057000,1996,1.54,0,3.25,1.44,0.22,0.01,0.25,34.09,12.09,37.09,0.66,0.34,3.63,0,5.23,0.18
01060000,1996,0.89,0,6.34,3.25,0.8,0.11,1.14,10.41,14.32,37.14,0.62,0.7,10.17,0.53,12.29,1.3
01064500,1996,0.5,0,2.47,1.34,0.37,0.06,0.68,31.42,31.45,26.94,1.07,0.65,0.83,0.16,1.95,0.13
01073000,1996,1.27,0,5.41,2.62,0.63,0.23,2.14,13.28,12.37,40.3,0.9,1.22,4.57,0.02,14.6,0.45
01076500,1996,0.52,0,1.85,1.11,0.38,0.03,0.37,36.23,25.23,29.5,0.85,0.35,1.25,0.05,2.15,0.13
01078000,1996,0.63,0,2.96,0.9,0.09,0,0.38,28.73,15.73,39.08,0.83,0.73,2.21,0.08,7.35,0.29
01118300,1996,0.27,0,5.6,0.33,0,0,0,71.73,0.23,2.9,0.9,0.29,2.25,1.33,14.13,0.04
01121000,1996,1.39,0,6.27,0.83,0.2,0.01,0.01,63.18,0.52,7.79,0.07,0.16,5.31,0.51,13.21,0.55
01123000,1996,0.38,0,6.7,0.75,0.06,0,0.07,60.47,1.58,5.46,0.27,0.18,6.04,1.62,15.03,1.37
01127000,1996,2.41,0,8.11,3.55,1.45,0.29,0.43,37.29,4.49,17.29,0.27,0.4,5.9,1.89,15.77,0.46
01134500,1996,0.09,0,0.87,0.23,0.01,0,0.01,50.23,13.02,23.19,3.09,2.05,0.32,0,6.74,0.15
