SITENO,11,12,21,22,23,24,31,41,42,43,52,71,81,82,90,95
01013500,6.34,0.00,1.44,1.11,0.10,0.01,0.11,16.32,14.65,30.76,6.47,4.21,2.52,2.38,13.10,0.49
01022500,2.95,0.00,1.62,1.00,0.07,0.01,0.22,13.06,32.15,25.01,2.75,2.49,0.04,0.12,17.52,0.99
01030500,2.75,0.00,1.50,0.88,0.07,0.01,0.10,11.32,15.59,37.94,2.31,1.08,2.49,0.32,22.93,0.69
01031500,2.22,0.00,1.93,0.76,0.12,0.02,0.14,22.12,14.68,40.75,3.31,2.41,1.79,0.04,9.31,0.41
01047000,0.88,0.00,1.79,1.06,0.14,0.01,0.24,35.31,17.12,29.67,2.77,0.98,1.20,0.08,8.56,0.21
01048000,1.30,0.00,2.91,1.31,0.29,0.05,0.32,34.46,8.73,35.50,2.17,1.03,4.47,0.28,6.92,0.26
01052500,0.30,0.00,0.69,0.15,0.00,0.00,0.00,47.24,19.08,21.60,3.39,1.71,0.00,0.00,5.83,0.01
01054200,0.03,0.00,0.27,0.09,0.03,0.00,0.06,42.68,31.08,24.63,0.25,0.08,0.00,0.00,0.72,0.08
01055000,0.14,0.00,1.24,0.59,0.02,0.00,0.15,39.22,19.90,24.79,9.51,2.53,0.37,0.00,1.51,0.02
01055500,1.42,0.00,4.06,1.66,0.30,0.04,0.45,29.50,6.39,34.17,2.37,1.68,6.85,0.47,10.20,0.44
01057000,1.54,0.00,3.62,1.73,0.26,0.01,0.27,32.54,9.72,35.56,2.65,3.17,3.45,0.02,5.27,0.19
01060000,0.88,0.00,7.35,4.08,1.08,0.17,1.65,10.21,12.52,36.48,0.82,1.11,9.58,0.52,12.22,1.34
01064500,0.49,0.00,2.70,1.71,0.47,0.09,0.79,31.25,31.65,26.58,0.81,0.44,0.77,0.16,1.94,0.15
01073000,1.17,0.00,6.50,3.77,1.50,0.44,1.69,13.81,10.80,37.84,1.11,1.42,4.78,0.03,14.60,0.56
01076500,0.50,0.00,2.10,1.35,0.45,0.04,0.41,36.16,24.88,28.83,1.11,0.67,1.16,0.04,2.18,0.14
01078000,0.62,0.00,3.27,1.21,0.13,0.01,0.51,30.47,13.00,36.66,2.61,1.47,2.28,0.06,7.40,0.30
01118300,0.18,0.00,5.93,0.38,0.00,0.00,0.00,70.63,0.26,2.89,1.20,0.79,2.29,1.15,14.18,0.12
01121000,1.10,0.00,6.50,0.98,0.27,0.01,0.01,62.74,0.46,7.56,0.23,0.42,5.71,0.06,13.30,0.63
