SITENO,MNTH,DTR,TXx8110,TNx8110,TXn8110,TNn8110,TXx9120,TNx9120,TXn9120,TNn9120
01013500,1,11.38758798,11.15,1.72,-24.96,-38.56,11.15,1.72,-25.57,-38.56
01013500,2,12.71211585,13.82,2.94,-22.49,-36.15,13.82,1.91,-22.49,-36.15
01013500,3,12.04515396,17.7,2.78,-17.83,-33.92,23.56,4.19,-17.98,-33.92
01013500,4,11.00259848,27.49,7.68,-10.31,-19.58,25.88,5.53,-10.31,-21.57
01013500,5,13.13318915,33.11,13.73,2.18,-5.64,33.11,18.67,1.31,-5.35
01013500,6,12.78837879,33.09,18.08,8.45,-1.36,33.83,18.08,8.45,-1.73
01013500,7,12.25704545,33.52,20.47,13.32,2.57,33.6,20.73,13.46,3.36
01013500,8,12.37674487,32.42,19.52,12.85,0.32,32.42,18.78,13.15,0.32
01013500,9,12.12940152,32.23,18.47,4.47,-5.31,32.23,18.47,4.47,-5.31
01013500,10,10.14806452,25.98,13.4,0.26,-8.93,26.06,12.98,0.26,-10.42
01013500,11,8.103037879,18.1,12.64,-9.85,-23.31,22.09,12.64,-10.66,-23.31
01013500,12,9.303940616,12.38,1.92,-24.42,-35.65,13.97,5.02,-24.42,-33.6
01022500,1,10.90071848,12.68,6,-20.67,-30.84,12.68,6,-20.67,-29.16
01022500,2,11.63510861,15.66,3.56,-16.18,-29.43,15.66,3.56,-16.18,-29.43
01022500,3,10.95361437,25.14,5.68,-10.56,-25.91,28.3,5.68,-11.62,-23.93
01022500,4,11.28686364,27.58,8.31,-4.15,-12.65,27.58,8.74,-4.15,-12.65
01022500,5,12.53859238,34.13,13.85,6.35,-3.02,34.13,15.71,5.07,-2.57
01022500,6,12.18143939,33.69,18.16,9.49,2.2,33.4,18.16,8.21,1.21
01022500,7,11.9143695,34.71,19.78,14.07,5.87,34.71,20.33,14.07,6.86
01022500,8,11.9248607,34.06,19.61,13.75,3.61,34.06,19.8,14.3,5.78
01022500,9,11.85568182,34.27,19.12,10.31,-2.77,34.27,19.12,10.33,-2.77
01022500,10,10.71664956,26.36,14.78,2.2,-6.06,28.26,15.35,2.2,-6.06
01022500,11,9.1965,20.34,11.85,-6.68,-16.96,20.97,10.42,-8.24,-15.18
01022500,12,9.602822581,16.52,4.45,-16.11,-28.1,14.99,5.59,-17.19,-25.32
01030500,1,11.28703079,12.25,2.01,-22.33,-35.16,12.25,2.01,-22.33,-35.16
01030500,2,12.50431215,17.01,2.84,-19.14,-32.99,17.01,2.84,-19.14,-32.99
01030500,3,11.81269795,19.19,3.49,-14.43,-31.04,26.01,4.22,-14.75,-31.04
01030500,4,11.66705303,28.5,8.96,-7.79,-16.22,28.45,7.57,-7.79,-18.66
01030500,5,13.46689883,33.7,13.85,4.74,-3.97,33.7,16.74,3.03,-3.97
01030500,6,12.90834848,34.13,18.55,8.78,0.16,34.34,18.55,8.68,-1
01030500,7,12.44386364,34.44,20.16,13.64,3.16,34.44,20.74,13.64,4.21
01030500,8,12.55101173,34.02,19.91,12.92,1.42,34.02,19.77,12.92,3.08
01030500,9,12.47368939,33.13,19.63,7.37,-3.78,33.13,19.63,7.37,-3.78
01030500,10,10.88618768,25.37,14.66,1.34,-8,26.68,14.42,1.34,-8
01030500,11,8.811462121,19.52,11.93,-7.79,-20.78,22.25,11.93,-9.82,-18.54
01030500,12,9.500458211,14.28,2.78,-20.88,-34.92,14.77,4.57,-20.88,-29.15
01031500,1,11.53796188,12.81,3.14,-23.87,-36.26,12.81,3.14,-23.87,-36.26
01031500,2,12.88061947,15.06,2.43,-20.52,-35.19,15.06,2.15,-20.52,-35.19
01031500,3,12.24767595,23.34,4.07,-15.83,-30.4,26.08,2.81,-15.83,-29.45
01031500,4,11.78497727,28.69,7.81,-9.4,-16.96,28.69,9.34,-9.4,-16.96
01031500,5,13.283761,32.17,14.46,2.16,-4.52,32.17,17.7,2.16,-4.52
01031500,6,12.45181818,33.51,18.79,8.66,-0.02,33.64,18.79,7.35,-0.79
01031500,7,12.13005132,33.45,20.63,12.63,3.83,33.45,20.63,12.63,4.11
01031500,8,12.33492669,33.29,20.09,11.79,1.36,33.29,19.2,11.79,3.45
01031500,9,12.3732197,34.09,19.55,5.72,-3.56,34.09,19.55,5.72,-3.56
01031500,10,10.87208944,26.01,14.08,0.26,-7.66,26.98,13.76,0.26,-7.86
01031500,11,8.940856061,18.65,11.35,-8.11,-20.38,21.73,11.35,-9.86,-18.8
01031500,12,9.459380499,14.93,2.88,-19.76,-32.33,14.24,2.88,-20.21,-28.6
01047000,1,11.55576979,12.79,2.98,-24.79,-36.65,12.79,2.98,-24.79,-36.65
01047000,2,12.89659694,14.79,2.84,-22,-35.24,14.79,1.48,-22,-35.24
01047000,3,12.44835044,23.4,4,-18.56,-31.04,25.33,2.92,-18.56,-28.37
01047000,4,11.85074242,28.58,8.63,-9.4,-17.2,27.95,8.35,-9.4,-17.2
01047000,5,13.31863636,31.85,14.21,1.23,-5.11,31.85,16.64,1.23,-5.11
01047000,6,12.52020455,32.95,18.47,8.16,-0.53,32.95,18.52,7.41,-1.5
01047000,7,12.26180352,33.36,20.76,12.6,3.2,33.36,20.76,12.6,3.83
01047000,8,12.4640176,32.95,19.69,10.88,0.57,32.95,18.95,12.78,3.25
01047000,9,12.42278788,33.87,19.34,4.52,-4.24,33.87,19.34,4.52,-4.24
01047000,10,10.85557918,26.18,14.29,-0.19,-8.49,25.61,13.8,-0.19,-8.49
01047000,11,9.038136364,18.91,11.61,-9.45,-22.25,21.28,11.61,-11.35,-19.26
01047000,12,9.543925953,15.44,3.53,-18.8,-31.95,15.44,3.53,-20.76,-29.36
01048000,1,11.43585777,13.38,4.22,-23.18,-36.18,13.38,4.22,-23.18,-36.18
01048000,2,12.65890587,14.6,3.47,-20.36,-33.69,14.6,1.38,-20.36,-33.69
01048000,3,12.14566716,24.87,4.48,-17.58,-29.63,26.09,3.97,-17.58,-27.84
01048000,4,11.85059091,29.67,9.02,-8,-15.85,28.01,8.58,-8,-15.85
01048000,5,13.16201613,32.42,14.25,2.54,-4.59,32.42,16.76,2.54,-4.37
01048000,6,12.40436364,33.51,18.44,9.39,-0.06,33.51,18.44,8.04,-1.3
01048000,7,12.17464809,33.88,20.53,13.16,3.88,33.88,20.53,13.16,4.66
01048000,8,12.34888563,33.14,19.81,11.3,0.93,33.14,19.15,13.81,3.67
01048000,9,12.36130303,33.83,19.67,6.01,-3.72,33.83,19.67,6.01,-3.72
01048000,10,11.02387097,26.57,14.51,0.17,-8.08,26.15,13.84,0.17,-8.08
01048000,11,9.255583333,20.01,11.02,-7.54,-21.27,21.57,11.02,-10.5,-18.47
01048000,12,9.602426686,16.22,4.18,-17.5,-29.9,16.22,4.18,-18.87,-28.69
01052500,1,11.44038856,14.8,4.69,-27.18,-37.1,14.8,4.69,-27.18,-37.1
01052500,2,12.65484312,14.29,4.27,-25.34,-37.82,17.85,1.56,-25.34,-37.82
01052500,3,12.47272727,22.03,4.22,-21.78,-31.45,23.97,4.22,-21.78,-30.99
01052500,4,11.56870455,27.38,8.95,-11.77,-19.76,27.22,7.95,-11.77,-19.76
01052500,5,12.87906158,29.43,15.86,0.53,-7.02,32.2,17.65,0.53,-6.22
01052500,6,12.12255303,32.05,18.87,7.53,-2.31,32.05,18.87,7.53,-2.32
01052500,7,11.78252199,31.68,19.97,11.42,1.75,32,20.43,11.85,1.93
01052500,8,11.7911437,30.65,18.95,9.84,-0.78,30.65,18.95,11.93,2.41
01052500,9,11.70512121,31.45,18.48,1.19,-5.5,31.45,18.48,1.19,-5.5
01052500,10,10.27780059,24.94,12.68,-1.69,-10.3,24.91,14.24,-1.69,-10.3
01052500,11,8.766681818,19.54,10.68,-10.58,-23.42,20.94,10.68,-13.51,-22.1
01052500,12,9.550267595,14.97,4.46,-20.72,-33.58,14.97,4.46,-23.72,-32.06
01054200,1,11.34788123,14.6,6.78,-22.78,-33.05,14.6,6.78,-22.78,-33.05
01054200,2,12.2834111,14.42,3.99,-20.76,-31.49,16.19,0.46,-20.76,-31.49
01054200,3,11.83230205,25.52,3.8,-18.14,-28.27,25.52,3.8,-18.14,-28.27
01054200,4,11.90126515,29.36,8.44,-9.92,-15.99,29.36,8.3,-9.92,-15.99
01054200,5,12.98024927,31.06,14.96,2.37,-5.71,31.06,17.28,2.37,-4.67
01054200,6,12.20490909,32.85,18.48,9.28,-0.61,32.85,18.48,8.37,-1.11
01054200,7,11.97819648,32.57,19.58,13.31,3.2,32.57,19.67,13.31,3.28
01054200,8,12.07802786,32.69,19.24,10.68,1.31,32.69,19.05,13.05,2.86
01054200,9,12.14065152,32.33,18.19,6.39,-4.57,32.33,18.19,6.39,-4.57
01054200,10,11.14479472,25.76,14.09,-1.03,-8.9,25.46,13.21,-1.03,-9.06
01054200,11,9.572439394,19.51,10.25,-8.01,-20.16,21.74,10.25,-11.41,-20.28
01054200,12,9.814879032,17.93,3.55,-16.35,-27.79,17.93,3.55,-17.52,-27.32
01055000,1,11.46880499,13.03,4.32,-25.02,-36.51,13.03,4.32,-25.02,-36.51
01055000,2,12.78909895,13.98,3.23,-22.06,-34.58,16.08,1.22,-22.06,-34.58
01055000,3,12.44106305,23.66,3.45,-19.66,-30.77,24.61,3.04,-19.66,-29.17
01055000,4,11.78955303,28.92,8.54,-10.38,-17.5,27.71,7.54,-10.38,-17.5
01055000,5,13.10904692,30.91,15.13,0.96,-6.13,31.38,16.3,0.96,-5.14
01055000,6,12.33676515,32.91,17.56,8.85,-1.06,32.91,18.15,7.61,-1.85
01055000,7,12.09019795,32.75,19.53,12.28,2.84,32.75,19.88,12.28,3.77
01055000,8,12.21653226,32.27,18.8,9.6,0.36,32.27,18.72,14.23,2.83
01055000,9,12.17979545,33.02,18.87,3.61,-4.66,33.02,18.87,3.61,-4.66
01055000,10,10.7998827,25.76,14.2,-0.94,-8.92,25.04,13.52,-0.94,-8.92
01055000,11,9.12575,18.94,11.08,-9.24,-22.31,21.11,11.08,-12.46,-20.02
01055000,12,9.635964076,16.04,4.54,-18.37,-30.85,16.04,4.54,-20.66,-28.22
01055500,1,10.99798387,14.83,6.31,-21.08,-33.83,14.83,6.31,-21.08,-33.83
01055500,2,12.00339501,15.08,4.63,-17.32,-30.96,15.08,1.92,-17.32,-30.96
01055500,3,11.48665689,27.63,5.39,-15.85,-26.4,27.66,6.44,-15.85,-26.4
01055500,4,11.79341667,31.31,9.89,-6.4,-13.07,29.47,9.38,-6.4,-13.07
01055500,5,12.92616569,33.76,15.49,4.9,-3.65,33.76,17.47,4.9,-2.85
01055500,6,12.17797727,35.42,19.33,10.81,1.06,35.42,19.33,8.7,-0.29
01055500,7,11.97747067,35.13,21.19,14.16,5.36,35.13,21.61,14.16,5.83
01055500,8,12.11789589,34.43,20.64,12.32,2.21,34.43,20.29,13.94,4.93
01055500,9,12.20707576,34.24,20.3,8.82,-2.77,34.24,20.3,8.82,-2.77
01055500,10,11.16543988,27.38,14.79,0.61,-6.71,27.65,14.39,0.61,-7.07
01055500,11,9.426742424,21.71,11.36,-5.76,-19.2,22.5,11.36,-8.66,-17.06
01055500,12,9.442840909,18.48,5.25,-15.33,-27.27,18.48,5.25,-17.06,-26.96
01057000,1,11.02874633,15.08,6.57,-21.84,-33.99,15.08,6.57,-21.84,-33.99
01057000,2,12.04901046,15.1,4.48,-18.04,-31.18,15.1,1.56,-18.04,-31.18
01057000,3,11.60499267,27.13,4.78,-16.98,-27.3,27.15,5.81,-16.98,-27.3
01057000,4,11.84844697,31.01,9.62,-7.56,-13.78,30.19,9.16,-7.56,-13.78
01057000,5,13.02576246,33.25,15.35,4.15,-4.16,33.25,17.69,4.15,-3.23
01057000,6,12.25140152,35.03,19.42,10.55,0.5,35.03,19.42,8.42,-0.51
01057000,7,12.05870235,34.66,20.89,13.87,4.75,34.66,21.27,13.87,5.15
01057000,8,12.18472874,34.02,20.23,11.65,2.02,34.02,19.85,13.52,4.54
01057000,9,12.2687803,33.73,19.83,8.01,-3.28,33.73,19.83,8.01,-3.28
01057000,10,11.19241935,27.17,14.79,0.14,-7.04,27.33,13.98,0.14,-7.33
01057000,11,9.412871212,21.24,11.24,-6.08,-19.56,22.73,11.24,-9.02,-17.83
01057000,12,9.468489736,18.5,5.24,-15.56,-27.4,18.5,5.24,-17.34,-26.1
01060000,1,10.5696261,17.11,6.49,-18.69,-31.15,17.11,6.49,-18.69,-29.73
01060000,2,11.36152051,15.77,4.91,-15.09,-28.33,14.95,2.8,-15.09,-28.33
01060000,3,10.88692815,29.51,6.84,-11.63,-22.9,29.51,8.61,-11.63,-22.43
01060000,4,11.52281818,31.48,9.99,-5.08,-10.12,31.48,9.99,-3.96,-10.12
01060000,5,12.28280059,33.44,15.6,6.03,-3.11,33.44,16.48,6.03,-2.06
01060000,6,11.71156818,35,20.02,9.91,2.25,35,20.02,9.39,1.65
01060000,7,11.48384164,35.5,21.68,13.7,7.04,36.35,22.46,13.7,7.33
01060000,8,11.57404692,35.16,21.56,12.86,3.24,35.16,21.44,14.24,6.27
01060000,9,11.58325,34.7,20.1,10.39,-1.91,34.7,20.1,10.39,-1.91
01060000,10,10.92604839,26.93,14.58,1.83,-5.85,28.04,15.88,1.83,-6.04
01060000,11,9.552204545,22.21,11.4,-5.67,-17.51,22.55,11.4,-7.24,-15.77
01060000,12,9.383771994,20.02,5.62,-13.15,-25.97,20.02,5.62,-15.95,-25.34
01064500,1,11.34256598,15.26,6.46,-21.7,-32.52,15.26,6.46,-21.7,-32.52
01064500,2,12.26264682,13.91,4.1,-20.29,-31.11,16.01,0.34,-20.29,-31.11
01064500,3,11.84280792,25.95,4.24,-17.18,-27.31,25.95,4.24,-17.18,-27.31
01064500,4,12.16200758,29.33,9.26,-8.91,-15.44,29.2,9.26,-8.9,-15.44
01064500,5,13.07656158,30.85,14.69,3.21,-5.9,30.85,16.99,3.21,-4.79
01064500,6,12.3274697,32.6,18.3,8.76,-1.2,32.6,18.4,8.53,-0.65
01064500,7,12.08284457,32.77,20,13.56,3.14,32.78,20,13.56,3.14
01064500,8,12.19171554,32.99,19.34,11.45,0.72,32.99,19.34,13.28,3.15
01064500,9,12.21791667,32.56,18.3,6.19,-4.76,32.56,18.3,6.19,-4.76
01064500,10,11.3172654,25.36,14.05,-0.75,-8.79,25.07,14.49,-0.75,-9.02
01064500,11,9.763621212,19.49,10.1,-7.49,-19.65,21.45,10.1,-11.18,-19.94
01064500,12,9.85622434,17.56,4.16,-16.07,-28.04,17.56,4.16,-16.74,-27.38
01073000,1,10.65868768,19.44,9.14,-16.51,-32.01,19.44,9.14,-16.51,-29.29
01073000,2,11.45302494,20.46,6.45,-12.95,-27.15,22.95,4.99,-13.32,-27.15
01073000,3,11.50602639,31.38,11.03,-7.15,-22.02,31.38,11.03,-8.52,-21.14
01073000,4,12.68412879,33.61,12.32,-4.5,-10.19,33.61,13.53,-3.77,-10.34
01073000,5,13.41936217,33.82,18.12,7.6,-4.16,33.73,20.62,7.6,-2.97
01073000,6,12.94762121,35.48,21.46,11.83,1.47,35.48,21.46,9.96,1.81
01073000,7,12.78239003,36.77,22.84,15.85,5.75,37.48,23.69,15.85,5.99
01073000,8,12.89214076,36.07,23.1,14.01,2.08,36.07,23.1,16.39,4.74
01073000,9,12.84417424,34.71,20.23,12.54,-2.3,34.71,20.52,12.54,-2.3
01073000,10,12.34646628,28.36,17.36,3.22,-6.99,28.35,16.97,3.22,-7.94
01073000,11,10.67620455,24.07,13.11,-3.03,-19.84,24.16,12.84,-7.84,-14.5
01073000,12,9.787247067,23.31,9.15,-11.5,-26.77,23.31,6.01,-14.41,-24.41
01076500,1,11.15936217,16.06,7.14,-21.87,-33.16,16.06,7.14,-21.87,-33.16
01076500,2,12.24096541,15.09,5.5,-19.86,-32.11,16.11,0.7,-19.86,-32.11
01076500,3,11.93725073,26.88,4.92,-15.78,-26.68,26.88,4.8,-15.78,-26.68
01076500,4,12.45833333,29.84,10.14,-8.2,-14.88,29.84,10.28,-5.77,-14.88
01076500,5,13.45087243,30.72,15.47,4.33,-5.46,31.13,17.08,4.41,-4.24
01076500,6,12.71356818,33.04,19.19,10.02,-1.4,33.04,19.19,9.48,-0.04
01076500,7,12.43458944,33.62,20.97,14.2,3.08,33.62,20.97,14.93,3.08
01076500,8,12.5093915,33.49,19.52,12.54,0.39,33.49,19.47,14.49,3.95
01076500,9,12.45251515,32.87,18.51,5.7,-4.85,32.87,18.51,5.7,-4.85
01076500,10,11.49960411,25.45,14.34,-0.28,-8.61,25.13,15.37,-0.28,-8.7
01076500,11,9.720674242,20.26,10.33,-7.1,-19.2,21.57,10.33,-10.21,-19.3
01076500,12,9.663046188,17.65,5.27,-15.89,-28.89,17.65,5.27,-16.78,-27.05
01078000,1,10.77320381,16.23,6.97,-20.75,-33.19,16.23,6.97,-20.75,-33.19
01078000,2,11.91242156,16.36,6.72,-18.02,-31.04,17.4,1.3,-18.02,-31.04
01078000,3,11.72865836,27.87,6.22,-12.43,-24.62,27.87,6.88,-12.43,-24.62
01078000,4,12.63658333,31.49,9.78,-5.64,-14.1,31.49,10.27,-4.43,-13.85
01078000,5,13.6254912,32,16.51,5.54,-4.55,32,17.69,5.21,-3.91
01078000,6,12.78630303,33.69,20.56,11.37,-1.01,33.69,20.56,9.37,-0.49
01078000,7,12.48963343,34.52,21.68,13.55,3.53,34.19,21.68,15.33,3.7
01078000,8,12.62138563,34.19,20.29,12.3,0.57,34.19,20.29,15.46,4.51
01078000,9,12.50354545,32.65,19.22,6.98,-4.69,32.65,19.22,6.98,-4.69
01078000,10,11.67840176,26.2,16.07,0.79,-8.14,26.2,16.29,0.79,-8.46
01078000,11,9.786939394,21.42,11.44,-5.45,-17.87,22.59,11.44,-9.25,-18.86
01078000,12,9.382646628,19.28,6.92,-14.99,-27.93,19.28,6.92,-16.64,-26.12
01118300,1,9.281884164,16.22,10.21,-11.95,-23.27,17.28,10.21,-11.3,-21.88
01118300,2,9.657345133,16.83,6.44,-9.2,-21.67,17.38,8.09,-9.93,-23.3
01118300,3,9.924332845,24.91,10.4,-5.45,-16.3,24.91,11.76,-5.45,-16.3
01118300,4,10.52811364,31.24,12.94,-3.87,-9.32,31.24,13.3,0.58,-7.59
01118300,5,10.90780792,32.29,17.89,7.48,-1.93,32.29,17.25,8.39,-1.93
01118300,6,10.35737121,32.86,20.76,11.82,3.87,33.25,20.76,11.04,3.87
01118300,7,9.949545455,35.65,22.8,16.64,7.93,35.65,22.93,17.04,9
01118300,8,9.932609971,34.43,22.73,16.35,5.96,34.43,23.08,17.71,8.2
01118300,9,10.22551515,32.75,21.49,12.68,0.87,31.99,21.54,12.68,0.87
01118300,10,10.44021261,26.82,19.53,5.44,-4.82,28.47,19.55,5.37,-4.82
01118300,11,9.78094697,22.62,13.68,-1.45,-12.95,22.84,15.2,-3.09,-11.8
01118300,12,8.91098607,21.51,13.42,-11.37,-18.04,21.51,13.42,-10.15,-16.07
01121000,1,10.06932551,19.03,11.55,-15.54,-28.53,19.03,11.55,-14.14,-24.21
01121000,2,10.72355591,20.01,8.17,-11.27,-25.3,20.76,8.25,-13,-25.42
01121000,3,11.09959677,28.4,10.35,-8.13,-19.65,28.4,11.94,-8.13,-19.65
01121000,4,11.99775758,33.56,14.99,-4.49,-10.58,33.56,15.9,-3.28,-9.38
01121000,5,12.60239003,33.56,18.04,6.47,-2.41,33.56,18.6,7.1,-2.08
01121000,6,11.74743939,34.27,21.26,10.25,2.01,34.27,21.26,9.83,3.19
01121000,7,11.22209677,35.47,22.99,15.7,5.58,35.76,22.99,15.88,8.62
01121000,8,11.08539589,35.67,22.76,14.83,3.39,35.67,22.76,15.96,7.07
01121000,9,11.392,34.76,21.33,10,-0.84,33.14,21.33,10,-0.84
01121000,10,11.51157625,27.99,17.89,4.45,-6.73,27.99,19.54,4.11,-6.16
01121000,11,10.36875758,25.47,15.26,-4.14,-16.37,24.58,12.91,-5.52,-13.79
01121000,12,9.294930352,22.07,11.98,-12.86,-22.74,22.07,11.98,-12.3,-18.35
01123000,1,10.02628299,18.2,11.2,-13.92,-26.86,19.07,11.2,-13.29,-22.76
01123000,2,10.60246983,19.11,8.52,-10.42,-24.66,20.41,8.38,-11.59,-24.66
01123000,3,10.97927419,27.98,10,-6.64,-18.42,27.98,11.95,-6.64,-18.42
01123000,4,11.80904545,32.97,14.55,-3.91,-9.93,32.97,15.2,-1.83,-8.58
01123000,5,12.37062317,33.45,18.09,7.26,-1.9,33.45,18.33,8.07,-1.78
01123000,6,11.59669697,34.24,21.23,11.06,2.59,34,21.23,10.71,3.7
01123000,7,11.09626833,36.14,22.97,16.6,6,36.14,23.28,16.86,9.02
01123000,8,11.03097507,35.77,23.22,15.77,3.95,35.77,22.72,17.48,7.59
01123000,9,11.39150758,35,21.55,11.16,-0.25,33.24,21.55,11.16,-0.25
01123000,10,11.55332845,27.66,18.3,5.25,-6.2,27.98,19.77,4.71,-5.55
01123000,11,10.52026515,24.92,14.99,-2.9,-15.53,24.33,13.46,-4.6,-13.03
01123000,12,9.419714076,22.74,12.57,-11.81,-21.66,22.74,12.57,-11.68,-17.73
01127000,1,10.04216276,18.17,10.9,-14.07,-27.22,18.98,10.9,-12.65,-23.24
01127000,2,10.67901046,18.88,7.91,-10.68,-24.44,20.47,8.12,-11.72,-24.53
01127000,3,11.04013196,28.08,9.88,-7.38,-19.08,28.08,11.61,-7.38,-19.08
01127000,4,11.89964394,32.97,12.98,-4,-10.16,32.97,15.16,-1.82,-8.77
01127000,5,12.44615103,33.78,18.2,7.4,-1.88,33.78,18.38,8.37,-1.88
01127000,6,11.77033333,34.33,21.19,11.91,2.83,34.33,21.19,10.48,3.62
01127000,7,11.36898827,36.07,22.54,16.54,6.02,36.42,22.9,17.43,8.53
01127000,8,11.27675953,35.47,22.76,15.93,4.05,35.47,22.7,17.13,7.51
01127000,9,11.5292803,34.14,21.35,10.99,-0.43,33.46,21.35,10.99,-0.43
01127000,10,11.53524194,28.01,18.15,4.73,-5.97,28.06,19.63,4.73,-5.91
01127000,11,10.45978788,24.36,14.65,-2.7,-15.58,23.79,12.78,-4.01,-13.07
01127000,12,9.415725806,22.26,12.17,-12.14,-21.16,22.26,12.17,-11.05,-17.71
01134500,1,11.63017595,14.84,8.94,-24.18,-36.67,14.84,8.94,-24.18,-36.04
01134500,2,12.97753821,13.67,5.22,-23.42,-37.06,17.83,0.67,-23.42,-37.06
01134500,3,12.54508798,24.85,6.4,-17.98,-31.06,25.13,3.98,-17.98,-31.06
01134500,4,12.43325758,28.87,9.77,-8.89,-16.66,28.76,10.6,-8.1,-16.66
01134500,5,13.75859238,30.17,16.23,2.2,-6.2,32.17,17.76,2.62,-5.14
01134500,6,12.97769697,32.54,19.26,9.92,-2.66,32.54,19.26,9.41,-0.74
01134500,7,12.67204545,32.81,20.95,12.11,1.32,32.51,20.95,13.78,1.32
01134500,8,12.65655425,32.93,19.63,12.55,0.14,32.93,19.63,14.31,2.12
01134500,9,12.54668182,32.12,17.94,2.95,-5.57,32.12,17.94,2.95,-5.57
01134500,10,11.19908358,25.21,13.33,-1.08,-9.74,25.34,14.97,-1.08,-10.14
01134500,11,9.319727273,20.33,11.72,-7.97,-21.39,20.48,11.72,-10.96,-22.16
01134500,12,9.757291056,16.24,5.19,-18.98,-32.11,16.24,4.55,-20.32,-30.85
01137500,1,11.19129032,14.36,7.43,-24.05,-34.24,14.36,7.43,-24.05,-33.84
01137500,2,12.10386967,12.97,4.24,-22.94,-32.6,15.63,0.09,-22.94,-32.6
01137500,3,11.68002199,24.51,4.24,-18.43,-29.11,24.51,3.82,-18.43,-29.11
01137500,4,11.77782576,27.45,9.44,-10.75,-17.49,27.29,9.44,-10.38,-17.49
01137500,5,12.72134164,28.73,14.98,1.14,-7.13,29.36,16,1.24,-5.72
01137500,6,12.05040152,31.2,17.88,8.59,-2.57,31.2,17.88,8.59,-1.39
01137500,7,11.72984604,31.24,19.41,11.52,2.02,31.24,19.41,12.84,2.02
01137500,8,11.76891496,31.45,18.53,11.37,-0.25,31.45,18.33,13.12,2.34
01137500,9,11.81315909,30.91,17.34,3.6,-5.43,30.91,17.34,3.6,-5.43
01137500,10,10.85767595,23.81,12.99,-2.46,-9.58,23.77,14.46,-2.46,-9.76
01137500,11,9.420560606,18.73,9.17,-9.56,-20.29,20.02,9.17,-12.78,-21.35
01137500,12,9.727774927,15.84,3.7,-17.8,-29.7,15.84,3.7,-18.46,-28.82
01139000,1,11.0563783,16.01,8.65,-23.35,-35.24,16.01,8.65,-23.02,-35.24
01139000,2,12.23625101,14.31,6.22,-21.21,-34.54,16.35,1.1,-21.21,-34.54
01139000,3,11.97791056,26.73,6.01,-15.96,-28.15,26.73,4.51,-15.96,-28.15
01139000,4,12.35167424,29.93,10.76,-8.73,-15.08,29.93,11.4,-5.77,-15.08
01139000,5,13.5783651,30.58,16.21,3.49,-5.47,32.32,17.87,3.25,-4.14
01139000,6,12.86132576,33.46,19.63,11.29,-1.71,33.46,19.63,9.97,0.08
01139000,7,12.55922287,34.04,21.71,12.88,2.41,33.92,21.71,14.63,2.41
01139000,8,12.53387097,33.72,20.35,12.86,0.7,33.72,20.35,14.68,3.63
01139000,9,12.42481818,33.12,19.11,4.07,-5.12,33.12,19.11,4.07,-5.12
01139000,10,11.24002933,25.53,15.1,-0.34,-8.89,25.46,15.55,-0.34,-8.98
01139000,11,9.308916667,20.54,11.06,-7.64,-19.58,21.32,11.06,-10.9,-20.05
01139000,12,9.444182551,17.88,5.49,-17.31,-30.49,17.88,5.14,-18.6,-28.66
01139800,1,10.54604839,15.36,8.43,-23.73,-35.24,15.36,8.43,-23.73,-35.24
01139800,2,11.53613837,14.76,6.14,-22.43,-33.86,14.76,1.54,-22.43,-33.86
01139800,3,11.23997067,25.7,6.82,-18.21,-27.63,25.7,5.08,-18.21,-27.63
01139800,4,11.49106061,29.47,11.01,-9.71,-16.79,29.47,11.26,-7.06,-16.32
01139800,5,12.65542522,29.57,15.86,2.57,-6.03,31.14,17.38,1.44,-4.88
01139800,6,11.91781061,32.28,19.14,9.5,-2.18,32.28,19.14,8.78,-0.04
01139800,7,11.56618035,33.1,21.25,12,2.61,32.58,21.25,13.21,2.61
01139800,8,11.56494135,32.03,20.27,12.02,-0.1,32.03,20.27,12.85,3.79
01139800,9,11.57344697,31.93,18.51,3.19,-4.87,31.93,18.51,3.19,-4.87
01139800,10,10.60728006,24.56,15.44,-0.37,-9.06,24.55,15.22,-0.37,-9.46
01139800,11,8.994606061,20.43,11.26,-9.34,-19.23,20.72,9.96,-12.12,-19.67
01139800,12,9.198951613,17.16,5.59,-17.75,-30.12,17.16,5.59,-19.48,-29.26
01142500,1,10.81082111,15.92,8.88,-22.75,-35.93,15.92,8.88,-22.75,-35.93
01142500,2,11.89506034,15.46,6.23,-21,-33.54,18.24,2.76,-21,-33.54
01142500,3,11.69867302,26.58,7.61,-16.86,-28.21,26.58,5.92,-16.86,-28.21
01142500,4,12.05866667,30.22,11.26,-8.1,-16.09,29.95,11.81,-5.46,-16.31
01142500,5,13.24639296,30.53,15.96,4.07,-4.95,31.65,18.45,2.13,-4.72
01142500,6,12.49089394,32.71,19.24,11.61,-1.9,32.71,19.24,9.19,0.36
01142500,7,12.23353372,33.79,21.5,12.97,2.29,33.67,21.5,14.81,2.29
01142500,8,12.12506598,32.65,20.66,12.49,0.14,32.25,20.66,14.02,3.98
01142500,9,12.13081818,32.36,18.55,4.23,-4.71,32.36,18.55,4.23,-4.71
01142500,10,11.12680352,25.51,15.31,-0.13,-9.15,25.67,16.33,-0.13,-8.96
01142500,11,9.433893939,20.74,11.49,-8.55,-18.57,20.97,10.19,-11.87,-19.67
01142500,12,9.440802786,17.87,5.86,-16.92,-29.8,17.87,5.16,-17.96,-28.51
