SITENO,MNTH,DTR,TXx8110,TNx8110,TXn8110,TNn8110,TXx9120,TNx9120,TXn9120,TNn9120
06894000,2,11.49658085,24.38,10.55,-15.51,-24.86,26.11,10.32,-13.09,-24.32
06894000,3,12.35530792,29.67,16.29,-7.45,-19.21,29.6,17.32,-14.35,-20.57
06894000,4,12.53992424,33.03,20.09,2.66,-7.25,33.08,20.09,-0.3,-7.44
06894000,5,11.69797654,33.48,23.03,11.62,0.05,33.89,23.03,3.65,0.05
06894000,6,11.46248485,38.92,24.51,16.24,6.02,39.62,25.39,16.24,6.08
06894000,7,11.46186217,39.23,25.89,18.75,10.94,40.95,25.89,18.37,10.94
06894000,8,11.8013783,41.68,25.52,19.7,6.87,41.83,25.91,19.4,10.12
06894000,9,12.46495455,40.42,23.26,11.38,0.13,40.42,23.67,11.5,0.38
06894000,10,12.34542522,33.89,21.27,2.95,-8.13,33.89,21.43,1.07,-8.13
06894000,11,11.25304545,26.85,15.63,-4.57,-16.87,26.87,16.35,-4.57,-16.87
06894000,12,10.31925587,21.07,13.06,-19.78,-30.39,21.72,13.06,-13,-21.85
06897500,1,10.74145894,19.69,5.2,-15.94,-29.57,18.34,5.2,-18.64,-27.33
06897500,2,11.52364441,23.29,8.66,-20.88,-30.59,23.85,8.66,-20.88,-30.59
06897500,3,12.49989736,30.12,14.83,-9.89,-24.21,28.4,16.92,-14.93,-24.21
06897500,4,13.16385606,32.76,18.4,0.82,-9.84,32.21,16.43,-1.55,-11.16
06897500,5,12.23233871,32.85,21.47,10.63,-0.2,36.47,21.47,2.98,-0.2
06897500,6,12.01059848,38.42,23.35,14.16,5.62,36.79,24.14,14.16,5.81
06897500,7,11.82079912,38.47,24.97,20.43,9.71,39.98,25.61,18.44,9.33
06897500,8,12.15880499,39.99,24.87,18.43,4.91,39.26,24.83,18.43,8.37
06897500,9,13.14133333,36.47,22.49,9.85,-2.67,36.47,23.36,10.39,-1.02
06897500,10,12.86309384,32.29,20.48,1.61,-7.62,32.29,20.92,-0.29,-7.62
06897500,11,11.46090152,25.55,14.05,-7.96,-20.73,25.55,14.03,-7.52,-20.73
06897500,12,10.2226283,20.03,10.59,-22.53,-32.3,20.28,10.59,-17.12,-26.04
06898000,1,10.60530059,19.11,5.11,-17.56,-30.54,18.3,4.41,-20.49,-30.15
06898000,2,11.28432019,21.4,7.82,-21.73,-33.26,22.53,7.82,-21.73,-33.26
06898000,3,12.27751466,30.87,14.45,-11.56,-24.51,29.07,16.23,-16.17,-24.51
06898000,4,13.31168939,32.51,18.39,-0.01,-11.91,31.67,16.16,-1.11,-11.08
06898000,5,12.34870235,33.34,20.9,9.16,-1.29,36.28,20.9,2.42,-1.91
06898000,6,12.06007576,38.51,23.87,14.55,4.81,36.05,23.1,14.55,4.81
06898000,7,11.79082845,38.72,24.41,20.23,9.46,39.28,25.28,17.92,8.87
06898000,8,12.10304252,39.74,24.88,17.18,4.43,38.5,24.82,17.18,7.04
06898000,9,13.20339394,36.68,22.07,8.28,-3.32,36.68,22.6,9.83,-1.52
06898000,10,12.85291056,32.81,20.7,0.7,-8.95,32.81,20.7,-1.02,-8.95
06898000,11,11.32570455,25.85,13.77,-8.95,-21.74,25.85,13.23,-8.95,-21.74
06898000,12,10.0948827,19.67,10.81,-23.86,-32.15,19.25,10.81,-19.01,-28.12
06899500,1,10.61282258,19.7,4.99,-16.62,-30.19,18,4.99,-19.8,-28.76
06899500,2,11.35740145,22.36,8.3,-21.61,-32.08,23.45,8.3,-21.61,-32.08
06899500,3,12.31719941,30.4,14.65,-10.41,-24.1,28.98,16.39,-15.6,-24.1
06899500,4,13.17416667,32.52,18.45,0.37,-11.01,31.62,16.33,-0.58,-10.81
06899500,5,12.26845308,32.28,21.13,9.87,-0.8,36.33,21.13,2.77,-0.86
06899500,6,12.01769697,38.46,23.34,14.19,5.3,36.44,23.55,14.19,5.3
06899500,7,11.82891496,38.8,24.72,20.22,9.74,39.83,25.21,18.39,9.09
06899500,8,12.14067449,39.93,25.12,17.62,4.57,38.95,24.77,17.62,8.1
06899500,9,13.13812121,36.24,22.38,9.68,-2.78,36.53,23.04,10.22,-1.12
06899500,10,12.79972141,32.27,20.77,1.44,-7.62,32.27,20.77,-0.38,-7.62
06899500,11,11.33954545,25.63,13.87,-8.09,-21.43,25.63,13.42,-8.09,-21.43
06899500,12,10.11365103,19.93,10.78,-23.13,-32.21,19.99,10.78,-17.91,-27.54
06903400,1,10.57225806,20.54,6.05,-17.5,-30.55,17.53,4.87,-21.12,-30.21
06903400,2,11.31016895,21.4,8.67,-23.01,-33.8,23.54,8.67,-23.01,-33.8
06903400,3,12.19995601,30.6,14.51,-10.39,-23.84,29.26,15.7,-16.98,-23.84
06903400,4,13.22553788,31.98,18.69,-0.25,-12.49,30.9,16.19,-0.25,-10.56
06903400,5,12.33693548,32.3,20.52,8.93,-1.78,36.02,20.52,3.02,-1.78
06903400,6,12.02052273,38.66,23.28,14.03,4.9,36.12,23.01,14.03,4.9
06903400,7,11.82480938,39.53,24.62,18.82,9.37,39.87,24.74,18.03,8.9
06903400,8,12.14425953,40.13,25.59,16.85,4.47,38.38,24.79,16.85,7.34
06903400,9,13.11590909,36.23,22.58,9.75,-3.13,36.94,23.31,10.09,-1.1
06903400,10,12.74081378,31.71,20.88,1.27,-8.57,31.71,20.88,-0.54,-8.57
06903400,11,11.30723485,25.32,14.12,-8.34,-22.38,25.32,13.06,-8.34,-22.38
06903400,12,10.1186437,20.07,11.78,-23.46,-32.49,20.08,11.78,-18.47,-28.84
06906800,1,11.05033724,21.56,12.85,-14.94,-27.91,23.53,12.85,-15.58,-22.84
06906800,2,11.9349638,24.43,10.99,-14.38,-25.21,24.87,10.99,-14.38,-25.21
06906800,3,12.6885044,29.5,15.55,-5.64,-17.27,28.95,16.22,-10.82,-18.89
06906800,4,13.13845455,33.22,19.37,2.79,-7.77,31.33,19.37,0.77,-7.77
06906800,5,12.09278592,32.63,21.72,10.93,0.23,33.03,21.72,3.08,0.16
06906800,6,11.67479545,39.01,24.25,14.74,6.41,38.63,24.56,14.74,6.92
06906800,7,11.74316716,40.22,25.28,18.72,11.55,39.85,26.17,20.72,11.55
06906800,8,12.19235337,39.99,25.67,19.6,6.33,42.01,25.67,19.5,8.92
06906800,9,12.83819697,38.88,23.07,11.24,-1.44,38.88,23.04,11.24,0.31
06906800,10,12.85012463,33.63,20.95,2.25,-5.94,33.63,20.95,1.81,-5.94
06906800,11,11.74299242,26.25,15.7,-3.65,-18.04,27.37,16.61,-4.72,-18.04
06906800,12,10.60830645,23.07,13.13,-19.66,-30.55,23.07,13.13,-11,-19.7
06908000,1,10.90205279,20.48,9.62,-15.57,-27.7,23.18,10.79,-15.46,-23.29
06908000,2,11.74518906,24.13,10.51,-14.64,-25.02,24.75,10.51,-14.64,-24.77
06908000,3,12.57177419,29.69,15.85,-6.75,-17.75,27.93,16.26,-13.65,-20.32
06908000,4,12.95940152,32.7,19.31,2.99,-7.25,31.47,19.31,-0.7,-7.25
06908000,5,12.05659091,32.81,22.22,10.86,0.27,33.91,22.22,2.66,-0.01
06908000,6,11.71964394,39.36,24.82,14.88,6.58,38.57,24.82,14.88,6.58
06908000,7,11.74215543,38.75,25.09,18.79,10.95,40.18,25.97,19.29,10.95
06908000,8,12.17910557,40.37,25.45,19.93,6.23,41,25.45,19.31,9.03
06908000,9,12.97241667,39.25,22.79,11.18,-0.86,39.25,23.24,11.18,0.14
06908000,10,12.86165689,33.92,21.03,2.59,-6.56,33.92,21.03,1.09,-6.56
06908000,11,11.59562879,26.5,15.72,-4.11,-19.09,27.29,16.51,-5.05,-19.09
06908000,12,10.45942815,21.62,13.9,-20.37,-31.05,22.22,13.9,-13.26,-20.94
06910800,1,11.70349707,22.7,7.84,-14.95,-26.82,23.44,7.84,-14.29,-23.06
06910800,2,12.35762671,27.29,10.59,-17.13,-25.69,27.29,9.95,-13.6,-24.26
06910800,3,13.23241935,29.3,15.46,-9.18,-19.91,30.93,17.24,-13.59,-19.91
06910800,4,13.23284091,34.06,19.08,1.42,-8.04,34.06,19.08,-1.09,-8.2
06910800,5,11.97683284,35.65,22.08,10.23,-0.01,35.65,22.08,5.36,-0.01
06910800,6,11.86592424,37.35,24.29,15.71,5.76,39.59,24.58,15.71,5.76
06910800,7,12.16131232,40.43,25.71,18.18,10.74,42.16,25.71,19.68,10.13
06910800,8,12.60986804,41.94,25.66,18.57,8.93,42.94,25.66,18.57,8.93
06910800,9,13.15904545,42.06,23.57,6.98,-0.78,42.06,23.8,10.28,-0.4
06910800,10,13.12679619,34.44,21.07,0.52,-8.63,34.44,21.82,-1.96,-8.63
06910800,11,12.18190152,28.85,15.2,-7.42,-15.55,28.85,14.63,-6.99,-14.28
06910800,12,11.04521628,22.21,12.49,-20.61,-30.47,22.21,12.49,-12.36,-22.82
06911900,1,11.66341642,22.52,7.77,-15.09,-26.86,23.76,7.24,-14.34,-23.15
06911900,2,12.31482703,27.2,10.33,-17.15,-25.84,27.2,10.33,-13.43,-24.42
06911900,3,13.19041789,29.5,15.54,-9.08,-20.36,31.02,17.54,-13.81,-20.36
06911900,4,13.23403788,33.95,19.45,1.47,-8.01,33.95,19.45,-0.92,-8.14
06911900,5,12.00605572,35.56,22.31,10.37,0.02,35.56,22.31,5.26,0.02
06911900,6,11.86656061,37.5,24.39,15.7,5.71,39.77,24.88,15.7,5.71
06911900,7,12.12878299,40.46,25.71,18.19,10.83,42.04,25.71,19.97,10.13
06911900,8,12.59520528,41.92,25.87,18.62,8.87,42.96,25.87,18.62,8.87
06911900,9,13.17912121,42.11,23.66,7.24,-0.74,42.11,24.1,10.42,-0.34
06911900,10,13.13827713,34.41,21.28,0.76,-8.53,34.41,21.85,-1.72,-8.53
06911900,11,12.16868939,28.6,15.32,-7.32,-15.62,28.6,14.54,-6.78,-14.25
06911900,12,11.02631598,22.2,12.53,-20.57,-30.48,22.2,12.53,-12.39,-22.88
06913500,1,11.60908358,22.46,8.66,-15.07,-26.36,24.31,8.66,-13.79,-22.39
06913500,2,12.27044248,26.42,10.97,-16.62,-25.56,26.42,10.97,-12.75,-23.44
06913500,3,13.10317449,29.41,15.8,-7.61,-18.62,31.01,17.56,-13.33,-19.02
06913500,4,13.14337121,33.85,19.53,1.76,-7.65,33.85,19.53,0.68,-7.65
06913500,5,11.9160044,34.75,22.4,11.15,0.63,34.75,22.4,5.67,0.63
06913500,6,11.75556818,37.68,24.44,16.32,6.28,39.84,24.69,16.32,6.47
06913500,7,12.01574047,39.8,25.64,19.39,11.32,42.28,25.77,20.73,10.65
06913500,8,12.50304985,41.63,25.8,19.54,8.95,42.87,25.8,19.54,9.44
06913500,9,13.08363636,42.09,23.6,9.31,-0.51,42.09,24.23,11.4,-0.16
06913500,10,13.04332111,34.43,21.31,1.58,-8.36,34.43,21.8,-0.97,-8.36
06913500,11,12.05050758,29.09,15.93,-6.33,-15.12,29.09,15.21,-5.96,-13.74
06913500,12,10.952511,22.39,12.71,-20.07,-29.8,22.39,12.71,-11.86,-22.22
06914000,1,11.56749267,21.62,10.63,-14.16,-25.96,24.29,10.63,-13.25,-22.37
06914000,2,12.26786806,25.47,11.06,-15.36,-24.6,26.05,11.06,-12.96,-25.03
06914000,3,13.0461437,29.86,16.02,-5.67,-17.41,30.67,17.7,-13.09,-18.44
06914000,4,13.11116667,32.88,19.61,2.17,-7.4,33.03,19.61,2.17,-7.4
06914000,5,11.83331378,33.68,22.45,11.37,0.84,33.68,22.45,5.64,0.63
06914000,6,11.64471212,37.77,24.54,16.38,6.54,39.07,24.64,16.38,7.06
06914000,7,11.89926686,39.78,25.54,19.63,11.45,42.02,26.3,20.51,11.21
06914000,8,12.42690616,41.14,25.49,19.67,8.28,42.16,26.04,19.67,9.58
06914000,9,12.97334091,41.53,23.45,11.28,-0.43,41.53,24.13,11.28,-0.16
06914000,10,12.9283871,34.05,21.01,1.64,-8.13,34.05,22.11,-0.45,-8.13
06914000,11,11.92486364,28.63,16.12,-6.03,-14.6,28.63,15.63,-6.03,-13.28
06914000,12,10.88520894,22.03,12.58,-19.29,-29.24,22.03,12.58,-11.38,-22.48
06917000,1,11.52402493,21.04,11.09,-13.09,-25.46,23.46,12.35,-13.05,-22.72
06917000,2,12.25613837,25.87,12.17,-13.87,-24.13,25.95,11.24,-13.37,-24.68
06917000,3,13.00092375,29.84,16.46,-5.06,-17.06,29.84,17.5,-11.66,-18.22
06917000,4,13.16889394,32.18,19.64,3.55,-7.05,32.07,19.64,3.13,-7.05
06917000,5,11.93428886,33.4,22.68,12.14,0.41,33.4,22.68,6.47,0.29
06917000,6,11.68700758,37.92,24.58,16.22,7.13,38.22,24.58,16.22,7.68
06917000,7,11.91739003,40.32,25.77,21.7,11.02,41.67,26.21,20.98,11.02
06917000,8,12.49565249,40.53,25.19,19.7,7.73,42.25,26.33,20.17,9.43
06917000,9,13.00274242,41.12,23.25,10.81,-0.84,41.12,24.55,10.81,-0.07
06917000,10,13.01636364,33.83,21.09,2.23,-7.75,33.83,21.66,0.34,-7.75
06917000,11,11.97913636,27.75,16.09,-5.12,-14,27.75,17.19,-5.12,-13.75
06917000,12,10.88479839,21.79,13.06,-18.63,-29.48,22.13,13.06,-11.57,-21.69
06918460,1,11.56285924,22.21,13.34,-13.54,-26.56,22.83,13.34,-13.67,-23.17
06918460,2,12.30459372,26.18,12.62,-13.85,-23.36,27.74,11.46,-13.85,-23.81
06918460,3,12.88917889,29.89,16.2,-5.7,-17.95,29.89,16.28,-5.7,-17.95
06918460,4,13.27957576,31.86,19.44,2.55,-7.46,31.86,19.44,2.22,-7.46
06918460,5,12.01777126,32.25,21.52,10.92,0.21,33.21,21.7,3.13,-0.28
06918460,6,11.83472727,37.94,23.34,18.16,6.41,38.4,24.32,18.12,6.95
06918460,7,12.12228006,41.53,24.67,19.93,9.13,40.55,25.83,19.93,9.13
06918460,8,12.75228006,39.79,24.7,18.42,7.26,42.31,25.53,18.42,7.91
06918460,9,13.03404545,39.66,22.56,10.35,-1.02,39.66,24.28,10.35,0.01
06918460,10,13.09571848,32.28,20.38,0.73,-7.95,31.93,20.57,0.73,-7.95
06918460,11,12.20355303,27.37,16,-2.82,-14.59,27.57,16.15,-3.61,-14.32
06918460,12,11.05992669,23.88,13.26,-18.45,-27.1,23.88,12.75,-9.34,-21.32
06919500,1,11.38587243,22.65,12.42,-13.23,-26.16,22.94,12.42,-13.17,-21.82
06919500,2,12.13670153,25.94,12.21,-13.42,-23.13,27.04,11.8,-13.42,-22.77
06919500,3,12.78247801,30.52,16.83,-5.01,-17.28,30.52,16.92,-6.35,-17.28
06919500,4,13.10792424,32.91,19.09,3,-6.18,32.91,19.09,1.85,-6.18
06919500,5,11.96667155,32.64,22.02,11.5,0.87,33.01,22.02,4.26,0.01
06919500,6,11.70019697,38.61,24.01,17.3,6.68,37.26,24.84,17.3,7.6
06919500,7,11.94593842,41.64,25.93,20.28,10.2,40.65,25.93,21.21,10.2
06919500,8,12.55144428,40.41,25.51,18.98,7.71,42.4,25.72,18.98,9
06919500,9,12.90458333,40.5,23.16,9.24,-1.16,40.5,24.69,9.24,0.32
06919500,10,12.95554985,32.52,21.53,1.56,-7.43,32.52,21.53,1.56,-7.43
06919500,11,11.95718939,27.65,17.08,-2.81,-14.79,27.98,17.08,-2.81,-14.79
06919500,12,10.81163856,23.28,13.32,-18.14,-27.93,23.28,13.32,-9.72,-20.37
06921070,1,11.46241935,22.46,13.85,-13.64,-27.72,22.28,13.85,-13.64,-23.54
06921070,2,12.28940467,26.22,11.93,-13.58,-23.08,26.9,11.89,-13.58,-23.43
06921070,3,12.95130499,29.13,16.27,-5.37,-17.49,29.13,16.36,-6.34,-17.49
06921070,4,13.31506818,32.19,19.5,3.2,-7.28,32.19,19.5,2.18,-7.28
06921070,5,12.16278592,32.3,21.89,11.22,-0.51,33.36,21.89,2.97,-0.3
06921070,6,11.93910606,37.92,23.67,16.76,5.68,38.67,24.13,16.76,6.91
06921070,7,12.16220674,41.35,24.41,20.18,9.9,39.41,25,20.18,9.9
06921070,8,12.60818182,39.62,24.26,20.17,6.33,41.25,24.48,20.17,8.3
06921070,9,12.98307576,39.29,22.19,11.36,-1.84,39.29,23.67,11.36,0.26
06921070,10,12.99082111,32.84,20.46,2.03,-7.21,32.06,20.93,2.03,-7.21
06921070,11,12.05828788,27.35,16.43,-3.44,-15.41,27.68,16.43,-3.44,-14.54
06921070,12,10.97185484,24.07,13.4,-18.49,-27.97,24.07,12.57,-9.67,-20.54
06921200,1,11.46168622,22.75,13.87,-13.78,-27.59,22.33,13.87,-13.78,-23.13
06921200,2,12.32,26.17,12.23,-13.35,-23.42,26.59,12.23,-13.35,-24.3
06921200,3,12.97119501,29.13,16.46,-5.14,-17.19,29.39,16.86,-6.66,-17.33
06921200,4,13.30964394,32.57,19.49,3.37,-7.22,32.57,19.49,2.18,-7.22
06921200,5,12.17480938,32.74,22.67,11.07,-0.34,33.21,22.67,3.2,-0.26
06921200,6,11.91230303,38.55,24.13,16.26,5.63,38.41,24.68,16.26,6.84
06921200,7,12.13957478,41.93,24.93,20.19,10.16,39.62,25.77,20.19,10.16
06921200,8,12.56780792,39.89,24.69,19.89,6.2,41.69,24.69,19.89,8.38
06921200,9,12.97322727,39.61,22.68,11.12,-2.33,39.61,24.03,11.12,0.29
06921200,10,12.99774927,32.83,21.08,2.24,-6.97,32.41,21.38,2.24,-6.97
06921200,11,12.02095455,27.5,16.8,-3.47,-15.12,27.85,16.8,-3.47,-14.64
06921200,12,10.95391129,23.72,13.29,-18.72,-28.49,23.72,13.06,-9.86,-19.92
06928000,1,11.41719208,22.36,13.79,-12.47,-28.67,21.88,13.79,-13.14,-23.36
06928000,2,12.26281577,25.93,11.52,-12.86,-23.02,26.67,12.23,-12.86,-23.02
06928000,3,13.01998534,28.59,16.66,-5.7,-17.18,29.51,16.66,-5.7,-17.18
06928000,4,13.44249242,32.09,19.35,4.32,-7.08,31.16,19.35,2.18,-6.83
06928000,5,12.37157625,31.89,21.18,11.57,-0.88,33.98,21.18,4.68,-0.13
06928000,6,12.03004545,37.52,23.11,16.65,5.42,39.88,23.17,16.65,6.9
06928000,7,12.23211877,39.55,23.9,20.42,10.34,39.34,24.07,20.42,10.34
06928000,8,12.63096774,39.15,23.39,20.96,5.5,39.88,23.96,20.96,7.77
06928000,9,13.02740909,38.78,22.31,11.64,-1.32,38.78,22.71,12.32,-0.2
06928000,10,13.06192082,32.66,19.63,3.21,-6.15,32.28,20.23,3.21,-6.15
06928000,11,12.03109091,27.27,15.97,-3.06,-15.54,27.18,15.97,-3.67,-14.67
06928000,12,10.9286107,23.67,13.93,-17.68,-27.92,23.67,12.79,-9.24,-19.66
06933500,1,11.4535044,22.51,14.14,-12.33,-28.51,22.17,14.14,-13.46,-23.49
06933500,2,12.32243765,25.92,12.36,-12.71,-23.23,26.31,12.36,-12.71,-23.23
06933500,3,13.09010997,28.63,16.78,-5.3,-17.24,29.84,16.78,-5.43,-17.24
06933500,4,13.54916667,32.12,19.05,4.34,-6.87,31.41,19.05,2.72,-6.81
06933500,5,12.48108504,31.98,21.19,11.51,-0.64,34.38,21.19,4.64,0.09
06933500,6,12.11899242,37.67,23.12,16.51,5.57,40.22,23.22,16.51,6.92
06933500,7,12.29681085,39.24,23.83,20.27,10.38,39.6,24.2,20.27,10.38
06933500,8,12.68565982,39.35,23.46,21.1,5.24,40.02,24.16,21.11,7.82
06933500,9,13.10838636,38.27,22.12,11.92,-1.25,38.27,22.6,12.37,-0.38
06933500,10,13.19203812,32.52,19.56,3.01,-6.23,32.54,20.19,3.01,-5.63
06933500,11,12.11232576,27.51,15.91,-2.77,-15.12,27.35,15.99,-3.47,-14.73
06933500,12,10.96426686,23.24,14.18,-17.81,-27.99,23.24,13.14,-9.05,-19.32
06934000,1,11.34840909,22.71,14.36,-12.87,-28.13,22.56,14.36,-14.07,-23.51
06934000,2,12.24868061,25.26,12.61,-12.86,-23.64,25.83,12.61,-12.86,-23.64
06934000,3,13.01140029,28.98,16.84,-5.31,-17.37,29.68,16.84,-6.03,-17.37
06934000,4,13.50281061,32.43,18.72,4.18,-6.73,31.68,18.72,2.79,-6.7
06934000,5,12.44755132,32.03,21.29,11.22,-0.33,34.42,21.29,4.51,0.42
06934000,6,12.06869697,38.03,23.02,16.24,5.85,40.29,23.54,16.24,7.23
06934000,7,12.21248534,39.24,23.88,20.28,10.59,39.72,24.62,20.31,10.59
06934000,8,12.60126833,39.67,23.72,21.1,5.37,40.37,24.47,21.1,8.18
06934000,9,13.06694697,37.91,22.17,12.23,-1.07,37.91,22.74,12.23,-0.22
06934000,10,13.14239736,32.47,19.71,2.96,-6.28,32.55,20.35,2.96,-5.42
06934000,11,12.05310606,27.49,15.81,-2.78,-15.09,27.56,16.1,-3.47,-15.09
06934000,12,10.89272727,22.93,13.96,-18.09,-28.47,22.93,13.16,-9.18,-19.12
07014500,1,11.38623167,22.01,15.54,-12.91,-28.6,22.32,15.54,-14.77,-24.53
07014500,2,12.34052293,26.64,13.67,-13.72,-24.24,24.97,13.67,-13.72,-24.24
07014500,3,13.14812317,28.7,17.24,-5.6,-17.56,29.48,17.24,-5.83,-17.56
07014500,4,13.79099242,32.44,19.63,2.87,-6.95,32.57,19.63,3.49,-6.53
07014500,5,12.7598607,32.27,21.15,9.9,-0.25,34.86,21.34,4.29,0.08
07014500,6,12.40051515,37.71,23.37,15.67,5.98,41.41,23.37,15.67,6.8
07014500,7,12.44032991,38.7,23.95,19.51,10.25,39.92,24.55,19.51,10.25
07014500,8,12.79256598,40.39,23.6,21.07,4.58,40.39,24.38,21.07,7.47
07014500,9,13.29369697,36.94,22.12,12.39,-1.25,36.07,22.54,12.39,-1.04
07014500,10,13.44702346,31.93,19.44,2.42,-7.86,33.19,20.12,2.42,-5.38
07014500,11,12.16593939,27.16,15.68,-2.4,-14.94,27.71,16.16,-4.42,-14.7
07014500,12,10.87141496,22.7,15.16,-18.37,-29.42,22.7,14.96,-10.23,-19.07
07019000,1,11.13995601,21.78,15.23,-13.41,-27.86,22.1,15.23,-15.33,-24.33
07019000,2,12.15891392,25.4,13.54,-13.72,-24.41,25.89,13.54,-13.72,-24.41
07019000,3,12.98934751,28.85,17.4,-5.09,-16.76,29.09,17.4,-6.04,-16.76
07019000,4,13.71271212,32.77,19.82,3.01,-6.47,32.26,19.82,3.84,-6.05
07019000,5,12.74991935,32.48,21.41,10.1,0.42,34.68,21.41,5.05,0.55
07019000,6,12.41884091,38.17,23.4,15.64,6.48,41.42,23.63,15.64,7.08
07019000,7,12.33921554,38.86,23.86,19.45,10.25,40.03,25.05,19.45,10.81
07019000,8,12.72790323,40.43,23.96,20.95,4.76,40.43,24.45,20.95,8
07019000,9,13.36131818,37.18,22.05,12.89,-0.76,36.88,22.8,12.89,-0.76
07019000,10,13.48232405,32.32,19.19,3.33,-7.46,33.36,20.1,3.33,-4.7
07019000,11,12.10459091,27.13,15.8,-2.08,-14.59,28.15,15.8,-4.67,-14.59
07019000,12,10.71408724,22.56,14.76,-18.36,-28.84,22.56,14.8,-9.83,-18.48
07029500,1,11.36349707,23.42,16.67,-12.3,-23.86,23.42,16.67,-7.52,-16.6
07029500,2,12.15462591,26.92,15.22,-7.82,-17.24,27.46,16.71,-7.82,-17.24
07029500,3,13.26421554,29.78,18.22,-2.12,-11.02,30.49,19.54,-2.91,-11.8
07029500,4,13.88406061,32.81,18.95,8.08,-4.45,32.81,18.95,6.77,-4.45
07029500,5,12.73563783,33.79,21.68,16.32,2.62,33.84,21.68,14.73,1.77
07029500,6,12.22701515,37.5,23.64,20.16,7.82,39.74,23.64,20.16,8.64
07029500,7,11.77804252,39.02,24.41,23.87,12.62,38.6,24.41,20.46,12.7
07029500,8,12.3391129,41.25,24.71,23.19,9.21,41.25,24.71,23.19,9.56
07029500,9,13.26307576,37.88,23.26,16.96,3.08,36.79,23.52,17.82,3.67
07029500,10,14.0698827,32.37,21.53,5.42,-3.15,35.95,20.55,5.42,-2.69
07029500,11,13.0282197,28.95,18.01,2.48,-8.7,29.8,18.01,0.22,-10.01
07029500,12,11.19978006,24.85,18.91,-13.11,-21.16,24.32,18.15,-3.92,-12.75
07049000,1,10.98258065,22.73,15.72,-12.47,-26.15,22.03,15.72,-11.63,-19.36
07049000,2,11.66288817,26.12,13.34,-12.34,-22.02,26.4,13.34,-11.53,-21.4
07049000,3,12.19491935,30.04,16.37,-4.82,-17.04,30.04,16.94,-4.44,-17.04
07049000,4,12.41134848,32.85,19.18,4.02,-5.9,32.85,19.18,4.02,-5.93
07049000,5,11.10365836,31.81,21.75,10.55,1.85,32.36,21.75,5.48,-0.6
07049000,6,10.88281061,35.89,23.21,17.97,6.92,38.63,24.31,17.97,7.81
07049000,7,11.19938416,40.7,25.44,21.1,11.52,38.88,25.87,20.14,11.52
07049000,8,11.62640762,39.21,24.98,20.26,7.74,41.95,27.48,20.26,9.17
07049000,9,11.73190909,38.87,22.98,11.74,0.59,38.87,24.45,12.48,1.29
07049000,10,11.81300587,31.08,20.71,-0.85,-7.78,31.01,20.82,-0.85,-7.78
07049000,11,11.22826515,27.03,16.21,-2.02,-14.4,26.96,16.96,-2.43,-11.83
07049000,12,10.41802419,23.25,14.83,-15.35,-24.64,23.25,14.94,-7.24,-16.11
07052500,1,11.67790323,22.18,13.36,-12.57,-27.24,22.36,13.36,-13.37,-22.75
07052500,2,12.49551086,26.04,11.34,-13.67,-23.72,27.41,11.21,-13.67,-23.72
07052500,3,13.18920088,29.22,15.39,-5.62,-17.53,29.49,15.91,-5.62,-17.53
07052500,4,13.59670455,31.92,19.34,3.77,-7.2,31.91,19.34,2.78,-7.2
07052500,5,12.34169355,31.97,20.51,11.12,-0.24,33.79,20.95,3.48,-0.11
07052500,6,12.1334697,37.59,22.59,17.58,5.95,39.43,23.42,17.58,7.09
07052500,7,12.35892229,40.69,23.38,20.45,9.39,39.59,24.03,20.45,9.39
07052500,8,12.87180352,40.02,23.74,20.61,6.72,41.16,24.68,20.61,8.16
07052500,9,13.17309091,38.95,21.46,11.97,-0.79,38.95,23.21,12.06,-0.03
07052500,10,13.25788856,32.39,19.86,1.23,-7.19,31.97,19.86,1.23,-7.19
07052500,11,12.38480303,26.98,15.37,-2.48,-15.04,27.39,15.37,-2.98,-14.11
07052500,12,11.20893695,24.2,13.67,-17.55,-26.82,24.2,12.79,-8.67,-20.58
07056000,1,11.13286657,21.59,15.55,-11.24,-25.26,22.31,15.55,-10.2,-18.09
07056000,2,11.86436042,24.52,13.24,-11.24,-20.93,25.24,13.24,-10.6,-19.81
07056000,3,12.43279326,29.56,16.73,-4.97,-15.23,29.56,16.73,-4.97,-15.23
07056000,4,12.62843939,32.28,18.93,4.39,-6.05,32.28,18.93,4.39,-6.05
07056000,5,11.2773827,32.04,21.24,10.78,1.79,32.93,21.24,4.95,0.22
07056000,6,11.0434697,35.7,23.31,17.88,7.87,39.54,23.47,17.88,7.87
07056000,7,11.27093109,40.88,24.19,20.92,11.21,38.94,24.57,20.21,11.62
07056000,8,11.65527126,38.84,24.87,20.62,7.31,42.73,26.58,20.62,9.13
07056000,9,11.91140152,38.74,22.08,12.02,0.84,38.74,23.77,12.02,1.2
07056000,10,12.11851173,31.44,20.3,0.03,-7.12,31.52,20.73,0.03,-7.12
07056000,11,11.51939394,27.53,16.19,-1.3,-13.51,27.21,16.33,-1.34,-11.67
07056000,12,10.60299853,23.09,14.73,-13.99,-23.26,23.09,14.82,-7.26,-15.85
07057500,1,11.67333578,22.88,13.82,-10.02,-27.14,22.88,13.82,-13.09,-20.45
07057500,2,12.55506838,25.08,12.59,-11.15,-22.56,26.99,12.59,-10.91,-22.56
