SITENO,dam_count,min_NID,max_NID,TOT_POPDENS90,TOT_POPDENS00,TOT_POPDENS10,TOT_FRESHWATER_WD,TOT_S1100,TOT_S1200,TOT_S1400,TOT_S1500,TOT_S1630,TOT_S1640,TOT_S1710,TOT_S1720,TOT_S1730,TOT_S1740,TOT_S1780,TOT_S1820,TOT_TOTAL_ROAD_DENS,TOT_RDX,GAGESII_class,WR_report_remarks,ADR_citation,Screening_comments
02350900,80,53,888.4,5.75,5.98,5.89,5.04,0,0.16,0.97,0.01,0,0,0,0,0,0.08,0,0,1.22,469,Ref,,2005 ADR,"prox irrigated ag, small reservoirs on some tribs"
02361000,15,0,930,10.02,11.38,11.45,1.54,0,0.15,0.97,0.01,0,0,0,0,0,0.07,0,0,1.21,668,Ref,Prior to January 1941 moderate diurnal fluctuation at low flow caused by gristmills above station.,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02361000.2006.pdf,"forested hw & riparian, mod ag & lt development, NEoA"
02363000,16,58,510,6.47,7.28,7.13,1.13,0,0.15,0.77,0.02,0,0,0,0,0,0.08,0,0,1.02,498,Ref,,2005 ADR,"lt develop, mostly forested"
02365500,120,0,17600,20.6,22.25,24.47,2.48,0,0.19,1.17,0.02,0,0,0,0,0,0.08,0,0,1.46,4045,Non-ref,,2005 ADR,"prox lt develop & small ponds on trib, roadless forested hw, NEoA"
02369800,NA,NA,NA,1.27,1.18,1.17,4.69,0,0.07,0.87,0,0,0,0,0,0,0.01,0,0,0.95,58,Ref,,2002 ADR,"HBN, mixed pasture, NEoA"
02371500,20,0,728,11.01,11.56,12.64,1.34,0,0.12,0.99,0.03,0,0,0,0,0,0.07,0,0,1.22,607,Ref,,2004 ADR,"lt ag & forests, small town in hw of trib, NEoA"
02372250,14,53,562,9.17,9.21,9.37,2.15,0,0.1,0.96,0.01,0,0,0,0,0,0.06,0,0,1.13,405,Ref,,2002 ADR,"forests & lt ag, small towns in basin"
02374500,6,62,262,5.42,5.66,5.76,1.16,0.05,0.09,0.85,0.09,0.01,0,0,0,0,0.05,0,0,1.14,200,Ref,,2002 ADR,some small reservoirs on some tribs
02375500,99,0,14645,10.17,10.54,10.65,2.67,0.03,0.1,1.06,0.04,0,0,0,0,0,0.06,0,0,1.29,4606,Non-ref,Flow regulated by Carters Lake and re-regulation dam.,http://wdr.water.usgs.gov/wy2007/pdfs/02387500.2007.pdf,upstrm reservoirs on prox trib
02381600,1,33.8,33.8,11.04,15.37,20.02,2.27,0,0,1.88,0,0,0,0,0,0,0.11,0,0,1.99,7,Ref,,2005 ADR,"forested upands, mod ag & lt devlopment in basin, NEoA"
02383500,110,14.6,472800,13.59,21.64,26.86,4.81,0,0.18,1.67,0.04,0,0.06,0,0,0,0.2,0,0,2.16,1782,Non-ref,Flow regulated by several small mill dams above station and since 1982 by Harris Reservoir (station 02412950).,2002 ADR,upstrm reservoir
02384540,2,178,178,1.78,2.67,1.81,2,0,0,0.77,0.04,0,0,0,0,0,0.04,0,0,0.85,4,Ref,,2005 ADR,"mostly roadless, small lake in HW of one trib"
02387000,33,40,8000,54.34,66.11,80.22,12.69,0.03,0.19,1.61,0.01,0.01,0,0,0,0,0.13,0,0,1.98,1586,Non-ref,,http://wdr.water.usgs.gov/wy2007/pdfs/02448000.2007.pdf,upstrm imoundments & channelization
02387500,148,14.6,472800,32.28,42.25,51.57,8.39,0.02,0.19,1.63,0.03,0.01,0.03,0,0,0,0.17,0,0,2.07,3530,Non-ref,Diversion above station subsequent to 1938 from Inland Reservoir,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02456500.2006.pdf,"prox mining, upstrm cities & small reservoirs"
02395120,4,160.7,327,36.57,48.03,70.71,19.79,0.2,0.13,1.76,0,0,0.38,0,0,0,0.14,0,0,2.64,83,Ref,,2005 ADR,"small ponds on tirbs, mod ag, NEoA"
02408540,22,50,890,7.54,7.54,7.41,0.46,0,0.16,1,0.09,0,0,0,0,0,0.07,0,0,1.33,245,Ref,,2002 ADR,"mod forestry & lt ag, NEoA"
02414500,175,29.1,426000,24.26,28.4,34.73,1.46,0.03,0.16,1.62,0.01,0.01,0,0,0,0,0.1,0,0,1.94,1824,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02475000.2006.pdf,upstrm cities & industrial
02415000,7,50,1374,9.39,9.82,9.48,0.64,0,0.13,1.22,0.05,0,0,0,0,0,0.08,0,0,1.48,224,Ref,,2002 ADR,"lt ag & forestry, lt development in hw, NEoA"
02422500,6,0,256,11.33,13.44,12.62,1.79,0,0.16,0.93,0,0,0,0,0,0,0.18,0,0,1.28,174,Ref,,2002 ADR,"lt develop, forested & lt ag"
02427250,8,105,155,2.49,2.04,1.7,4.65,0,0.12,0.64,0.02,0,0,0,0,0,0.03,0,0,0.81,158,Ref,,http://wdr.water.usgs.gov/wy2008/pdfs/02427250.2008.pdf,"forest, lt ag & develop, NEoA"
02430085,1,208,208,23.64,25.82,25.73,0.85,0,0.11,1.44,0.02,0,0,0,0,0,0.05,0,0,1.76,17,Ref,,2002 ADR,"small town in hw of 1 trib, NEoA"
02430615,NA,NA,NA,6.9,7.32,7.57,0.75,0,0.04,0.88,0.06,0,0,0,0,0,0.08,0,0,1.09,5,Ref,,2002 ADR,"forests & lt ag, NEoA"
02448000,118,50,10531,10.41,11.96,12.05,3.17,0,0.12,0.98,0.03,0,0,0,0,0,0.05,0,0,1.22,757,Non-ref,,2002 ADR,"mix ag & forest, several small towns in basin"
02450250,1,56,56,1.29,1.46,1.65,9.25,0,0.03,0.52,0.02,0,0,0,0,0,0.01,0,0,0.58,21,Ref,,2002 ADR,"HBN, mostly roadless"
02456500,53,0,2878,43.25,51.01,57.39,14.61,0.02,0.18,1.79,0.01,0,0,0,0,0,0.08,0,0,2.09,1756,Non-ref,,2002 ADR,several upstrm cities & small reservoirs
02464000,1,1583,1583,6.62,7.15,6.9,1.52,0,0.12,1.12,0.01,0,0,0,0,0,0.03,0,0,1.29,132,Ref,,2002 ADR,"scattered farms, much forest, NEoA"
02464146,NA,NA,NA,5.41,1.11,1.31,3.63,0,0.18,0.62,0,0,0,0,0,0,0,0,0,0.8,3,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02464146.2006.pdf,mostly forested
02464360,NA,NA,NA,5.99,7.93,10.58,3.24,0,0.07,0.99,0,0,0,0,0,0,0.01,0,0,1.07,50,Ref,,http://wdr.water.usgs.gov/wy2007/pdfs/02464360.2007.pdf,"mostly forested & lt development, NEoA"
02465493,1,240,240,15.48,17.15,22.16,1.34,0,0.03,1.29,0,0,0,0,0,0,0.03,0,0,1.34,32,Ref,,2002 ADR,"National Forest HW, NEoA"
02469800,1,55,55,1.93,1.86,1.48,2.57,0,0.1,0.53,0.01,0,0,0,0,0,0.03,0,0,0.68,77,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02469800.2006.pdf,mostly forested
02472000,74,48.97,3640,7.86,8.64,8.59,1.07,0.01,0.14,0.91,0.02,0,0,0,0,0,0.08,0,0,1.24,765,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02472000.2006.pdf,"small towns & reservoirs on some tribs, lt-mod ag & forest"
02472500,32,51,1928,11.57,13.2,13.79,1.7,0,0.18,1.09,0,0,0,0,0,0,0.02,0,0,1.3,343,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02472500.2006.pdf,"some small impoundments on some tribs, mixed forest & ag, lt development, NEoA"
02475000,459,31,12000,22.25,23.86,25.17,2.86,0.02,0.18,1.31,0.01,0.01,0,0,0,0,0.09,0,0,1.7,4905,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02482000.2006.pdf,"small towns, channelization, mod-hvy ag, forested riparian & hw"
02475500,59,51,7526,16.74,17.98,18.02,0.58,0.07,0.17,1.19,0,0.01,0,0,0,0,0.06,0,0,1.58,587,Non-ref,"About 48 ft³/s is diverted upstream from station for municipal water supply for City of Jackson, most of which was returned to river and included in discharge records prior to the opening of the City of Jackson Waste Water Treatment Plant at Savannah Stre",http://wdr.water.usgs.gov/wy2007/pdfs/02486000.2007.pdf,prox hvy urban
02478500,410,48,59481,17.49,18.47,18.7,1.18,0.03,0.18,1.2,0.02,0.01,0,0,0,0,0.06,0,0,1.54,3423,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02492000.2006.pdf,"mod ag & forestry, upstrm town"
02479155,1,71,71,0.26,0.58,0.6,3.92,0,0.15,0.91,0,0,0,0,0,0,0.03,0,0,1.11,24,Ref,,2002 ADR,HBN
02479300,80,50,15912,11.25,13.23,16.27,2.94,0.03,0.15,1.46,0.01,0,0,0,0,0,0.01,0,0,1.72,519,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02479300.2006.pdf,"lt develop, mixed ag & forest, NEoA"
02479560,58,0,1320,7.62,8.91,9.66,37.34,0,0.11,1.34,0.03,0,0,0,0,0,0.08,0,0,1.6,529,Ref,,2002 ADR,"lt ag & forestry, NEoA"
02481000,9,56,139,10.57,16.95,22.92,12.91,0,0.03,1.56,0,0,0,0,0,0,0,0,0,1.64,112,Ref,,http://wdr.water.usgs.gov/wy2007/pdfs/02481000.2007.pdf,"mixed forest & lt development, NEoA"
02481510,64,53,1300,6.88,9.41,11.25,5.14,0.03,0.09,0.99,0.01,0,0,0,0,0,0.02,0,0,1.16,248,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/02481510.2006.pdf,"lt-mod ag, forested, NEoA"
02482000,137,52,7121,16.57,18.24,18.66,0.74,0,0.23,1.16,0.01,0,0,0,0,0,0.04,0,0,1.54,1195,Non-ref,,2002 ADR,several upstrm municipalities & POTWs
02486000,393,31,540000,30.93,34.22,36.15,1.23,0.02,0.22,1.3,0.01,0.01,0,0,0,0,0.03,0,0,1.65,4693,Non-ref,,2002 ADR,some prox. Urban
02492000,74,51,1549,19.58,21.23,23.23,3.48,0.03,0.23,1.46,0,0.01,0,0,0,0,0.04,0,0,1.86,1924,Non-ref,,2002 ADR,upstrm city
03010500,3,18,144,12.76,12.77,12.45,1.65,0,0.15,0.89,0.05,0,0,0,0,0,0.14,0,0,1.25,1004,Non-ref,Flow regulated since July 1970 by Union City Reservoir,2002 ADR,upstrm urban
03010655,NA,NA,NA,6.97,7.74,7.86,0.54,0,0.15,0.9,0.06,0,0,0,0,0,0.14,0,0,1.31,258,Ref,,http://pa.water.usgs.gov/ar/wy02/pdfs/vol3-02all.pdf,"mostly roadless, NEoA"
03011020,23,18,16498,24.55,23.98,23.32,1.51,0.03,0.16,1.12,0.09,0.01,0,0,0,0,0.16,0,0,1.58,3044,Non-ref,,2002 ADR,many small cities on tribs
03011800,NA,NA,NA,9,9.36,9.23,2.18,0,0.18,1.36,0.06,0,0,0,0,0,0.05,0,0,1.65,37,Ref,,2002 ADR,"oil fields, some roads, NEoA"
03015500,3,69,1400,22.24,21.89,21.79,18.49,0,0.17,1.1,0,0,0,0,0,0,0.09,0,0,1.36,481,Ref,,http://pubs.usgs.gov/wdr/2004/wdr-pa-04-3/WDR-PA-04-3.pdf,"forested uplands, lt ag & developed valley, NEoA"
03020500,1,782,782,23.78,23.33,22.48,4.6,0,0.19,1.2,0.01,0,0,0.02,0,0,0.1,0,0,1.51,556,Non-ref,Slight regulation at times by flood-diversion dam upstream from station,2002 ADR,"prox urban, upstrm small towns & mod ag, forested hw"
03021350,1,53,53,11.45,12,12.59,41.61,0.08,0.21,0.89,0,0.01,0,0,0,0,0.07,0,0,1.26,117,Ref,,2002 ADR,"mod ag, NEoA"
03024000,22,0,94000,34.77,35.87,35.91,9.53,0.05,0.23,1.29,0,0.01,0,0,0,0,0.06,0,0,1.65,2415,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03051000.2006.pdf,"Upstrm towns & POTWs, NEoA"
03026500,NA,NA,NA,0.31,0.35,0.53,2.22,0,0.06,0.36,0,0,0,0,0,0,0.03,0,0,0.45,3,Ref,,2002 ADR,"mostly forested, NEoA"
03028000,2,72,117,11.15,10.73,9.76,2.47,0,0.31,0.94,0.16,0,0,0,0,0,0.07,0,0,1.49,128,Ref,,2002 ADR,"mostly roadless, NEoA"
03032500,16,0,7800,32.64,34.11,33.7,6.97,0.07,0.2,1.62,0.02,0.01,0,0,0,0.01,0.26,0,0,2.19,1310,Non-ref,,2002 ADR,mining & small towns in several tribs
03049000,2,50,50,35.96,37.94,37.62,17.77,0,0.18,1.8,0,0.01,0,0,0,0,0.1,0,0,2.09,422,Ref,,2002 ADR,"mod-hvy ag uplands, forested valleys, 1 small town, NEoA"
03049800,NA,NA,NA,219.28,228.13,207.28,171.11,0,0,3.97,0,0,0,0,0,0,0.24,0,0,4.21,22,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03049800.2006.pdf,"lt urban in valley, NEoA"
03050000,2,25,3134,9.94,10.75,11.52,2.03,0,0.15,0.97,0.14,0,0,0,0,0,0.05,0,0,1.3,376,Ref,,http://wdr.water.usgs.gov/wy2007/pdfs/03050000.2007.pdf,"mostly forested, lt prox development & small POTWs, NEoA"
03050500,10,25,3134,23.67,24.68,26.38,2.04,0,0.14,1.34,0.13,0,0,0,0,0,0.1,0,0,1.71,693,Non-ref,Municipal diversion and POTW return flow upstrm,2002 ADR,prox urban
03051000,6,25,3134,24.04,24.75,27.26,2,0,0.18,1.49,0.11,0,0,0,0,0,0.11,0,0,1.9,1190,Non-ref,"Slight diversion above station to city of Frostburg, MD",2002 ADR,upstrm urban & reservoirs
03054500,9,25,6100,21.23,21.69,23.51,1.79,0,0.13,1.57,0.13,0,0,0,0,0,0.14,0,0,1.98,2648,Non-ref,,2002 ADR,"several towns in hw, reservoirs on tribs"
03065000,1,228,228,2.04,1.96,1.83,3.76,0,0.07,0.77,0.12,0,0,0,0,0,0.14,0,0,1.1,307,Non-ref,,2002 ADR,upstrm small towns & mining
03066000,3,0,190,5.07,4.25,4.64,11.52,0,0.17,1.19,0.05,0,0,0,0,0,0.11,0,0,1.53,89,Ref,,2002 ADR,"ag in valley, forested HW, NEoA"
03069000,4,0,0,3.8,3.69,3.65,2.3,0,0.07,1.01,0.12,0,0,0,0,0,0.04,0,0,1.24,160,Non-ref,Regulation by several upstream reservoirs,http://pubs.usgs.gov/wdr/2005/wdr-oh-05/pdf/vol_1/WDR-OH-05-1.pdf,prox. Urban
03069500,9,0,605,4.18,3.91,3.84,4.51,0,0.09,0.94,0.1,0,0,0,0,0,0.09,0,0,1.23,656,Ref,,2002 ADR,"prox develpm, some mines & ag, NEoA"
03070000,18,0,605,4.41,4.2,4.08,7.12,0,0.1,0.99,0.09,0,0,0,0,0,0.09,0,0,1.28,993,Non-ref,Large diurnal fluctuation and some regulation caused by powerplants at Buck 2.8 mi upstream and at Byllesby 5.5 mi upstream.,http://wdr.water.usgs.gov/wy2007/pdfs/03165500.2007.pdf,"upstrm small RoR powerplants, mostly udeveloped"
03070500,8,0,8800,9.15,10.47,16.54,22.41,0.1,0.09,1.43,0.02,0.01,0,0,0,0,0.18,0,0,1.84,386,Ref,,2002 ADR,"mod ag, lt development, forested uplands, NEoA"
03075500,8,0,5000,38.18,37.77,39.07,13.66,0,0.26,1.73,0.01,0,0.01,0,0,0.01,0.22,0,0,2.24,269,Non-ref,Occasional diurnal fluctuation at low flow caused by mills upstream,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03167000.2006.pdf,"upstrm town, mod ag, forested hw"
03076600,NA,NA,NA,15.12,15.72,16.63,1.91,0.01,0.17,1.28,0.02,0,0.02,0,0,0,0.12,0,0,1.63,74,Ref,,2002 ADR,"ag uplands, forested valleys, remnant mines, NEoA"
03078000,1,270,270,16.9,18.1,18.53,2.1,0.13,0.18,1.26,0.03,0.02,0.01,0,0,0,0.05,0,0,1.68,111,Ref,,2002 ADR,"mod ag, lt development, forested uplands, NEoA"
03079000,9,27,3276,32.07,34.02,35.82,4.44,0.05,0.2,1.54,0.03,0.02,0,0,0,0,0.07,0,0,1.92,786,Non-ref,Large diurnal fluctuation and some regulation by powerplant,2002 ADR,upstrm RoR dams
03109500,22,20,5650,60.62,64.21,64.37,35.94,0.04,0.43,1.71,0.01,0.01,0,0,0,0,0.19,0,0,2.45,1568,Non-ref,,2002 ADR,upstrm urban/adjacent interstate
03111500,23,26,4223,33.02,32.14,33.51,324.65,0,0.27,1.48,0.01,0.02,0,0,0,0,0.08,0,0,1.88,284,Non-ref,,2002 ADR,upstrm cities & small reservoirs
03114500,3,140,485,9.1,9.35,10.27,6.64,0,0.16,1.08,0.08,0,0,0.02,0,0,0.08,0,0,1.42,1220,Non-ref,,2002 ADR,"prox small town, some mines & ag, NEoA"
03140000,NA,NA,NA,13.73,19.07,24.18,68.54,0,0.18,1.33,0.01,0,0,0,0,0,0.14,0,0,1.66,44,Ref,,2002 ADR,"mixed mod ag & forest, NEoA"
03144000,NA,NA,NA,10.09,12.76,15.13,29.45,0,0.17,1.77,0,0,0,0,0,0,0.23,0,0,2.17,420,Ref,,2002 ADR,"mixed mod ag & forest, NEoA"
03155500,14,18,44231,8.3,8.39,8.63,1.44,0,0.19,1.7,0.1,0,0,0,0,0,0.13,0,0,2.12,1531,Non-ref,,2002 ADR,"several upstrm small communities, mod ag,"
03159500,80,17,26900,57.44,60.31,65.75,2.17,0,0.3,1.51,0.01,0.01,0,0,0,0,0.21,0,0,2.06,2658,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03198500.2006.pdf,strip mines in basin
03159540,3,43,312.3,14.1,15.28,16.97,2.09,0,0.19,1.39,0,0.01,0,0,0,0,0.09,0,0,1.68,400,Ref,,2002 ADR,"mod, ag, forested uplands, some mining, lt develop, NEoA"
03161000,17,1.9,762,55.23,62.14,76.23,1.87,0,0.23,2.84,0.01,0,0,0,0,0,0.19,0,0,3.29,760,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03161000.2006.pdf,"small towns, some small impoundments, forested uplands, NEoA"
03164000,45,1.9,2000,21.82,24.25,27,1.14,0,0.19,1.91,0.1,0,0,0,0,0,0.2,0,0,2.4,3865,Ref,,2001 ADR,"mod ag, NEoA"
03165000,1,0,0,67.68,68.61,68.17,3.79,0,0.33,2.58,0.18,0,0,0.04,0,0,0.43,0,0,3.56,121,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03165000.2006.pdf,"mod ag, NEoA"
03165500,53,0,2034,24.52,27.01,29.48,1.26,0,0.19,1.97,0.13,0,0,0.01,0,0,0.22,0,0,2.52,4416,Non-ref,Flow requlated since December 1973 by Cave Run Lake (station 03249498).,http://wdr.water.usgs.gov/wy2007/pdfs/03251500.2007.pdf,upstrm reservoir on mainstem
03167000,4,49.76,2440,24.94,26.99,29.15,1.06,0.17,0.12,1.85,0.33,0.03,0,0,0,0,0.31,0,0,2.8,947,Non-ref,,1994 ADR,urban on main trib
03168000,66,0,2440,21.81,23.89,25.8,1.14,0.04,0.16,1.91,0.21,0.01,0,0.01,0,0,0.25,0,0,2.58,7112,Non-ref,Flow regulated since December 1973 by Cave Run Lake,2003 ADR,upstrm reservoir & urban
03170000,6,38.61,274,12.95,15.32,17.04,1.26,0,0.09,1.7,0.28,0,0,0,0,0,0.59,0,0,2.67,955,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03170000.2006.pdf,"mostly mod ag, some forest, NEoA"
03173000,2,56,550,6.59,7.25,7.33,39.5,0.04,0.12,0.9,0.48,0.01,0,0,0,0,0.26,0,0,1.8,776,Ref,,2002 ADR,"mod ag in valley, forested uplands, lt develop, NEoA"
03175500,3,54.91,211,7.58,7.96,6.81,15.51,0.06,0.15,0.88,0.37,0.01,0.01,0.01,0,0,0.19,0,0,1.68,544,Non-ref,,2002 ADR,many upstrm cities
03179000,19,36,4009,65.6,64.36,67.01,5.73,0.06,0.28,2.27,0.12,0.01,0,0.01,0,0,0.24,0,0,3,1420,Non-ref,Flood flow regulated by Englewood retarding basin.,2002 ADR,"flood retention, upstrm cities"
03180500,2,55,348,2.27,1.99,2.18,0.8,0,0.12,1.07,0.12,0,0,0,0,0,0.03,0,0,1.35,121,Ref,,2002 ADR,"prox small town, some mines & ag, NEoA"
03182500,5,55,348,4.11,4.07,3.97,0.78,0,0.14,1.05,0.1,0,0,0.01,0,0,0.09,0,0,1.39,505,Ref,,2002 ADR,"ag in valley, forested HW, NEoA"
03183500,11,55,5075,9,9.03,9.51,1.13,0.02,0.12,1.25,0.11,0,0,0.01,0,0,0.11,0,0,1.62,1915,Non-ref,"Some regulation by C.J. Brown Reservoir, 8.3 mi upstream",2002 ADR,prox urban
03184000,12,55,34582,9.1,9.71,9.84,1.12,0.02,0.12,1.3,0.1,0,0,0.01,0,0,0.12,0,0,1.68,2529,Non-ref,Flood flow regulated by five retarding basins upstream from station beginning in 1920,2002 ADR,urban
03186500,NA,NA,NA,0.66,0.51,0.44,0.65,0,0.06,0.51,0.1,0,0,0,0,0,0.01,0,0,0.68,83,Ref,,2002 ADR,"mostly forested, NEoA"
03187500,1,24,24,0.02,0.02,0.01,0.65,0,0.06,0.41,0.19,0,0,0.03,0,0,0,0,0,0.69,35,Ref,,2002 ADR,"mostly roadless, wilderness"
03198500,8,560,37710,19.34,18.44,18.1,3.08,0,0.13,1.18,0.06,0,0,0,0,0,0.04,0,0,1.42,1023,Non-ref,City of Lexington diverts water from Hickman Creek in Kentucky River Basin for municipal water supply; return flow of which enters tributary above station.,http://wdr.water.usgs.gov/wy2007/pdfs/03289500.2007.pdf,"upstream urban areas, reservoirs, & intensive agriculture"
03213700,15,16,16797,26.69,21.82,19.88,1.67,0,0.13,1.38,0.17,0,0,0.01,0,0,0.05,0,0,1.74,2849,Ref,,2002 ADR,"some mines & lt develop in valley, mostly forested hw, NEoA"
03237280,NA,NA,NA,3.52,3.6,3.96,21.4,0,0.02,0.99,0,0,0,0.08,0,0,0.03,0,0,1.12,23,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03237280.2006.pdf,"HBN, mostly roadless, proximal ag"
03237500,9,26.3,885,15.8,18.68,19.99,96.04,0,0.28,1.24,0,0,0,0,0,0,0.03,0,0,1.56,920,Ref,,2002 ADR,"ag uplands, forested lowlands, small towns, NEoA"
03238500,8,50,3389,23.38,26.24,30.2,1.34,0,0.29,1.4,0,0,0,0,0,0,0.02,0,0,1.78,706,Ref,,2002 ADR,"reservoir on proximal trib, otherwise NEoA"
03241500,2,52,72,29.58,22.09,40.66,5.04,0,0.16,1.02,0.01,0,0,0.08,0,0,0.02,0,0,1.28,80,Ref,,2002 ADR,upstrm RoR dam & small town
03251500,38,16.9,614100,14.18,15.95,17.1,2.71,0.02,0.3,0.97,0.01,0,0,0,0,0,0.08,0,0,1.39,4423,Non-ref,,2003 ADR,dam & urban on prox trib
03252500,24,75,2962.5,36.25,37.81,42.01,11.07,0.05,0.39,1.25,0,0.01,0,0,0,0,0.04,0,0,1.74,736,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03303000.2006.pdf,"upstrm hvy ag, forested uplands, small town, small resv on some tribs, NEoA"
03253500,54,16.9,614100,18.56,20.37,22.09,4.13,0.02,0.31,1.02,0.01,0,0,0,0,0,0.09,0,0,1.46,5480,Non-ref,Flow regulated by Green River Lake beginning February 1969,2003 ADR,upstrm reservoir on main trib
03265000,3,38.5,54.5,38.31,38.61,38.91,2.32,0,0.29,1.8,0,0,0,0,0,0,0.11,0,0,2.21,1296,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03324300.2006.pdf,"forested riparian, some upstrm small towns, channelization"
03266000,5,38.5,413000,49.19,49.33,49.74,6.47,0,0.29,1.79,0,0,0,0,0,0,0.16,0,0,2.24,1583,Non-ref,Flow periodically regulated by dam 0.1 mile above station,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03326500.2006.pdf,hvy. Ag & prox. Urban
03269500,18,29,63700,103.54,102.24,100.81,4.53,0.04,0.33,1.77,0,0.03,0,0,0,0,0.01,0,0.01,2.25,1146,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03328500.2006.pdf,"upstrm smll towns,reservoir on trib"
03274000,87,22,413000,120.81,123.68,127.27,15.27,0.05,0.29,2.09,0,0.02,0,0.01,0,0,0.1,0,0,2.57,8635,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03331500.2006.pdf,"upstrm suburban, natural lakes"
03280700,1,397,397,15.25,13.95,12.16,1.04,0,0.22,1.26,0,0,0,0,0,0,0.1,0,0,1.58,247,Ref,,http://pubs.usgs.gov/wdr/2005/wdr-ky-05/p150_245.pdf,"some stripmines, but mostly forested"
03281100,NA,NA,NA,20.84,22.64,19.08,0.75,0,0.18,0.91,0.02,0,0,0,0,0,0.07,0,0,1.17,383,Ref,Slight diversions by City of Manchester,2003 ADR,"prox urban, lt upstrm develop, some strip mines, NEoA"
03281500,3,48,2693,14.67,16.12,14.26,0.77,0,0.22,0.88,0.02,0,0,0,0,0,0.04,0,0,1.16,1532,Ref,Diversions by City of Booneville,2003 ADR,"prox urban, lt upstrm develop, some strip mines, NEoA"
03285000,7,85,47344,26.5,31.68,34.48,1.01,0,0.26,1.04,0,0,0,0,0,0,0.07,0,0,1.51,405,Ref,,2003 ADR,"mod-hvy ag valleys, forested highlands, 2 small towns, NEoA"
03289500,32,0,1080,139.94,161.87,198.57,11.37,0.13,0.42,1.88,0,0.05,0.01,0,0,0,0.09,0,0,2.64,453,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03339500.2006.pdf,"channelized hw, small towns, NEoA"
03291780,1,133,133,7.12,8.16,9.19,169.79,0,0.07,1.34,0,0,0,0,0,0,0.17,0,0,1.57,28,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03291780.2006.pdf,"ag uplands, forested lowlands"
03300400,14,24.5,4550,10.97,12.16,12.45,3.38,0,0.35,0.82,0,0,0,0,0,0,0.09,0,0,1.28,470,Ref,,2002 ADR,"hvy ag & small reservoir in hw, NEoA"
03301500,39,19,5590,16.92,19.46,21.61,2.21,0,0.3,0.87,0.01,0,0,0,0,0,0.09,0,0,1.27,1793,Non-ref,,2005 ADR,"upstrm POTWs, dam on major trib"
03303000,10,0,1376,23.64,27.32,29.31,2.59,0,0.17,1.44,0,0,0,0,0,0,0.24,0,0,1.9,314,Non-ref,"Prior to Sept. 15, 1973, the City of Anderson diverted water for its municipal supply above the gage then in use.",http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03348000.2006.pdf,prox & upstrm urban
03308500,24,39.2,723200,16.71,18.67,19.77,1.25,0,0.29,1.07,0.01,0,0,0,0,0,0.04,0,0,1.43,1927,Non-ref,Flow partially regulated by powerplant above station.,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03349000.2006.pdf,several upstrm cities
03324300,1,85,85,20.19,20.52,19.78,2,0.03,0.16,1.41,0,0,0,0,0,0,0.09,0,0,1.7,536,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03361500.2006.pdf,prox & upstrm urban
03326500,16,0,302.8,51.77,50.53,49.4,3.39,0.03,0.17,1.77,0,0,0,0.02,0,0,0.07,0,0,2.06,932,Non-ref,All is good,http://pubs.usgs.gov/wdr/2005/wdr-in-05/htdocs/Pages227-262.pdf,upstrm suburban
03328500,2,230,354,25,27.24,30.18,3.93,0,0.23,1.47,0,0,0,0.01,0,0,0.08,0,0,1.78,1247,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/03362500.2006.pdf,upstrm urban
