SITENO,dam_count,min_NID,max_NID,TOT_POPDENS90,TOT_POPDENS00,TOT_POPDENS10,TOT_FRESHWATER_WD,TOT_S1100,TOT_S1200,TOT_S1400,TOT_S1500,TOT_S1630,TOT_S1640,TOT_S1710,TOT_S1720,TOT_S1730,TOT_S1740,TOT_S1780,TOT_S1820,TOT_TOTAL_ROAD_DENS,TOT_RDX,GAGESII_class,WR_report_remarks,ADR_citation,Screening_comments
01013500,1,250,250,1.88,1.82,1.79,0.52,0,0.05,0.61,0,0,0,0,0,0,0.04,0,0,0.71,489,Ref,,2002 ADR,upstrm series of natural lakes
01022500,4,21,59940,0.43,0.41,0.52,0.36,0,0.05,0.85,0.07,0,0,0,0,0,0.03,0.01,0,1,199,Ref,,2002 ADR,upstrm natural lake on main trib
01030500,2,2930,93952,2.13,1.87,1.78,0.54,0.02,0.11,0.6,0.03,0,0,0,0,0,0.05,0,0,0.81,695,Ref,,2002 ADR,"natural lakes on tribs, NEoA"
01031500,6,36,3584,4.84,4.31,4.41,0.13,0,0.11,0.64,0.07,0,0,0.01,0,0,0.05,0,0,0.88,237,Ref,Low flow may be regulated by operation of mills above station.,2002 ADR,regulating ponds/lakes
01047000,8,65,2203,3.25,3.47,3.97,0.37,0,0.13,0.61,0.05,0,0,0,0,0,0.1,0,0,0.89,201,Ref,Some minor egulation at low flows by mills above station.,2002 ADR,upstrm RoR dams
01048000,7,0,13610,14.11,14.1,15.32,0.53,0,0.2,0.74,0.11,0,0,0.01,0,0,0.11,0,0,1.17,304,Non-ref,,http://wdr.water.usgs.gov/wy2007/pdfs/01048000.2007.pdf,"upstrm towns, forested hw"
01052500,1,1000,1000,0.04,0.17,0.04,3.39,0,0,0.88,0,0,0,0,0,0,0.01,0,0,0.9,54,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01052500.2006.pdf,"mostly roadless, NEoA"
01054200,NA,NA,NA,0.14,0.06,0.06,2.54,0,0.07,0.14,0,0,0,0,0,0,0,0,0,0.22,7,Ref,,2002 ADR,"HBN, roadless"
01055000,1,540,540,0.9,0.76,0.92,0.55,0,0.11,0.43,0.05,0,0,0.01,0,0,0.04,0,0,0.63,34,Ref,,2002 ADR,minimal disturbance
01055500,5,810,1822,15.16,17.29,19.42,1.66,0,0.23,0.94,0.09,0,0,0,0,0,0.1,0,0,1.37,117,Non-ref,,2002 ADR,upstrm RoR dam
01057000,3,126,702,12.04,13.71,13.93,0.68,0,0.18,0.93,0.04,0,0,0,0,0,0.08,0,0,1.23,45,Ref,,http://pubs.usgs.gov/wdr/2005/wdr-me-05-1/pdf/pages150_218.pdf,upstrm natural lakes
01060000,3,150,811,38.86,47.31,51.59,4.22,0.11,0.28,1.45,0.01,0.01,0,0,0,0,0.13,0,0,1.98,210,Non-ref,Low flow may be regulated by operation of mills upstream,http://pubs.usgs.gov/wdr/wdr-me-03-1/pdf/Surface_Water_C.pdf,prox urban & regulated ponds
01064500,4,9.5,1100,9.85,10.95,12.62,1.35,0,0.14,0.84,0.01,0,0,0,0,0,0.13,0,0,1.12,263,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01064500.2006.pdf,"prox urban, forested hw"
01073000,NA,NA,NA,68.87,75.68,82.37,7.72,0,0.39,1.58,0.13,0,0,0,0,0,0.11,0,0,2.2,46,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01073000.2006.pdf,"mostly forested, lt development"
01076500,20,0,4750,9.48,10.04,12.28,1.42,0.06,0.14,0.55,0.03,0.01,0,0,0,0,0.05,0,0,0.86,536,Non-ref,Period 1940-1952 affected by upstrm powerplant,http://pubs.usgs.gov/wdr/2005/wdr-nh-05-1/pdf/wdrNH-VT-05-1_report.pdf,"pristine headwaters, valley development & POTWs"
01078000,3,17,1000,8.46,10.5,12.67,15.9,0,0.15,0.97,0.08,0,0,0,0,0,0.17,0,0,1.38,155,Ref,Prior to 1940 affected by mill dams,http://pubs.usgs.gov/wdr/2005/wdr-nh-05-1/pdf/wdrNH-VT-05-1_report.pdf,"small ponds on tribs, NEoA"
01118300,NA,NA,NA,21.59,27.18,28.26,7.52,0,0.52,0.95,0.17,0,0,0,0,0,0,0,0,1.64,8,Ref,,2003 ADR,lt development & forested
01121000,6,120,1000,41.87,44.46,46.61,4.3,0.02,0.38,1.37,0.22,0.01,0,0,0,0,0,0,0,2.01,45,Ref,Occasional regulation from ponds upstream.,2003 ADR,"some small dams on tribs, state forest"
01123000,2,154,955,28.6,33.1,37.39,4.05,0,0.29,1.33,0.33,0,0,0,0,0,0.07,0.02,0,2.05,30,Ref,,2003 ADR,"lt development & small ponds, NEoA"
01127000,156,0,71000,91.98,96.41,104.56,15.92,0.12,0.33,1.85,0.12,0.03,0,0.01,0,0,0.11,0,0,2.58,1706,Non-ref,"Peak flows are affected by flood-control regulation at East Brimfield Lake, Westville Lake, West Thompson Lake, Hodges Village Reservoir, and Buffumville Lake since 1960. The natural flow regime is altered by regulation at East Brimfield Lake, Westville L",http://pubs.usgs.gov/wdr/2005/wdr-ct-05-1/pdf/CT.2005.adr.2.thames.pdf,prox regulated pond
01134500,NA,NA,NA,0.76,0.92,0.86,0.53,0,0,0.57,0.06,0,0,0,0,0,0.01,0,0,0.64,27,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01134500.2006.pdf,mostly roadless
01137500,2,12,13,2.05,2.55,2.81,2.52,0,0.13,0.57,0.04,0,0,0,0,0,0.14,0,0,0.89,53,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01137500.2006.pdf,drains Mt. Washington-natural
01139000,4,25,5148,7.26,7.29,8.89,0.85,0.05,0.15,1.04,0.02,0.01,0,0.01,0,0,0.05,0,0,1.34,87,Ref,Some diurnal fluctuation at low flow prior to 1958 and since June 1984 caused by small power plant upstream.,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01139000.2006.pdf,"forested uplands, lt ag & developed valley, NEoA"
01139800,2,3,4,6.6,8.03,7.32,0.6,0,0,1.12,0,0,0,0,0,0,0.08,0,0,1.2,8,Ref,Occasional diurnal fluctuation at low flow caused by mill upstream,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01139800.2006.pdf,"mostly roadless, NEoA"
01142500,NA,NA,NA,14.67,15.57,16.24,0.8,0.14,0.19,1.06,0.09,0.02,0,0,0,0,0.2,0,0,1.71,34,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01142500.2006.pdf,"some  small off-channel ponds, NEoA"
01144000,17,5,1710,10.63,11.45,11.81,0.92,0.06,0.16,0.9,0.07,0,0,0,0,0,0.15,0,0,1.35,936,Ref,Some diurnal fluctuation at low flow during period 1934-50,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01144000.2006.pdf,"some prox towns, NEoA"
01162500,5,225,750,17.1,19.2,20.08,9.94,0,0.16,1.32,0.12,0,0,0,0,0,0.21,0,0,1.81,15,Ref,"Prior to 1962, occasional diurnal fluctuation at low flow by mill upstream; prior to 1953, regulation at low flow by mill and ponds.",http://wdr.water.usgs.gov/wy2006/pdfs/01162500.2006.pdf,"mostly undeveloped, NEoA"
01169000,7,3,180,11.79,12.8,12.54,32.47,0,0.19,1.14,0.05,0,0,0,0,0,0.09,0,0,1.47,114,Ref,"Diurnal fluctuation at times caused by mill upstream; because storage capacity is small, daily flows are not affected appreciably.",http://web10capp.er.usgs.gov/imf/sites/adr/pdfs/01169000.2005.pdf,"lt. ag & development, mostly forested"
01170100,1,130,130,8.59,9.61,10.38,56.71,0,0.03,1.05,0.09,0,0,0,0,0,0.08,0,0,1.25,69,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr/pdfs/01170100.2005.pdf,NAWQA Reference Site
01181000,14,19,2170,13.38,14.31,14.13,14.92,0.02,0.15,1.34,0.03,0,0,0,0,0,0.04,0,0,1.58,133,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr/pdfs/01181000.2005.pdf,"mostly forest,lt development"
01187300,1,246.56,246.56,3.85,4.61,5.53,38.17,0,0.15,0.69,0,0,0,0,0,0,0.13,0,0,0.98,27,Ref,,2003 ADR,"mostly roadless, NEoA"
01195100,NA,NA,NA,145.72,172.7,199.47,201,0,0.63,2.52,0.04,0,0,0.03,0,0,0.01,0.01,0,3.24,28,Ref,,http://pubs.usgs.gov/wdr/2005/wdr-ct-05-1/pdf/CT.2005.adr.4.quinnipiac.pdf,"proximal millpond, undisturbed HW"
01197500,41,7,11000,103.62,100.22,99.05,4.85,0.05,0.24,2,0.02,0.01,0,0,0,0,0.1,0,0,2.43,414,Non-ref,Regulation at low flow by powerplants upstream. High flow slightly affected by retarding reservoir since 1973.,http://web10capp.er.usgs.gov/imf/sites/adr/pdfs/01197500.2005.pdf,prox regulated pond
01200000,24,0,2570,38.97,40.43,43.4,7.26,0,0.25,1.37,0.02,0,0,0,0,0,0.25,0,0,1.89,377,Non-ref,Infrequent regulation at low flow.,http://pubs.usgs.gov/wdr/2005/wdr-ct-05-1/pdf/CT.2005.adr.5.housatonic.pdf,much prox suburban
01321000,4,493,2557,1.25,1.25,1.19,0.42,0,0.09,0.22,0.03,0,0,0,0,0,0.04,0,0,0.37,143,Non-ref,,2002 ADR,regulated lake on proximal major trib
01333000,NA,NA,NA,29.95,43.32,28.45,4.86,0,0.27,1.1,0,0,0,0,0,0,0,0,0,1.37,39,Ref,Slight diurnal fluctuation at times caused by mill upstream.,http://web10capp.er.usgs.gov/imf/sites/adr/pdfs/01333000.2005.pdf,prox. Mod. Ag & suburban
01334500,20,9,4000,54.34,52.69,52.03,3.5,0,0.23,1.23,0.02,0.01,0,0,0,0,0.08,0,0,1.58,515,Non-ref,Diurnal fluctuation at medium and low flow caused by powerplants upstream from station.,http://wdr.water.usgs.gov/wy2006/pdfs/01334500.2006.pdf,upstrm urban
01348000,13,51,8960,8.47,8.12,8.37,1.34,0,0.09,0.56,0.02,0,0,0,0,0,0.05,0,0,0.71,215,Non-ref,Extensive diurnal fluctuation and slight regulation caused by powerplants upstream from station.  City of Little Falls diverts about 5 ft3/s for municipal supply.,1995 ADR,proximal reservoir--
01350000,12,51,3598,9.76,9.99,10.31,1.41,0,0.14,0.94,0.02,0,0,0.01,0,0,0.22,0,0,1.34,110,Ref,Seasonal diversion for snowmaking by Hunter Mountain ski area near Tannersville and Ski Windham ski area at Windham.,2003 ADR,"forested uplands, lt ag & developed valley, NEoA"
01350080,2,64,64,7.04,7.23,7.71,25.99,0,0.06,1.26,0.04,0,0,0,0,0,0.25,0,0,1.6,19,Ref,,http://wdr.water.usgs.gov/wy2006/pdfs/01350080.2006.pdf,"mod ag in valleys, forested uplands, NEoA"
01350140,1,480,480,7.06,8.17,8.77,26.39,0,0.15,1.47,0.05,0,0,0,0,0,0.15,0,0,1.83,9,Ref,,2003 ADR,upstrm mainstem small reservoir
01365000,NA,NA,NA,3.33,3.83,2.92,51.11,0,0,0.54,0.03,0,0,0.1,0,0,0.17,0,0,0.83,21,Ref,,2003 ADR,"mostly roadless, NEoA"
01371500,96,0,14220,104.03,117.47,130.91,69.45,0.07,0.19,2.21,0.01,0.01,0,0,0,0,0.15,0,0,2.65,1398,Non-ref,Regulation at low flows by dams upstream and some diversions for municipalities and irrigational purposes.,http://wdr.water.usgs.gov/wy2006/pdfs/01371500.2006.pdf,much urban & suburban
01372500,13,10,250,66.56,71.53,76.54,5.93,0,0.2,2.01,0.01,0.01,0,0,0,0,0.44,0,0,2.67,376,Non-ref,,http://wdr.water.usgs.gov/wy2006/pdfs/01372500.2006.pdf,upstrm heavy ag & proximal urban
01411300,1,15,15,14.57,16.82,17.79,13.75,0,0.09,1.83,0,0,0,0,0,0,0.03,0,0,1.95,33,Ref,Occasional regulation by ponds above station.,2002 ADR,"small regulated pond on main trib & prox trib, NEoA"
01413500,4,38,250,10.13,11.43,11.38,39.66,0,0.11,1.07,0.06,0,0,0,0,0,0.25,0,0,1.5,112,Ref,,2003 ADR,sml reservoir upstream
01414500,NA,NA,NA,1.02,1.29,1.66,48.95,0,0,0.65,0.16,0,0,0,0,0,0.02,0,0,0.83,9,Ref,,2003 ADR,forest reserve headwaters
01415000,3,55,482,7.18,7.26,7.59,43.8,0,0.09,1.18,0.13,0,0,0,0,0,0.18,0,0,1.59,36,Ref,,2003 ADR,"forested uplands, lt ag & developed valley, NEoA"
01421000,41,0,609740,7.04,7.3,7.34,39.26,0,0.13,0.92,0.07,0,0,0.01,0,0,0.17,0,0,1.31,714,Non-ref,area controlled by Pepacton Reservoir (see Reservoirs in Delaware River Basin). Part of flow diverted for New York City municipal supply. Remainder of flow (except for conservation releases and spill) impounded for release during periods of low flow in th,http://wdr.water.usgs.gov/wy2006/pdfs/01421000.2006.pdf,upstrm reservoir on main trib
01423000,17,12,574,17.88,17.64,18.36,43.58,0,0.13,1.08,0.02,0,0,0.01,0,0,0.24,0,0,1.48,323,Ref,,2003 ADR,lt upstrm urban & some ag
01426500,29,12,434300,13.87,13.71,14.09,39.79,0,0.16,1.03,0.03,0,0,0,0,0,0.19,0,0,1.42,709,Non-ref,"Subsequent to October 1963, entire flow from 454 mi² drainage area controlled by Cannonsville Reservoir (see 01424997). Part of flow diverted for New York City municipal supply. Remainder of flow (except for conservation releases and spill) impounded for",http://wdr.water.usgs.gov/wy2006/pdfs/01426500.2006.pdf,upstrm reservoir
01434025,NA,NA,NA,0.91,0.91,0.94,54.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ref,,http://pubs.usgs.gov/wdr/WDR-NY-02/pdf/rept2002.data.pdf,mostly roadless
01435000,2,80,180,1.63,1.79,1.44,49.17,0,0,0.53,0.03,0,0,0,0,0,0.06,0,0,0.61,25,Ref,,2003 ADR,"mostly roadless, HBN"
01439500,11,33.6,2800,11.02,23.82,35.53,1.65,0,0.09,1.35,0.05,0,0,0,0,0,0.07,0,0,1.55,85,Ref,,2002 ADR,"lt development, upstrm lakes"
01440000,10,37,697,11.22,11.48,12.82,5.84,0,0.07,1.25,0,0,0,0.01,0,0,0.06,0,0,1.39,112,Ref,Flow occasionally regulated by ponds,2002 ADR,"mostly forested & lt ag, NEoA"
01440400,11,13,2460,22.52,32.47,36.63,3.28,0,0.25,1.57,0.02,0,0,0,0,0,0.11,0,0,1.96,124,Ref,,2002 ADR,"lt. development, mostly forested"
01445000,11,22,1096,98,103.23,115.91,5.84,0,0.12,2.46,0,0,0,0.04,0,0,0.05,0,0,2.68,62,Non-ref,,http://wdr.water.usgs.gov/wy2008/pdfs/01445000.2008.pdf,"forest & ag, small towns"
01445500,16,11,1440,73.21,82.59,91.3,7.72,0.07,0.11,1.99,0.01,0.01,0.01,0.02,0,0,0.26,0,0,2.48,192,Non-ref,Some regulation from unknown sources upstream,2002 ADR,"mod ag, regulated (?) ponds in hw"
01451800,NA,NA,NA,54.85,63.95,71.43,19.83,0.02,0.18,2.67,0,0.01,0,0,0,0,0.34,0,0,3.21,151,Ref,,2002 ADR,"mod ag, NEoA"
01466500,NA,NA,NA,0.21,0,0,29.69,0,0,2.64,0,0,0,0,0,0,0,0,0,2.64,3,Ref,,2002 ADR,"State Forest, some roads, HBN"
01484100,NA,NA,NA,32.91,33.93,32.38,5.22,0,0,1.23,0,0,0,0,0,0,0,0,0,1.23,4,Ref,Diversion for irrigation of about 150 acres upstream from station during some years.,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01484100.2006.pdf,"forested riparian, NEoA"
01485500,NA,NA,NA,20.73,22.39,22.38,4.54,0,0.16,1.74,0.01,0.01,0,0,0,0,0.06,0,0,1.97,51,Ref,,2002 ADR,"mixed ag & forest, lt development, NEoA"
01486000,NA,NA,NA,94.75,90.18,140.6,0.91,0,0.2,2.96,0,0,0,0,0,0,0.02,0,0,3.18,12,Ref,,2002 ADR,"channelized, irrigated ag"
01487000,NA,NA,NA,28.88,36.14,43.38,9.72,0,0.36,1.32,0.01,0,0.01,0,0,0,0.16,0,0,1.85,195,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01487000.2006.pdf,"small towns, hvy ag, forested riparian, best remaining?"
01491000,2,495,615,34.96,39.09,41.89,6.19,0,0.24,1.39,0,0,0,0,0,0,0.06,0,0,1.7,342,Ref,Diversions for irrigation of about 500 acres upstream from station.,2002 ADR,"mainstem small pond, hvy ag, channelized hw, forested riparian"
01500500,37,9.8,345320,22.26,22.65,23.1,11.57,0.05,0.15,1.23,0.02,0.01,0,0,0,0,0.11,0,0,1.58,1454,Non-ref,Regulation at times by upstream lakes and reservoirs.,1995 ADR,upstrm urban & regulated lakes
01503000,110,1.3,345320,21.16,21.53,21.66,10.39,0.05,0.16,1.21,0.02,0.01,0,0,0,0,0.1,0,0,1.56,3284,Non-ref,Minor regulation by upstream lakes and reservoirs.,http://wdr.water.usgs.gov/wy2006/pdfs/01503000.2006.pdf,upstrm urban & regulation
01510000,3,56,250,9.29,9.08,9.47,8.13,0,0.15,0.94,0.18,0,0,0,0,0,0.03,0,0,1.29,161,Ref,,2004 ADR,"upstrm small ponds, lt develop, NEoA"
01512500,62,21,176000,27.97,27.81,28.65,8.64,0.03,0.19,1.14,0.04,0,0,0,0,0,0.05,0,0,1.47,2178,Non-ref,"Since March 1942, flood flows partly regulated by Whitney Point Lake (see station 01511000). Slight diversion from upstream tributaries for operation of Erie (Barge) Canal.",http://wdr.water.usgs.gov/wy2006/pdfs/01512500.2006.pdf,reservoir on proximal trib
01516500,NA,NA,NA,15.73,17.84,17.49,0.76,0,0.14,1.41,0,0,0.01,0,0,0,0.28,0,0,1.84,25,Ref,,2002 ADR,"proxi intensive ag, forested hw"
01518000,6,0,143383,17.21,17.51,18.33,0.83,0,0.14,1.16,0.04,0,0.02,0.01,0,0,0.17,0,0,1.55,573,Non-ref,flow diverted from Crooked Creek into Tioga. Flow regulated since November 1979 by Tioga Dam.,2002 ADR,proximal reservoir--Tioga dam
01518862,10,120,2400,14.24,14,14.05,1.17,0,0.13,1.27,0.01,0,0.01,0,0,0,0.11,0,0,1.57,209,Ref,,2002 ADR,"ag & lt development, prox lt urban, NEoA"
01520000,8,52,84747,13.42,13.43,13.7,2.61,0,0.12,1.19,0.01,0,0.01,0,0,0,0.11,0,0,1.45,521,Non-ref,Flow regulated since December 1979 by Cowanesque Dam,2002 ADR,proximal reservoir--Cowanesque
01520500,18,0,143383,14.74,15.07,15.61,1.61,0,0.13,1.17,0.02,0,0.01,0,0,0,0.16,0,0,1.51,1451,Non-ref,"Since March 1979, flood flows regulated by detention in upstream reservoirs.",1995 ADR,prox reservoir on main trib
01531000,62,0,143383,33.11,32.64,32.74,4.83,0.05,0.14,1.37,0.02,0.01,0,0,0,0,0.11,0,0,1.72,3809,Non-ref,"High flows significantly regulated by upstream reservoirs. During each year a large part of flow from 45.5 mi² of drainage area is diverted upstream from Lake Lamoka on Mud Creek, an upstream tributary, into Keuka Lake (Oswego River basin) for power devel",http://wdr.water.usgs.gov/wy2006/pdfs/01531000.2006.pdf,many upstrm towns & reservoirs
01532000,5,61,334.3,13.24,13.48,14.07,1.62,0,0.15,1.04,0.03,0,0,0,0,0,0.1,0,0,1.33,504,Ref,,2002 ADR,mod ag & upstrm town on main trib
01534000,32,6.6,14200,29.97,31.08,33.63,5.03,0.08,0.32,1.69,0,0.01,0,0,0,0,0.22,0,0,2.43,1002,Non-ref,,http://wdr.water.usgs.gov/wy2007/pdfs/01534000.2007.pdf,"reservoir on prox trib, upstrm towns"
01539000,3,22.5,3990,16.23,17.11,17.65,7.19,0,0.12,1.46,0.01,0,0,0,0,0,0.22,0,0,1.81,572,Ref,,2002 ADR,"mod ag & small towns in valley, forested hw, NEOA"
01541000,2,64.5,172,30.01,28.17,26.96,25.95,0,0.23,1.59,0.06,0,0,0.01,0,0,0.14,0,0,2.03,705,Non-ref,,2002 ADR,"upstrm small towns, mod ag, mining"
01541500,9,1,68000,21.92,22.09,22.59,23.94,0,0.26,1.51,0.03,0.01,0,0.04,0,0,0.15,0,0,2.01,608,Non-ref,Flow regulated since December 1960 by Glendale Dam,2002 ADR,mining & upstrm reservoir
01542810,NA,NA,NA,1.32,1.2,1.29,1.13,0,0,0.78,0,0,0,0,0,0,0.01,0,0,0.79,5,Ref,,http://pubs.usgs.gov/wdr/2004/wdr-pa-04-2/WDR-PA-04-2.pdf,mostly roadless
01543000,1,222,222,8.9,9.06,7.77,1.01,0,0.11,0.83,0.04,0,0,0,0,0,0.07,0,0,1.05,348,Ref,,2002 ADR,"roadless uplands, valley roads & small town upstrm"
01543500,3,222,318,6.22,6.59,5.75,6.77,0,0.11,0.84,0.07,0,0,0,0,0,0.11,0,0,1.13,838,Ref,,2002 ADR,"many roads, mines in uplands, some upstrm urban"
01544500,NA,NA,NA,0.65,0.88,0.96,0.7,0,0.12,0.7,0,0,0,0.02,0,0,0.15,0,0,1.02,156,Ref,,http://pubs.usgs.gov/wdr/2004/wdr-pa-04-2/WDR-PA-04-2.pdf,"state forest, NEoA"
01545600,NA,NA,NA,0.27,0.17,0.03,3.44,0,0.19,0.83,0.04,0,0,0.04,0,0,0.05,0,0,1.15,37,Ref,,2002 ADR,"HBN, State Forest, some roads"
01547700,NA,NA,NA,13.15,13.95,16.29,4.26,0.03,0.04,1.1,0,0,0,0,0,0,0.11,0,0,1.3,77,Ref,,2002 ADR,"mod ag in valley, forested hw, NEoA"
01548500,9,53,2900,7.45,7.54,7.21,0.73,0,0.12,0.85,0.03,0,0.01,0.02,0,0,0.16,0,0,1.21,748,Ref,,2002 ADR,"roadless uplands, roads & lt dev in valley, ag on prox trib, NEoA"
01549500,1,54,54,7.88,8,9.02,1.6,0,0.41,0.98,0,0.03,0.01,0,0,0,0.12,0,0,1.55,59,Ref,,2002 ADR,"small town, some ag, NEoA"
01550000,2,80,329,4.66,4.46,4.56,1.54,0,0.1,0.84,0.06,0,0,0,0,0,0.1,0,0,1.1,204,Ref,,http://pa.water.usgs.gov/ar/wy02/pdfs/vol2-02all.pdf,"mostly roadless, NEoA"
01552000,12,50,1422,5.28,5.46,5.4,1.33,0,0.14,1.04,0.03,0,0,0.01,0,0,0.14,0.01,0,1.38,641,Ref,,2002 ADR,"roadless uplands, valley roads"
01552500,NA,NA,NA,2.83,4.25,3.34,1.06,0,0.03,1.27,0.02,0,0,0.06,0,0,0.24,0,0,1.61,40,Ref,,2002 ADR,"mostly roadless, NEoA"
01556000,13,37,4350,99.95,99.79,100.54,8.96,0.1,0.25,2.13,0.02,0.04,0,0.02,0,0,0.24,0,0,2.81,897,Non-ref,Some regulation at low flow by mill upstream.,2002 ADR,upstrm urban
01557500,NA,NA,NA,31.18,30.4,31.72,6.66,0.2,0.18,1.01,0,0.01,0,0,0,0,0.17,0,0,1.56,67,Ref,"Prior to Nov. 30, 1952, daily discharges were affected by Pulp and Paper Company diversion.",2002 ADR,"proximal urban, forested HW, NEoA"
01558000,5,99,1924,88.12,86.17,86.67,8.04,0.11,0.14,1.59,0.01,0.01,0,0,0,0,0.19,0,0,2.06,568,Non-ref,,2002 ADR,upstrm urban
01559000,26,37,4350,70,69.84,71.33,6.82,0.07,0.19,1.62,0.02,0.02,0.01,0.01,0,0,0.24,0,0,2.17,2148,Non-ref,"Flow regulated September 1941 to June 1972, and since December 15, 1985 by Warrior Ridge Hydroelectric Plant",2002 ADR,proximal urban
01560000,2,26,60,20.54,21.91,22.06,2.07,0.09,0.19,2.84,0.08,0.02,0,0,0,0,0.15,0,0,3.37,788,Non-ref,,2002 ADR,"prox urban, mod-hvy ag in valley, forested hw"
01562000,8,26,25250,19.86,20.95,21.18,1.87,0.1,0.21,2.74,0.08,0.02,0,0,0,0,0.14,0,0,3.28,2966,Non-ref,,2002 ADR,"svrl upstrm towns, reservoirs on 1 trib"
01567000,48,10.8,871000,33.2,33.82,34.77,3.79,0.05,0.21,1.7,0.04,0.01,0.01,0,0,0,0.19,0,0,2.22,9417,Non-ref,Flow regulated since October 1972 by Raystown Dam,2002 ADR,upstrm reservoir
01567500,NA,NA,NA,13.52,15.97,15.69,0.99,0,0.46,1.44,0,0,0,0,0,0,0.23,0,0,2.13,58,Ref,,2002 ADR,"mod ag in valley, forested uplands, NEoA"
01568000,1,51,51,15.73,17.39,18.96,1.2,0,0.24,1.1,0,0,0,0,0,0,0.11,0,0,1.45,528,Ref,,2002 ADR,"mod-hvy ag in valley, wooded uplands, NEoA"
01574000,13,12.9,8000,84.89,97.12,115.87,175.08,0.02,0.26,2.3,0,0,0,0,0,0,0.13,0,0,2.73,1224,Non-ref,Occasional slight regulation since October 1959 by Conewago Lake,2002 ADR,"mod-hvy ag, lt development, lake on trib, NEoA"
01580000,7,17,582,64.36,71.83,77.22,107.29,0.07,0.27,2.52,0,0.01,0,0,0,0,0.07,0,0,2.94,220,Ref,"Prior to 1965, some regulation at low flow by mills upstream from station.",http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01580000.2006.pdf,"mixed mod ag & forested riparian, recent suburban in hw of some tribs"
01583500,3,9.33,34,51.07,60.66,65.99,57.37,0.04,0.28,2.59,0,0,0,0,0,0,0.11,0,0,3.02,109,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01583500.2006.pdf,"mod-hvy ag, riparian forest, some channelization, NEoA"
01586610,NA,NA,NA,93.72,104.92,106.7,4.7,0,0.39,2.77,0,0,0,0,0,0,0,0,0,3.18,62,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01586610.2006.pdf,"lt development, mixed forest & mod ag"
01591400,1,100,100,53.73,75.38,94.61,2,0.2,0.3,2.96,0,0.05,0,0,0,0,0.03,0,0,3.53,56,Ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01591400.2006.pdf,"mod-hvy ag, small ponds, lt suburban, NEoA"
01594950,NA,NA,NA,11.3,9.57,9.4,1.91,0,0.04,0.66,0,0,0,0,0,0,0.02,0,0,0.72,1,Ref,,http://wdr.water.usgs.gov/wy2009/pdfs/01594950.2009.pdf,"forested upands, mod ag & lt devlopment in basin, NEoA"
01595000,NA,NA,NA,7.74,6.61,6.54,115.75,0,0.19,0.69,0.03,0,0,0,0,0,0.35,0,0,1.26,66,Non-ref,,2002 ADR,residual mines in basin
01596500,2,79,91,8.13,9.03,8.55,2.12,0.08,0.05,1.12,0.05,0.02,0,0,0,0,0.24,0,0,1.55,57,Ref,,2002 ADR,"ag & lt development, NEoA"
01605500,NA,NA,NA,6.2,5.82,5.23,1.19,0,0.11,1.16,0.24,0,0,0,0,0,0.28,0,0,1.79,276,Ref,,2002 ADR,"ag in valley, small towns upstrm, forested hw, NEoA"
01606500,NA,NA,NA,4.1,4.09,3.73,31.65,0,0.11,0.99,0.21,0,0,0,0,0,0.2,0,0,1.51,1074,Ref,,2005 ADR,"mod ag, small ponds, forested hw, NEoA"
01608500,30,112,7150,7.05,7.61,7.96,50.24,0,0.11,1.02,0.14,0,0,0,0,0,0.26,0,0,1.52,2860,Non-ref,,http://web10capp.er.usgs.gov/imf/sites/adr06/pdfs/01608500.2006.pdf,"a few upstrm small towns, mod ag, NEoA"
01610000,97,0,130900,17.59,17.99,19,48.13,0.01,0.14,1.31,0.11,0,0,0,0,0,0.28,0,0,1.85,6508,Non-ref,"Low flow affected by Stony River Res. prior to 1981, since December 1950 by Savage River Res., and since 1981 by Jennings Randolph Lake.",2002 ADR,"many upstrm cities, reservoirs"
01611500,8,0,10256,5.97,7.95,9.52,1.88,0,0.13,1.14,0.08,0,0,0,0,0,0.35,0,0,1.69,1530,Non-ref,Diurnal fluctuation at low flow prior to 1960 caused by mill at Lynnwood and since by irrigation.,http://wdr.water.usgs.gov/wy2007/pdfs/01628500.2007.pdf,upstrm cities
