SITENO,YR,MNTH,RX1day,RX5day
01054200,1985,6,29.64,59.02
01054200,1985,7,36.82,41.65
01054200,1985,8,21.32,54.71
01054200,1985,9,70.08,96.04
01054200,1985,10,24.14,42.37
01054200,1985,11,46.36,74.68
01054200,1985,12,17.89,24.27
01054200,1986,1,84.17,131.64
01054200,1986,2,20.11,23.27
01054200,1986,3,20.52,52.92
01054200,1986,4,19.56,37.64
01054200,1986,5,19.6,65.81
01054200,1986,6,20.66,29.79
01054200,1986,7,30.14,79.03
01054200,1986,8,28.01,64.97
01054200,1986,9,16.77,37.24
01054200,1986,10,9.24,28.36
01054200,1986,11,29.93,52.71
01054200,1986,12,27,50.99
01054200,1987,1,23.16,33.64
01054200,1987,2,4.72,10.42
01054200,1987,3,78.32,100.1
01054200,1987,4,25.17,44.54
01054200,1987,5,25.94,33
01054200,1987,6,24.22,41.12
01054200,1987,7,32.66,43.37
01054200,1987,8,17.58,33.75
01054200,1987,9,40.37,64.02
01054200,1987,10,30.41,65.49
01054200,1987,11,29.4,50.76
01054200,1987,12,18.83,28.56
01054200,1988,1,16.63,20.53
01054200,1988,2,34.48,44.85
01054200,1988,3,14.18,24.29
01054200,1988,4,64.13,87.49
01054200,1988,5,22.4,29.65
01054200,1988,6,22.01,42.95
01054200,1988,7,41.09,60.76
01054200,1988,8,44.06,73.19
01054200,1988,9,24.41,28.34
01054200,1988,10,20.28,45.91
01054200,1988,11,47.73,95.38
01054200,1988,12,7.69,23.68
01054200,1989,1,10.06,22.22
01054200,1989,2,18.84,26.75
01054200,1989,3,17.09,31.27
01054200,1989,4,18.94,56.06
01054200,1989,5,57.48,90.38
01054200,1989,6,23.87,69.67
01054200,1989,7,12.94,25.3
01054200,1989,8,54.8,95.97
01054200,1989,9,22.55,46.98
01054200,1989,10,50.53,81.19
01054200,1989,11,29.53,46.55
01054200,1989,12,14.88,25.15
01054200,1990,1,35.39,71.78
01054200,1990,2,20.46,32.96
01054200,1990,3,17.96,33.63
01054200,1990,4,26.1,43.76
01054200,1990,5,39.03,82.17
01054200,1990,6,21.93,50.79
01054200,1990,7,28.83,54.12
01054200,1990,8,56.34,141.82
01054200,1990,9,23.57,32.05
01054200,1990,10,42.89,73.3
01054200,1990,11,40.29,82.59
01054200,1990,12,37.41,62.6
01054200,1991,1,16.64,35.72
01054200,1991,2,14.77,23.63
01054200,1991,3,19.82,52.36
01054200,1991,4,44.83,61.36
01054200,1991,5,30.9,39.25
01054200,1991,6,12.95,25.57
01054200,1991,7,14.92,28.75
01054200,1991,8,93.04,131.41
01054200,1991,9,30.93,51.76
01054200,1991,10,53.66,69.94
01054200,1991,11,38.64,46.74
01054200,1991,12,21.39,28.62
01054200,1992,1,27.46,32.19
01054200,1992,2,21.21,29.23
01054200,1992,3,36.29,96.95
01054200,1992,4,23.93,32.16
01054200,1992,5,11.56,14.58
01054200,1992,6,24.33,48.79
01054200,1992,7,28.54,37.84
01054200,1992,8,20.8,44.49
01054200,1992,9,36.23,40.62
01054200,1992,10,18.27,34.86
01054200,1992,11,25.01,48.85
01054200,1992,12,13.78,20.92
01054200,1993,1,17.19,22.04
01054200,1993,2,30.48,68.32
01054200,1993,3,36.27,56.86
01054200,1993,4,27.61,55.13
01054200,1993,5,11.81,21.93
01054200,1993,6,16.05,39.42
01054200,1993,7,25.67,66.71
01054200,1993,8,24.83,40.26
01054200,1993,9,19.23,50.56
01054200,1993,10,20.54,29.88
01054200,1993,11,44.99,48.9
01054200,1993,12,31.23,43.82
01054200,1994,1,28.9,49.35
01054200,1994,2,13.74,21.63
01054200,1994,3,28.33,56.68
01054200,1994,4,14.87,35.96
01054200,1994,5,17.58,37.04
01054200,1994,6,16.82,43.19
01054200,1994,7,14.11,42.97
01054200,1994,8,23.44,56.93
01054200,1994,9,38.99,70.87
01054200,1994,10,12.81,21.47
01054200,1994,11,20.56,39.33
01054200,1994,12,21.38,37.31
01054200,1995,1,25.86,54.09
01054200,1995,2,25.29,36.57
01054200,1995,3,31.45,39.2
01054200,1995,4,10.83,17.04
01054200,1995,5,19.31,51.05
01054200,1995,6,15.3,28.01
01054200,1995,7,36.1,70.01
01054200,1995,8,19.63,40.43
01054200,1995,9,24.82,33.41
01054200,1995,10,106.44,112.69
01054200,1995,11,63.33,138.4
01054200,1995,12,20.08,35.64
01054200,1996,1,57.17,99.68
01054200,1996,2,35.07,66.55
01054200,1996,3,14.88,28.22
01054200,1996,4,68.66,104.01
01054200,1996,5,32.1,68.32
01054200,1996,6,21.2,56.74
01054200,1996,7,65.55,138.45
01054200,1996,8,6.77,10.15
01054200,1996,9,20.7,40.38
01054200,1996,10,123.01,175.8
01054200,1996,11,24.84,58.78
01054200,1996,12,33.8,51.94
01054200,1997,1,17.21,45.44
01054200,1997,2,13.25,21.74
01054200,1997,3,18.87,39.2
01054200,1997,4,50.82,64.7
01054200,1997,5,16.93,47.51
01054200,1997,6,34.46,67.35
01054200,1997,7,52.37,69.85
01054200,1997,8,41.45,50.51
01054200,1997,9,28.37,41.41
01054200,1997,10,13.78,27.34
01054200,1997,11,49.39,105.19
01054200,1997,12,14.66,29.05
01054200,1998,1,33.43,81.26
01054200,1998,2,36.8,46.93
01054200,1998,3,38.63,59.29
01054200,1998,4,14.27,34.81
01054200,1998,5,28.05,62
01054200,1998,6,88.06,223.15
01054200,1998,7,24.15,48.36
01054200,1998,8,21.47,42.39
01054200,1998,9,15.56,30.67
01054200,1998,10,56.56,93.14
01054200,1998,11,36.39,44.42
01054200,1998,12,12.34,26.24
01054200,1999,1,31.7,67.71
01054200,1999,2,30.77,36.7
01054200,1999,3,50.95,71.55
01054200,1999,4,6.3,6.3
01054200,1999,5,28.66,46.82
01054200,1999,6,19.03,27.75
01054200,1999,7,26.23,58.54
01054200,1999,8,22.19,52.42
01054200,1999,9,124.41,174.55
01054200,1999,10,31.39,63.05
01054200,1999,11,28.47,43.27
01054200,1999,12,18.16,22.26
01054200,2000,1,28.77,34.61
01054200,2000,2,20.92,39.45
01054200,2000,3,31.85,40.77
01054200,2000,4,40.83,60.41
01054200,2000,5,40.89,82.88
01054200,2000,6,15.91,27.41
01054200,2000,7,42.01,81.06
01054200,2000,8,23.92,32.48
01054200,2000,9,50.05,58.98
01054200,2000,10,21.17,39.18
01054200,2000,11,25.35,54.52
01054200,2000,12,51.07,84.74
01054200,2001,1,17.03,23.81
01054200,2001,2,32.09,55.7
01054200,2001,3,29.61,48.52
01054200,2001,4,19.31,21.99
01054200,2001,5,16.01,35.39
01054200,2001,6,45.65,74.52
01054200,2001,7,15.36,47.14
01054200,2001,8,18.42,27.96
01054200,2001,9,41.17,56.79
01054200,2001,10,11.15,29.5
01054200,2001,11,28.22,41.62
01054200,2001,12,10.3,29.12
01054200,2002,1,16.62,28.47
01054200,2002,2,27.42,36.03
01054200,2002,3,29.45,33.64
01054200,2002,4,62.28,92.55
01054200,2002,5,41.45,64.82
01054200,2002,6,57.23,103.83
01054200,2002,7,17.42,29.52
01054200,2002,8,13.67,16.35
01054200,2002,9,34.45,55.57
01054200,2002,10,27.29,42.3
01054200,2002,11,20.82,43.17
01054200,2002,12,15.31,31.11
01054200,2003,1,19.56,31.53
01054200,2003,2,16.27,42.53
01054200,2003,3,16.82,36.14
01054200,2003,4,29.07,47.94
01054200,2003,5,24.97,33.95
01054200,2003,6,27.41,43.85
01054200,2003,7,23.74,43.62
01054200,2003,8,40.23,94.79
01054200,2003,9,42.49,73.17
01054200,2003,10,49.12,105.58
01054200,2003,11,29.43,52.58
01054200,2003,12,57,106.58
01054200,2004,1,8.98,11.37
01054200,2004,2,12.79,29.94
01054200,2004,3,13.36,14.14
01054200,2004,4,31.48,45.17
01054200,2004,5,25.2,59.18
01054200,2004,6,8.87,19.08
01054200,2004,7,23.25,55.56
01054200,2004,8,33.33,74.46
01054200,2004,9,45.76,59.88
01054200,2004,10,33.29,51.24
01054200,2004,11,44.78,86.1
01054200,2004,12,35.99,54.37
01054200,2005,1,12.67,30.02
01054200,2005,2,28.85,59.19
01054200,2005,3,28.5,49.32
01054200,2005,4,42.86,92.85
01054200,2005,5,27.5,78.14
01054200,2005,6,34.26,68.65
01054200,2005,7,20.65,48.09
01054200,2005,8,38.02,78.79
01054200,2005,9,17.81,35.29
01054200,2005,10,72.01,164.74
01054200,2005,11,41.03,59.26
01054200,2005,12,24.07,54.44
01054200,2006,1,37.08,73.6
01054200,2006,2,23.51,52.5
01054200,2006,3,12.65,27.47
01054200,2006,4,28.54,43.97
01054200,2006,5,34.61,90.09
01054200,2006,6,34.24,75.94
01054200,2006,7,32.05,58.01
01054200,2006,8,29.04,44.83
01054200,2006,9,12.83,16.52
01054200,2006,10,78.04,96.04
01054200,2006,11,34.31,82.42
01054200,2006,12,32.59,35.35
01054200,2007,1,15.7,44.97
01054200,2007,2,45.18,62.69
01054200,2007,3,33.53,60.77
01054200,2007,4,57.21,140.7
01054200,2007,5,28.76,57.57
01054200,2007,6,35.57,67.12
01054200,2007,7,22.39,47.22
01054200,2007,8,28.91,46.43
01054200,2007,9,20.99,47.19
01054200,2007,10,28.51,43.33
01054200,2007,11,43.94,67.61
01054200,2007,12,32.73,46.67
01054200,2008,1,14.05,19.96
01054200,2008,2,36.27,55.74
01054200,2008,3,37.89,62.55
01054200,2008,4,35.58,69.37
01054200,2008,5,16.59,18.33
01054200,2008,6,33.14,41.3
01054200,2008,7,42.43,105.79
01054200,2008,8,39.6,91.67
01054200,2008,9,45.36,76.11
01054200,2008,10,50.93,71.85
01054200,2008,11,84.87,105.81
01054200,2008,12,34.87,73.99
01054200,2009,1,29.63,33.11
01054200,2009,2,24.49,59.38
01054200,2009,3,11.52,28.73
01054200,2009,4,26.3,48.52
01054200,2009,5,21.61,45.7
01054200,2009,6,26.41,62.23
01054200,2009,7,28.82,52.45
01054200,2009,8,39.94,66.29
01054200,2009,9,19.38,35.68
01054200,2009,10,45.62,67.93
01054200,2009,11,49.13,66.17
01054200,2009,12,26.44,51.62
01054200,2010,1,48.39,58.75
01054200,2010,2,55.3,124.33
01054200,2010,3,42.82,69.23
01054200,2010,4,24.7,44.1
01054200,2010,5,20.32,41.63
01054200,2010,6,25.19,69.27
01054200,2010,7,26.64,47.81
01054200,2010,8,34.25,61.13
01054200,2010,9,36.39,54.69
01054200,2010,10,43.62,65.82
01054200,2010,11,26.61,64.52
01054200,2010,12,82.26,113.66
01054200,2011,1,24.21,25.59
01054200,2011,2,21.43,43.47
01054200,2011,3,60.25,90.35
01054200,2011,4,36.04,65.23
01054200,2011,5,31.87,66.91
01054200,2011,6,17.33,41.71
01054200,2011,7,13.74,23.64
01054200,2011,8,125.34,158.19
01054200,2011,9,42.39,67.41
01054200,2011,10,45.26,70.88
01054200,2011,11,39.23,40.74
01054200,2011,12,37.74,46.96
01054200,2012,1,16.56,37.45
01054200,2012,2,16.76,23.63
01054200,2012,3,13.59,23.15
01054200,2012,4,34.82,83.83
01054200,2012,5,45.49,66.49
01054200,2012,6,70.99,114.04
01054200,2012,7,21.99,31.75
01054200,2012,8,48.11,83.78
01054200,2012,9,62.18,73.24
01054200,2012,10,67.22,110.74
01054200,2012,11,6.57,9.76
01054200,2012,12,42.86,101.71
01054200,2013,1,21.54,38.2
01054200,2013,2,22.85,55.3
01054200,2013,3,34.79,39.47
01054200,2013,4,14.36,29.72
01054200,2013,5,35.89,93.23
01054200,2013,6,29.87,64.11
01054200,2013,7,40.07,57.73
01054200,2013,8,52.93,72.55
01054200,2013,9,36.33,67.4
01054200,2013,10,21.17,24.97
01054200,2013,11,39.94,66.09
01054200,2013,12,20.44,29.03
01054200,2014,1,31.1,51.99
01054200,2014,2,33.77,47.51
01054200,2014,3,35.68,50.33
01054200,2014,4,39.83,47.59
01054200,2014,5,32.95,70.8
01054200,2014,6,68.13,82.68
01054200,2014,7,37.28,70.5
01054200,2014,8,67.25,98.38
01054200,2014,9,13.36,22.12
01054200,2014,10,39.12,73.53
01054200,2014,11,25.43,57.95
01054200,2014,12,38.47,74.93
01054200,2015,1,35.72,45.3
01054200,2015,2,13.69,19.05
01054200,2015,3,7.65,18.28
01054200,2015,4,30.22,61.23
01054200,2015,5,24.66,52.29
01054200,2015,6,24.4,57.47
01054200,2015,7,24.14,35
01054200,2015,8,35.84,50.12
01054200,2015,9,60.37,104.47
01054200,2015,10,38.46,51.46
01054200,2015,11,31.34,40.47
01054200,2015,12,17.78,43.12
01054200,2016,1,46.41,70.11
01054200,2016,2,38.43,54.62
01054200,2016,3,18.97,26.84
01054200,2016,4,22.35,35.91
01054200,2016,5,17.73,29.34
01054200,2016,6,46.12,59.51
01054200,2016,7,20.88,39.1
01054200,2016,8,36.72,63.42
01054200,2016,9,11,15.46
01054200,2016,10,31.9,70.12
01054200,2016,11,25.62,43.75
01054200,2016,12,27.57,51.35
01054200,2017,1,26.22,51.18
01054200,2017,2,23.62,64.27
01054200,2017,3,42.24,55
01054200,2017,4,25.16,60.23
01054200,2017,5,38.05,65.17
01054200,2017,6,19.22,41.09
01054200,2017,7,49.51,49.51
01054200,2017,8,18.67,31.48
01054200,2017,9,32.81,76.46
01054200,2017,10,81.08,150.67
01054200,2017,11,8.58,24.85
01054200,2017,12,25.42,41.99
01054200,2018,1,51.12,64.78
01054200,2018,2,23.61,45.09
01054200,2018,3,24.98,42.09
01054200,2018,4,34.13,61.12
01054200,2018,5,14.59,23.7
01054200,2018,6,19.7,40.8
01054200,2018,7,34.94,83.49
01054200,2018,8,31.91,53.01
01054200,2018,9,20.98,34.79
01054200,2018,10,32.46,61.34
01054200,2018,11,33,65.82
01054200,2018,12,42.99,55.89
01054200,2019,1,43.3,76.4
01054200,2019,2,29.43,48.75
01054200,2019,3,29.77,32.02
01054200,2019,4,36.29,52.73
01054200,2019,5,18.87,35.31
01054200,2019,6,29.24,34.57
01054200,2019,7,40.16,59.7
01054200,2019,8,20.24,32.29
01054200,2019,9,32.77,42.43
01054200,2019,10,35.67,57.04
01054200,2019,11,29.08,55.24
01054200,2019,12,26.95,59.91
01054200,2020,1,17.14,35.39
01054200,2020,2,31.23,39.81
01054200,2020,3,24.9,27.76
01054200,2020,4,41.12,85.58
01054200,2020,5,16.69,24.97
01054200,2020,6,40.6,94.81
01054200,2020,7,38.42,78.96
01054200,2020,8,33.24,33.93
01054200,2020,9,25.8,43.52
01054200,2020,10,42.43,95.53
01054200,2020,11,56.15,65.14
01054200,2020,12,39.57,67.75
01054200,2021,1,30.09,40.58
01054200,2021,2,15.61,29.41
01054200,2021,3,16.62,31.26
01054200,2021,4,27.85,57.09
01054200,2021,5,11.89,21.48
01054200,2021,6,13.33,18.33
01054200,2021,7,23.33,49.98
01054200,2021,8,24.3,40.7
01054200,2021,9,42.1,56.93
01054200,2021,10,47.82,72.27
01054200,2021,11,30.25,48.73
01054200,2021,12,16.4,30.76
01054200,2022,1,26.36,35.35
01054200,2022,2,30.5,48.04
01054200,2022,3,17.83,24.42
01054200,2022,4,19.81,46.12
01054200,2022,5,23.37,45.43
01054200,2022,6,19.58,37.09
01054200,2022,7,43.52,49.44
01054200,2022,8,26.8,58.41
01054200,2022,9,37.66,88.31
01054200,2022,10,63,117.91
01054200,2022,11,28.48,60.91
01054200,2022,12,61.63,85.25
01054200,2023,1,30.78,65.71
01054200,2023,2,11.98,19.38
01054200,2023,3,16.08,33.43
01054200,2023,4,60.77,73.16
01054200,2023,5,31.96,62.85
01054200,2023,6,33.08,85.63
01054200,2023,7,49.97,81.46
01054200,2023,8,30.12,78.53
01054200,2023,9,56.02,75.09
01054200,2023,10,32.75,54.26
01054200,2023,11,26.97,54.22
01054200,2023,12,69.11,107.77
01055000,1980,1,10.38,22.01
01055000,1980,2,10.75,12.44
01055000,1980,3,14.22,34.56
01055000,1980,4,30.99,47.28
01055000,1980,5,12.89,31.12
01055000,1980,6,19.1,28.47
01055000,1980,7,19.36,39.85
01055000,1980,8,13.94,33.25
01055000,1980,9,19.66,44.97
01055000,1980,10,47.89,68.27
01055000,1980,11,26.63,51.07
01055000,1980,12,7.59,14.49
01055000,1981,1,3.79,6.83
01055000,1981,2,25.2,44.77
01055000,1981,3,6.06,14.74
01055000,1981,4,10.26,25.8
01055000,1981,5,19.93,52.28
01055000,1981,6,22.65,40.79
01055000,1981,7,22.23,52.18
01055000,1981,8,39.1,65.25
01055000,1981,9,44.73,101.82
01055000,1981,10,40.69,91.67
01055000,1981,11,15.78,42.18
01055000,1981,12,18,38.01
01055000,1982,1,28.9,53.25
01055000,1982,2,21.76,40.44
01055000,1982,3,18.22,27.09
01055000,1982,4,15.23,38.87
01055000,1982,5,20.25,20.25
01055000,1982,6,40.26,59.32
01055000,1982,7,28.75,39.74
01055000,1982,8,25.62,46.78
01055000,1982,9,20.45,30.05
01055000,1982,10,14.13,28.61
01055000,1982,11,31.06,60.16
01055000,1982,12,16.62,20.75
01055000,1983,1,30.7,61.29
01055000,1983,2,25.48,49.67
01055000,1983,3,22.37,53.76
01055000,1983,4,33.59,54.31
01055000,1983,5,16.38,46.33
01055000,1983,6,18.77,47.1
01055000,1983,7,43.2,69.8
01055000,1983,8,28.3,65.56
01055000,1983,9,42.74,67.63
01055000,1983,10,13.13,30.68
01055000,1983,11,38.65,80.23
01055000,1983,12,33.53,58.23
01055000,1984,1,10.66,13.24
01055000,1984,2,27.5,40.61
01055000,1984,3,26.41,59.52
01055000,1984,4,40.05,76.99
01055000,1984,5,45.48,120.03
01055000,1984,6,32.2,52.98
01055000,1984,7,21.15,50.53
01055000,1984,8,15.8,24.56
01055000,1984,9,16.8,24.9
01055000,1984,10,23.21,44.11
01055000,1984,11,21.15,41.26
01055000,1984,12,18.27,43.44
01055000,1985,1,12.03,12.03
01055000,1985,2,23.64,45.53
01055000,1985,3,33.11,38.48
01055000,1985,4,7.43,23.95
01055000,1985,5,14.63,31.2
01055000,1985,6,14.38,41.36
01055000,1985,7,28.9,40.6
01055000,1985,8,18.95,43
01055000,1985,9,55.89,77.32
01055000,1985,10,22.58,34.52
01055000,1985,11,44.19,78.06
01055000,1985,12,14.37,28.38
01055000,1986,1,58.82,108.9
01055000,1986,2,15.29,24.56
01055000,1986,3,16.69,46.92
01055000,1986,4,9.78,25.12
01055000,1986,5,13.21,42.41
01055000,1986,6,18.34,30.7
01055000,1986,7,34.16,74.32
01055000,1986,8,26.03,65.33
01055000,1986,9,15.77,26.83
01055000,1986,10,6.78,24.37
01055000,1986,11,30.53,50.27
01055000,1986,12,21.73,36.52
01055000,1987,1,17.18,23.5
01055000,1987,2,4.01,5.76
01055000,1987,3,67.53,77.31
01055000,1987,4,23.77,30.55
01055000,1987,5,15.91,36.09
01055000,1987,6,26.7,39.78
01055000,1987,7,14.25,23.18
01055000,1987,8,16.59,30.05
01055000,1987,9,38.72,64.98
01055000,1987,10,26.16,46.87
01055000,1987,11,32.78,56.61
01055000,1987,12,17.53,30.21
01055000,1988,1,17.88,29.59
01055000,1988,2,28.75,29.87
01055000,1988,3,11.23,17.58
01055000,1988,4,22.85,34.05
01055000,1988,5,18.9,22.88
01055000,1988,6,21.21,34.99
01055000,1988,7,20.35,43.75
01055000,1988,8,29.96,59.68
01055000,1988,9,13.33,19.12
01055000,1988,10,21.8,37.14
01055000,1988,11,39.55,78.25
01055000,1988,12,8.94,25.06
01055000,1989,1,8.57,13.75
01055000,1989,2,17.49,28.08
01055000,1989,3,16.48,27.81
01055000,1989,4,23.28,62.39
01055000,1989,5,47.4,114.6
01055000,1989,6,31.8,54.49
01055000,1989,7,11.23,28.84
01055000,1989,8,43.41,109.31
01055000,1989,9,18.15,45.52
01055000,1989,10,22.29,52.53
01055000,1989,11,18.63,37.95
01055000,1989,12,13.61,26.84
01055000,1990,1,24.43,52.56
01055000,1990,2,15.28,27.52
01055000,1990,3,12.75,30.13
01055000,1990,4,18.04,33.87
01055000,1990,5,22.56,54.44
01055000,1990,6,19.74,47.67
01055000,1990,7,21.1,48.85
01055000,1990,8,39.98,106.7
01055000,1990,9,25.03,32.96
01055000,1990,10,44.07,69.58
01055000,1990,11,39.73,63.48
01055000,1990,12,39.2,64.83
01055000,1991,1,17.55,34.39
01055000,1991,2,9.48,16.19
01055000,1991,3,16.63,42.43
01055000,1991,4,41.28,49.15
01055000,1991,5,27.25,28.26
01055000,1991,6,21.15,38.55
01055000,1991,7,18.03,35.37
01055000,1991,8,88.66,125.47
01055000,1991,9,29.44,49.26
01055000,1991,10,44.1,49.04
01055000,1991,11,32.56,42.57
01055000,1991,12,14.46,27.16
01055000,1992,1,21.87,25.5
01055000,1992,2,18.3,35.11
01055000,1992,3,36.51,98.05
01055000,1992,4,23.69,25.04
01055000,1992,5,6.42,8.6
01055000,1992,6,33.91,80.39
01055000,1992,7,32.91,39.47
01055000,1992,8,29.57,44.02
01055000,1992,9,29.66,37.09
01055000,1992,10,22.3,35.4
01055000,1992,11,17.36,47.15
01055000,1992,12,12.69,17.25
01055000,1993,1,11.41,16.77
01055000,1993,2,23.52,50.81
01055000,1993,3,27.58,44.63
01055000,1993,4,24.65,53.63
01055000,1993,5,18.64,22.32
01055000,1993,6,20.63,32.11
01055000,1993,7,22.7,63.97
01055000,1993,8,20.93,29.68
01055000,1993,9,16.28,37.1
01055000,1993,10,21.4,29.72
01055000,1993,11,32,42.35
01055000,1993,12,35.54,43.63
01055000,1994,1,27.81,36.52
01055000,1994,2,13.45,20.21
01055000,1994,3,27.8,32.69
01055000,1994,4,19.02,45.56
01055000,1994,5,18.94,34.93
01055000,1994,6,20.83,42.63
01055000,1994,7,19.02,48.57
01055000,1994,8,18.71,37.72
01055000,1994,9,33.15,56.1
01055000,1994,10,10.18,23.78
01055000,1994,11,24.33,37.08
01055000,1994,12,18.61,23.32
01055000,1995,1,23.86,45.78
01055000,1995,2,20.36,26.43
01055000,1995,3,20.6,36.14
01055000,1995,4,8.45,12.97
01055000,1995,5,22.01,53.92
01055000,1995,6,16.59,19.66
01055000,1995,7,35.16,51.1
01055000,1995,8,12.26,22.22
01055000,1995,9,22.61,27.48
01055000,1995,10,72.1,78.23
01055000,1995,11,36.95,99.09
01055000,1995,12,14.6,28.34
01055000,1996,1,45.11,71.09
01055000,1996,2,26.18,74.84
01055000,1996,3,13.59,22.55
01055000,1996,4,52.21,77.39
01055000,1996,5,27.55,48.83
01055000,1996,6,20.2,54.1
01055000,1996,7,62.78,105.81
01055000,1996,8,4.28,7.56
01055000,1996,9,25.59,45.98
01055000,1996,10,42.63,68.41
01055000,1996,11,15.41,26.29
01055000,1996,12,27.94,44.99
01055000,1997,1,14.6,41.79
01055000,1997,2,11.08,20.59
01055000,1997,3,16.94,33.1
01055000,1997,4,38.04,56.75
01055000,1997,5,15.91,27.21
01055000,1997,6,33.34,87.29
01055000,1997,7,41.63,54.34
01055000,1997,8,30,53.91
01055000,1997,9,21.56,29.26
01055000,1997,10,12.48,22.86
01055000,1997,11,42.39,90.95
01055000,1997,12,13.26,26.45
01055000,1998,1,30.4,75.89
01055000,1998,2,24.09,30.25
01055000,1998,3,27.65,46.57
01055000,1998,4,14.05,37.11
01055000,1998,5,22.82,40.67
01055000,1998,6,62.34,152.36
01055000,1998,7,19.69,42.3
01055000,1998,8,17.01,30.08
01055000,1998,9,17.58,35.43
01055000,1998,10,37.62,64.77
01055000,1998,11,30.62,35.56
01055000,1998,12,7.71,18.85
01055000,1999,1,26.98,58.78
01055000,1999,2,27.2,31.75
01055000,1999,3,41.36,60.72
01055000,1999,4,5.84,7.56
01055000,1999,5,17.64,29.19
01055000,1999,6,21.45,48.01
01055000,1999,7,15.1,45.38
01055000,1999,8,18.93,54.39
01055000,1999,9,83.73,135.09
01055000,1999,10,27.3,60.03
01055000,1999,11,20.85,41.87
01055000,1999,12,18.1,20.06
01055000,2000,1,17.36,27.61
01055000,2000,2,17.58,37.61
01055000,2000,3,39.58,47.21
01055000,2000,4,28.99,57.63
01055000,2000,5,41.61,108.18
01055000,2000,6,13.35,28.22
01055000,2000,7,35.28,72.92
01055000,2000,8,17.51,26.93
01055000,2000,9,17.8,23.27
01055000,2000,10,15.61,39.48
01055000,2000,11,24.46,38.39
01055000,2000,12,44.06,77.26
01055000,2001,1,12.67,18.6
01055000,2001,2,22.33,41.51
01055000,2001,3,33.7,41.77
01055000,2001,4,15.65,20.78
01055000,2001,5,16.53,38.02
01055000,2001,6,37.24,64.3
01055000,2001,7,22.17,53.2
01055000,2001,8,18.29,29.9
01055000,2001,9,22.81,35.02
01055000,2001,10,8.88,20.63
01055000,2001,11,18.78,33
01055000,2001,12,9.19,22.15
01055000,2002,1,13.47,24.93
01055000,2002,2,24.95,31.52
01055000,2002,3,29.15,34.69
01055000,2002,4,27.33,62.86
01055000,2002,5,27.28,55.89
01055000,2002,6,39.84,73.22
01055000,2002,7,15.62,19.13
01055000,2002,8,4.16,11.34
01055000,2002,9,35.26,40.8
01055000,2002,10,19.56,40
01055000,2002,11,21.36,37.96
01055000,2002,12,10.3,19.96
01055000,2003,1,10.94,17.44
01055000,2003,2,12.15,35.06
01055000,2003,3,16.52,33.27
01055000,2003,4,13.94,26.98
01055000,2003,5,23.15,29.08
01055000,2003,6,34.73,48.78
01055000,2003,7,17.87,45.7
01055000,2003,8,22.95,53.62
01055000,2003,9,29.23,51.91
01055000,2003,10,39.31,81.58
01055000,2003,11,22.12,40.08
01055000,2003,12,61.32,114.81
01055000,2004,1,4.96,10.82
01055000,2004,2,11.24,28.22
01055000,2004,3,13.02,19.65
01055000,2004,4,21.01,40.28
01055000,2004,5,26.06,45.77
01055000,2004,6,9.24,18.71
01055000,2004,7,27.78,46.89
01055000,2004,8,28.57,65.24
01055000,2004,9,29.64,47.82
01055000,2004,10,24.86,43.76
01055000,2004,11,49.92,82.01
01055000,2004,12,30.57,46.07
01055000,2005,1,8.17,21.66
01055000,2005,2,19.65,38.98
01055000,2005,3,24.8,37.38
01055000,2005,4,42.22,99.58
01055000,2005,5,28,81.56
01055000,2005,6,37.18,79.17
01055000,2005,7,17.36,45.68
01055000,2005,8,42.42,71.69
01055000,2005,9,17.79,32.58
01055000,2005,10,58.51,104.4
01055000,2005,11,29.64,54.01
01055000,2005,12,16.81,39.09
01055000,2006,1,28.84,52.52
01055000,2006,2,17,46.76
01055000,2006,3,10.11,24.92
01055000,2006,4,23.37,32.67
01055000,2006,5,35.46,72.48
01055000,2006,6,27.24,87.36
01055000,2006,7,14.24,33.21
01055000,2006,8,29.25,56.8
01055000,2006,9,12.15,22.93
01055000,2006,10,60.45,89.98
01055000,2006,11,23.43,58.04
01055000,2006,12,23,32.49
01055000,2007,1,17.7,30.47
01055000,2007,2,46.52,50.24
01055000,2007,3,28.96,51.95
01055000,2007,4,55.54,120.79
01055000,2007,5,34.46,63.73
01055000,2007,6,29.16,51.07
01055000,2007,7,35.76,54.66
01055000,2007,8,35.44,67.3
01055000,2007,9,27.42,50.08
01055000,2007,10,25.05,53.98
01055000,2007,11,48.62,66.75
01055000,2007,12,23.46,37.36
01055000,2008,1,15.97,20.04
01055000,2008,2,26.3,43.21
01055000,2008,3,32.51,54.89
01055000,2008,4,32.35,63.06
01055000,2008,5,22.21,27.68
01055000,2008,6,35.6,63.35
01055000,2008,7,43.37,108.58
01055000,2008,8,38.54,78.01
01055000,2008,9,41.13,72.28
01055000,2008,10,45.53,61.77
01055000,2008,11,91.34,103.85
01055000,2008,12,37.42,64.93
01055000,2009,1,19.42,20.12
01055000,2009,2,23.35,39.36
01055000,2009,3,11.93,20.99
01055000,2009,4,21.82,42.4
01055000,2009,5,17.72,38.43
01055000,2009,6,30.87,74.98
01055000,2009,7,26.25,49.65
01055000,2009,8,21.69,47.64
01055000,2009,9,19.34,36.33
01055000,2009,10,40.27,62.42
01055000,2009,11,42.83,47.48
01055000,2009,12,23.31,39.08
01055000,2010,1,38.31,47.21
