SITENO,YR,MNTH,RX1day,RX5day
03603000,1990,1,20.99,50.05
03603000,1990,2,53.89,109.74
03603000,1990,3,36.48,56.78
03603000,1990,4,15.75,39.03
03603000,1990,5,21.86,54.37
03603000,1990,6,21,45.81
03603000,1990,7,34.68,82.79
03603000,1990,8,14.33,22.32
03603000,1990,9,25.46,41.48
03603000,1990,10,24.89,50.17
03603000,1990,11,48.57,68.56
03603000,1990,12,54.21,158.09
03603000,1991,1,20.38,52.08
03603000,1991,2,55.23,153.63
03603000,1991,3,34.16,74.37
03603000,1991,4,26.23,60.54
03603000,1991,5,42.74,99.77
03603000,1991,6,21.32,50.83
03603000,1991,7,16.16,37.26
03603000,1991,8,15.46,33.34
03603000,1991,9,31.32,44.51
03603000,1991,10,26.45,54.04
03603000,1991,11,66.52,72.76
03603000,1991,12,69.87,130.96
03603000,1992,1,19.93,30.04
03603000,1992,2,26.73,66.1
03603000,1992,3,55.96,81.68
03603000,1992,4,19.67,31.65
03603000,1992,5,25.93,28.49
03603000,1992,6,44.4,68.7
03603000,1992,7,24.08,75.96
03603000,1992,8,37.68,62.27
03603000,1992,9,37.01,79
03603000,1992,10,13.99,30.93
03603000,1992,11,21.35,60.63
03603000,1992,12,17.2,54.94
03603000,1993,1,21.48,35.96
03603000,1993,2,19.35,37.34
03603000,1993,3,30.72,80.74
03603000,1993,4,32,32.27
03603000,1993,5,45.79,63.57
03603000,1993,6,14.63,47.68
03603000,1993,7,11.12,23.45
03603000,1993,8,27.82,45.93
03603000,1993,9,21.31,55.46
03603000,1993,10,12.46,34.16
03603000,1993,11,34.09,66.25
03603000,1993,12,64.15,106.25
03603000,1994,1,27.31,69.55
03603000,1994,2,56.62,121.29
03603000,1994,3,65.37,156.87
03603000,1994,4,41.21,60.15
03603000,1994,5,26.44,37.85
03603000,1994,6,39.07,72.36
03603000,1994,7,25.55,49.93
03603000,1994,8,28.78,35.29
03603000,1994,9,25.39,47.31
03603000,1994,10,29.11,65.4
03603000,1994,11,42.81,75.19
03603000,1994,12,24.23,45.1
03603000,1995,1,41.66,55.04
03603000,1995,2,17.76,44.12
03603000,1995,3,48.22,96.59
03603000,1995,4,44.24,68.03
03603000,1995,5,32.11,70.44
03603000,1995,6,22.74,26.96
03603000,1995,7,16.83,49.63
03603000,1995,8,35.12,100.47
03603000,1995,9,35.2,99.22
03603000,1995,10,36.77,95
03603000,1995,11,34.73,80.98
03603000,1995,12,17.38,51.14
03603000,1996,1,19.14,33.94
03603000,1996,2,18.57,26.27
03603000,1996,3,31.53,66.38
03603000,1996,4,29.5,85.14
03603000,1996,5,26.13,44.64
03603000,1996,6,21.62,57.69
03603000,1996,7,36.11,76.33
03603000,1996,8,17.04,42.06
03603000,1996,9,33.88,61.59
03603000,1996,10,20.29,36.62
03603000,1996,11,56.71,75.03
03603000,1996,12,44.79,59.42
03603000,1997,1,24.82,59.69
03603000,1997,2,23.41,55.33
03603000,1997,3,52.49,151.82
03603000,1997,4,16.28,32.97
03603000,1997,5,43.25,86.1
03603000,1997,6,21.87,64.4
03603000,1997,7,13.93,17.69
03603000,1997,8,14.32,41.5
03603000,1997,9,65.1,116.49
03603000,1997,10,24.57,44.94
03603000,1997,11,17.47,32.46
03603000,1997,12,11.61,31.47
03603000,1998,1,41.97,86.42
03603000,1998,2,37.08,53.37
03603000,1998,3,25.47,68.27
03603000,1998,4,27.77,79.47
03603000,1998,5,27.99,48.71
03603000,1998,6,69.02,122.6
03603000,1998,7,34.26,90.58
03603000,1998,8,14.36,35.49
03603000,1998,9,25.41,32.47
03603000,1998,10,25.02,56.36
03603000,1998,11,20,31.36
03603000,1998,12,51.23,96.13
03603000,1999,1,77.77,104.39
03603000,1999,2,24.18,39.94
03603000,1999,3,32.57,67.85
03603000,1999,4,16.82,47.6
03603000,1999,5,44.18,80.91
03603000,1999,6,27.2,85.45
03603000,1999,7,22.8,50.64
03603000,1999,8,12.46,22.77
03603000,1999,9,10.48,25.3
03603000,1999,10,25.91,50.65
03603000,1999,11,39.75,48.7
03603000,1999,12,28.97,65.74
03603000,2000,1,28.52,36.64
03603000,2000,2,27.23,58.43
03603000,2000,3,40.16,77.51
03603000,2000,4,38.64,75.29
03603000,2000,5,29.41,88.34
03603000,2000,6,18.68,52.73
03603000,2000,7,14.64,31.54
03603000,2000,8,19.14,33.89
03603000,2000,9,28.02,59.72
03603000,2000,10,2.83,3.23
03603000,2000,11,50.15,101.25
03603000,2000,12,46.28,115.99
03603000,2001,1,31.36,65.04
03603000,2001,2,43.34,137.47
03603000,2001,3,20.5,39.38
03603000,2001,4,29.8,61.28
03603000,2001,5,23.71,55.41
03603000,2001,6,20.31,38.16
03603000,2001,7,16.36,38.08
03603000,2001,8,21.22,72.35
03603000,2001,9,22,34.87
03603000,2001,10,47.29,110.62
03603000,2001,11,47.85,115.31
03603000,2001,12,20.22,48.11
03603000,2002,1,57.13,136.26
03603000,2002,2,13.77,17.33
03603000,2002,3,46.47,134.98
03603000,2002,4,20.67,34.07
03603000,2002,5,21.82,49.27
03603000,2002,6,13.21,23.16
03603000,2002,7,18.49,48.99
03603000,2002,8,20.94,47.73
03603000,2002,9,57.09,102.5
03603000,2002,10,24.49,54.89
03603000,2002,11,27.49,54.55
03603000,2002,12,34.68,58.76
03603000,2003,1,13.42,25.71
03603000,2003,2,61.57,145.12
03603000,2003,3,13.49,34.36
03603000,2003,4,25.36,52.41
03603000,2003,5,59.9,190.64
03603000,2003,6,35.1,53.81
03603000,2003,7,23.76,50.72
03603000,2003,8,15.62,50.65
03603000,2003,9,67.46,106.83
03603000,2003,10,14.77,25.91
03603000,2003,11,30.94,61.47
03603000,2003,12,20.84,26.64
03603000,2004,1,23.12,40.06
03603000,2004,2,76.73,138.47
03603000,2004,3,41.55,76.29
03603000,2004,4,29.94,65.37
03603000,2004,5,35.49,60.65
03603000,2004,6,28.11,71.12
03603000,2004,7,17.83,41.44
03603000,2004,8,28.04,49.73
03603000,2004,9,52.6,74.58
03603000,2004,10,55.26,81.58
03603000,2004,11,44.16,94
03603000,2004,12,52.19,122.8
03603000,2005,1,34.15,62.1
03603000,2005,2,33.68,65.34
03603000,2005,3,18.92,42.13
03603000,2005,4,35.42,53.56
03603000,2005,5,9.73,12.7
03603000,2005,6,19.84,49.46
03603000,2005,7,16.32,63.26
03603000,2005,8,56.66,101.88
03603000,2005,9,30.87,39.74
03603000,2005,10,2.34,3.52
03603000,2005,11,31.01,46.52
03603000,2005,12,33.02,43.42
03603000,2006,1,63.7,81.54
03603000,2006,2,19.53,29.86
03603000,2006,3,24.83,39.94
03603000,2006,4,38.29,51.52
03603000,2006,5,13.62,39.41
03603000,2006,6,16.51,26.38
03603000,2006,7,23.67,39.84
03603000,2006,8,19.83,32.9
03603000,2006,9,29.43,45.1
03603000,2006,10,25.79,46.25
03603000,2006,11,37.92,63.98
03603000,2006,12,23.91,39.87
03603000,2007,1,33.06,59.46
03603000,2007,2,21.68,40.98
03603000,2007,3,22.71,23.89
03603000,2007,4,21.76,52.84
03603000,2007,5,12.7,26.21
03603000,2007,6,21.55,29.74
03603000,2007,7,11.61,29.39
03603000,2007,8,17.7,26.37
03603000,2007,9,22.52,57.67
03603000,2007,10,56.92,89.29
03603000,2007,11,23.53,43.98
03603000,2007,12,21,40.26
03603000,2008,1,26.05,54.33
03603000,2008,2,20.21,39.01
03603000,2008,3,34.51,59.39
03603000,2008,4,33.8,73.42
03603000,2008,5,29.49,47.71
03603000,2008,6,17.44,25.75
03603000,2008,7,21.35,42.86
03603000,2008,8,44.9,67.68
03603000,2008,9,13.89,25.99
03603000,2008,10,49.3,65.92
03603000,2008,11,12.68,26.56
03603000,2008,12,77.72,109.69
03603000,2009,1,27.64,49.07
03603000,2009,2,13.97,36.89
03603000,2009,3,35.69,63.6
03603000,2009,4,38.28,45.69
03603000,2009,5,83.3,134.74
03603000,2009,6,25.59,33.36
03603000,2009,7,42.54,64.67
03603000,2009,8,20.42,31.44
03603000,2009,9,39.93,107.16
03603000,2009,10,41.33,64.18
03603000,2009,11,18.45,20.71
03603000,2009,12,49.09,70.21
03603000,2010,1,37.61,73.68
03603000,2010,2,29.45,59.84
03603000,2010,3,21.2,46.7
03603000,2010,4,41.58,58.69
03603000,2010,5,132.33,228.72
03603000,2010,6,19.74,26.98
03603000,2010,7,32.95,83.82
03603000,2010,8,36.96,81.27
03603000,2010,9,10.25,15.01
03603000,2010,10,38.97,58.62
03603000,2010,11,47.37,66.67
03603000,2010,12,36.36,38.65
03603000,2011,1,16.97,20.41
03603000,2011,2,38.48,75.47
03603000,2011,3,35.02,66.68
03603000,2011,4,53,128.04
03603000,2011,5,24.45,54.69
03603000,2011,6,23.26,55.76
03603000,2011,7,16.48,27.83
03603000,2011,8,14.97,33.92
03603000,2011,9,55.43,114.98
03603000,2011,10,9.93,18.31
03603000,2011,11,40.01,68.24
03603000,2011,12,41.39,58.33
03603000,2012,1,37,51.9
03603000,2012,2,12.53,28.83
03603000,2012,3,38.08,40.66
03603000,2012,4,12.97,20.07
03603000,2012,5,33.44,52.21
03603000,2012,6,12.89,19.87
03603000,2012,7,44.09,73.49
03603000,2012,8,32.79,48.98
03603000,2012,9,65.74,85.29
03603000,2012,10,22.03,37.45
03603000,2012,11,17.88,28.35
03603000,2012,12,35.59,56.89
03603000,2013,1,32.43,98.35
03603000,2013,2,18.83,28.91
03603000,2013,3,28.14,41.95
03603000,2013,4,55.7,99
03603000,2013,5,29.3,66.1
03603000,2013,6,31.73,52.39
03603000,2013,7,48.57,105.89
03603000,2013,8,20.56,45.65
03603000,2013,9,47.26,62.97
03603000,2013,10,17.74,29.5
03603000,2013,11,21.95,33.06
03603000,2013,12,41.17,94.86
03603000,2014,1,25.07,48.37
03603000,2014,2,43.07,90.08
03603000,2014,3,53.01,56.36
03603000,2014,4,54.76,88.23
03603000,2014,5,24.39,46.18
03603000,2014,6,47.04,100.91
03603000,2014,7,38.7,56
03603000,2014,8,35.61,41.72
03603000,2014,9,12.35,20.73
03603000,2014,10,67.28,139.58
03603000,2014,11,37.15,44.07
03603000,2014,12,36.29,63.08
03603000,2015,1,30.14,34.87
03603000,2015,2,37.82,65.84
03603000,2015,3,43.1,66.17
03603000,2015,4,29.2,59.93
03603000,2015,5,24.37,50.87
03603000,2015,6,28.08,49.25
03603000,2015,7,29.77,92.8
03603000,2015,8,19.62,54.56
03603000,2015,9,23.39,42.51
03603000,2015,10,28.08,61.44
03603000,2015,11,43.94,95.52
03603000,2015,12,28.31,93.9
03603000,2016,1,27.44,52.71
03603000,2016,2,43.08,56.92
03603000,2016,3,28.74,47.05
03603000,2016,4,9.09,18.32
03603000,2016,5,22.57,32.46
03603000,2016,6,29.49,57.2
03603000,2016,7,17.08,59.06
03603000,2016,8,26.64,81.43
03603000,2016,9,18.16,28.47
03603000,2016,10,9.64,9.97
03603000,2016,11,36.61,66.31
03603000,2016,12,34,57.9
03603000,2017,1,29.84,49.52
03603000,2017,2,15.18,28.12
03603000,2017,3,24.44,47.62
03603000,2017,4,59.43,107.89
03603000,2017,5,26.47,50.89
03603000,2017,6,22.53,52.43
03603000,2017,7,34.61,79.99
03603000,2017,8,68.99,86.92
03603000,2017,9,25.22,35.33
03603000,2017,10,48.91,54.84
03603000,2017,11,45.96,69.2
03603000,2017,12,60.79,112.85
03603000,2018,1,17.93,22.72
03603000,2018,2,55.51,114.85
03603000,2018,3,35.71,51.3
03603000,2018,4,54.78,77.44
03603000,2018,5,27.07,62.75
03603000,2018,6,28.28,59.55
03603000,2018,7,18.55,31.35
03603000,2018,8,17.38,40.9
03603000,2018,9,38.66,119.09
03603000,2018,10,19.32,38.06
03603000,2018,11,37.24,57.08
03603000,2018,12,30.15,87.44
03603000,2019,1,28.48,67.79
03603000,2019,2,49.51,190.53
03603000,2019,3,35.26,56.24
03603000,2019,4,33.17,54.6
03603000,2019,5,18.46,39.42
03603000,2019,6,24.85,66.39
03603000,2019,7,28.32,55.49
03603000,2019,8,19.01,38.94
03603000,2019,9,3.79,5.61
03603000,2019,10,55.4,63.01
03603000,2019,11,38.72,71.76
03603000,2019,12,43.78,56.89
03603000,2020,1,44.08,78.62
03603000,2020,2,54.32,98.49
03603000,2020,3,32.42,85.8
03603000,2020,4,65.63,88.64
03603000,2020,5,24.56,40.89
03603000,2020,6,33.74,53.43
03603000,2020,7,32.22,65.63
03603000,2020,8,34.73,76.37
03603000,2020,9,41.08,73.2
03603000,2020,10,31.88,45.95
03603000,2020,11,22.18,27.87
03603000,2020,12,30.79,42.42
03603000,2021,1,17.2,29.91
03603000,2021,2,42.09,85.86
03603000,2021,3,99.17,159.33
03603000,2021,4,20.06,32.65
03603000,2021,5,28.82,76.91
03603000,2021,6,28.39,64.52
03603000,2021,7,23.34,54.56
03603000,2021,8,56.66,124.26
03603000,2021,9,44.53,141.48
03603000,2021,10,27.45,72.74
03603000,2021,11,11.68,24.16
03603000,2021,12,28.57,46.53
03603000,2022,1,37.33,84.52
03603000,2022,2,68.79,140.87
03603000,2022,3,37.62,46.85
03603000,2022,4,30.57,76.28
03603000,2022,5,23.01,64.3
03603000,2022,6,16.88,39.69
03603000,2022,7,24.49,53.85
03603000,2022,8,22.2,49.65
03603000,2022,9,23.77,54.15
03603000,2022,10,22.79,25.78
03603000,2022,11,49.8,61.26
03603000,2022,12,29.75,82.8
03603000,2023,1,36.65,55.2
03603000,2023,2,34.47,58.28
03603000,2023,3,30.1,57.15
03603000,2023,4,32.23,48.8
03603000,2023,5,40.55,65.82
03603000,2023,6,14.83,46.4
03603000,2023,7,31.19,80.87
03603000,2023,8,39.8,70.04
03603000,2023,9,11.9,16.02
03603000,2023,10,8.08,9.49
03603000,2023,11,33.93,41.51
03603000,2023,12,15.31,25.63
03604000,1980,1,19.73,36.97
03604000,1980,2,14.55,26.34
03604000,1980,3,78.77,187.85
03604000,1980,4,29.17,68.14
03604000,1980,5,78.96,139.81
03604000,1980,6,35.36,35.4
03604000,1980,7,77.82,110.37
03604000,1980,8,7.16,10.7
03604000,1980,9,25.37,33.35
03604000,1980,10,23.82,40.96
03604000,1980,11,27.6,53.55
03604000,1980,12,16.2,25.32
03604000,1981,1,13.05,18.63
03604000,1981,2,49.77,50.4
03604000,1981,3,45.31,52.4
03604000,1981,4,24.91,41.55
03604000,1981,5,17.37,31.14
03604000,1981,6,13.41,40.59
03604000,1981,7,30.61,71.64
03604000,1981,8,31.3,109
03604000,1981,9,19.7,42.62
03604000,1981,10,39.11,55.4
03604000,1981,11,34.78,93.72
03604000,1981,12,17.03,40.37
03604000,1982,1,53.32,86.73
03604000,1982,2,24.79,46.75
03604000,1982,3,23.9,41.94
03604000,1982,4,45.43,65
03604000,1982,5,40.28,46.23
03604000,1982,6,19.64,43.68
03604000,1982,7,17.66,46.08
03604000,1982,8,16.37,43.74
03604000,1982,9,11.74,26.04
03604000,1982,10,15.15,49.02
03604000,1982,11,35.88,78.31
03604000,1982,12,50.07,130.43
03604000,1983,1,26.86,44.31
03604000,1983,2,29.21,50.53
03604000,1983,3,56.09,85.32
03604000,1983,4,56.38,131.25
03604000,1983,5,62.84,178.39
03604000,1983,6,24.15,51.73
03604000,1983,7,12.62,14.44
03604000,1983,8,32.31,43.16
03604000,1983,9,22.38,32.46
03604000,1983,10,28.98,45.57
03604000,1983,11,49.53,122.49
03604000,1983,12,59.5,115.37
03604000,1984,1,18.01,24.4
03604000,1984,2,17.02,34.52
03604000,1984,3,31.2,57.13
03604000,1984,4,58.02,98.01
03604000,1984,5,50.91,116.36
03604000,1984,6,17.55,36.43
03604000,1984,7,31.92,75.66
03604000,1984,8,15.31,21.45
03604000,1984,9,12.17,12.17
03604000,1984,10,39.2,117.06
03604000,1984,11,43.87,77.98
03604000,1984,12,16.71,52.28
03604000,1985,1,15.7,32.75
03604000,1985,2,20.68,36.88
03604000,1985,3,16.04,33.42
03604000,1985,4,32.09,55.42
03604000,1985,5,25.8,39.17
03604000,1985,6,35.48,48.27
03604000,1985,7,21.06,48.85
03604000,1985,8,59.4,98.21
03604000,1985,9,23.46,53.61
03604000,1985,10,24.71,33.65
03604000,1985,11,23.17,47.28
03604000,1985,12,7.55,15.57
03604000,1986,1,11.47,14.84
03604000,1986,2,36.11,70.85
03604000,1986,3,28.72,61.94
03604000,1986,4,12.52,18.03
03604000,1986,5,41.73,127.69
03604000,1986,6,13.78,46.42
03604000,1986,7,13.29,43.77
03604000,1986,8,30.25,47.34
03604000,1986,9,32.26,42.03
03604000,1986,10,43.74,53.68
03604000,1986,11,69.25,147.87
03604000,1986,12,42,81.07
03604000,1987,1,22.29,33.98
03604000,1987,2,41.79,93.56
03604000,1987,3,13.45,24.9
03604000,1987,4,16.26,46.33
03604000,1987,5,16.2,24.16
03604000,1987,6,18.8,48.15
03604000,1987,7,25.06,48.4
03604000,1987,8,14.86,26.17
03604000,1987,9,24.67,82.2
03604000,1987,10,10.02,10.02
03604000,1987,11,48.29,74.73
03604000,1987,12,62.86,142.79
03604000,1988,1,36.06,85.03
03604000,1988,2,18.39,39.84
03604000,1988,3,20.2,41.68
03604000,1988,4,21.48,38.46
03604000,1988,5,22.48,60.7
03604000,1988,6,2.73,2.73
03604000,1988,7,33.8,77.48
03604000,1988,8,17.86,20.14
03604000,1988,9,36.81,49.47
03604000,1988,10,21.24,21.66
03604000,1988,11,54.65,91.03
03604000,1988,12,24.07,83.41
03604000,1989,1,54.18,155.67
03604000,1989,2,52.44,117.47
03604000,1989,3,57.23,94.33
03604000,1989,4,38.02,107.89
03604000,1989,5,34.87,75.54
03604000,1989,6,40.19,113.12
03604000,1989,7,35.28,61.67
03604000,1989,8,31.94,48.36
03604000,1989,9,39.71,77.36
03604000,1989,10,27.78,54.96
03604000,1989,11,25.43,61.27
03604000,1989,12,43.27,74.67
03604000,1990,1,23.45,52.92
03604000,1990,2,61.82,132.45
03604000,1990,3,38.29,53.69
03604000,1990,4,31.97,66.1
03604000,1990,5,32.34,74.93
03604000,1990,6,31.09,51.44
03604000,1990,7,50.49,88.68
03604000,1990,8,8.98,16.03
03604000,1990,9,12.58,36.16
03604000,1990,10,26.93,58.88
03604000,1990,11,48.97,71.72
03604000,1990,12,47.45,146.55
03604000,1991,1,20.08,52.01
03604000,1991,2,71.79,180.25
03604000,1991,3,34.81,70.73
03604000,1991,4,42.39,83.95
03604000,1991,5,105.06,210.96
03604000,1991,6,30.18,70.91
03604000,1991,7,25.92,37.29
03604000,1991,8,32.17,52.92
03604000,1991,9,20.14,35.4
03604000,1991,10,32.53,68.29
03604000,1991,11,80.5,86.64
03604000,1991,12,78.61,150.53
03604000,1992,1,16.55,31.69
03604000,1992,2,25.61,75.1
03604000,1992,3,71.39,97.66
03604000,1992,4,20.18,34.16
03604000,1992,5,31.01,31.01
03604000,1992,6,40.93,79.18
03604000,1992,7,26.17,82.6
03604000,1992,8,49.49,81.73
03604000,1992,9,44.88,80.48
03604000,1992,10,13,36.48
03604000,1992,11,29.21,68.1
03604000,1992,12,13.85,42.23
03604000,1993,1,20.36,33.46
03604000,1993,2,23.49,42.63
03604000,1993,3,30.69,71.18
03604000,1993,4,28.42,48.31
03604000,1993,5,43.88,62.11
03604000,1993,6,17.82,38.79
03604000,1993,7,19.27,30.12
03604000,1993,8,31.33,46.42
03604000,1993,9,38.79,79.7
03604000,1993,10,9.54,30.06
03604000,1993,11,32.9,71.57
03604000,1993,12,76.73,130.82
03604000,1994,1,27.92,80.67
03604000,1994,2,52.06,118.84
03604000,1994,3,72.93,156.35
03604000,1994,4,43.99,60.85
03604000,1994,5,31.06,40.08
03604000,1994,6,34.35,107.71
03604000,1994,7,24.16,55.63
03604000,1994,8,25.45,42.54
03604000,1994,9,33.52,44.31
03604000,1994,10,38.68,69.85
03604000,1994,11,44.24,83.07
03604000,1994,12,26.82,54.92
03604000,1995,1,44.62,60.99
03604000,1995,2,18.13,44.07
03604000,1995,3,54.52,120.63
03604000,1995,4,44.84,70.73
03604000,1995,5,28.26,53
03604000,1995,6,27.08,30.34
03604000,1995,7,24.47,58.75
03604000,1995,8,55.35,161.23
03604000,1995,9,42.11,110.17
03604000,1995,10,28.44,57.78
03604000,1995,11,37.68,86.58
03604000,1995,12,25.95,60.27
03604000,1996,1,26.42,28.98
03604000,1996,2,10.54,22.2
03604000,1996,3,30.15,66.67
03604000,1996,4,33.27,96.28
03604000,1996,5,27.31,55.7
03604000,1996,6,25.8,62.52
03604000,1996,7,28.29,86.55
03604000,1996,8,6.15,12.6
03604000,1996,9,36.43,64.6
03604000,1996,10,27.02,60.28
03604000,1996,11,55.11,80.32
03604000,1996,12,52.92,90.8
03604000,1997,1,24.77,75.52
03604000,1997,2,30.56,65.7
03604000,1997,3,58.02,165.44
03604000,1997,4,14.77,38.46
03604000,1997,5,39.39,112.98
03604000,1997,6,46.78,99.1
03604000,1997,7,5.67,5.99
03604000,1997,8,17.62,58.78
03604000,1997,9,57.39,122.4
03604000,1997,10,17.51,56.57
03604000,1997,11,18.03,29.58
03604000,1997,12,13.5,42.84
03604000,1998,1,32.27,91.48
03604000,1998,2,25.98,70.5
03604000,1998,3,23.06,79.9
03604000,1998,4,25.47,84.3
03604000,1998,5,22.76,51.63
03604000,1998,6,40.55,80.35
03604000,1998,7,68.05,201.63
03604000,1998,8,15.61,42.46
03604000,1998,9,53.57,53.8
03604000,1998,10,40.6,69.79
03604000,1998,11,19.36,38.23
03604000,1998,12,41.44,129.82
03604000,1999,1,75.97,130.4
03604000,1999,2,26.09,42.15
03604000,1999,3,38.31,100
03604000,1999,4,22.17,67.15
03604000,1999,5,45.27,86.83
03604000,1999,6,40.01,99.08
03604000,1999,7,23.19,47.24
03604000,1999,8,7.98,15.43
03604000,1999,9,7.09,12.85
03604000,1999,10,40.86,47.72
03604000,1999,11,15.66,20.97
03604000,1999,12,40.41,73.14
03604000,2000,1,29.31,43.3
03604000,2000,2,31.7,50.67
03604000,2000,3,25.01,61.32
03604000,2000,4,26.23,71.48
03604000,2000,5,17.14,40.68
03604000,2000,6,37.44,80.85
03604000,2000,7,20.82,33.66
03604000,2000,8,8.45,16.63
03604000,2000,9,30.4,63.79
03604000,2000,10,0.35,0.35
03604000,2000,11,49.32,106.78
03604000,2000,12,45.56,136.73
03604000,2001,1,30.02,65.86
03604000,2001,2,40.87,159.55
03604000,2001,3,20.64,32.75
03604000,2001,4,35.66,66.05
03604000,2001,5,28.59,68.83
03604000,2001,6,14.97,44.28
03604000,2001,7,32.18,57.86
03604000,2001,8,21.41,54.1
03604000,2001,9,22.19,37.64
03604000,2001,10,48.29,128.5
03604000,2001,11,60.13,172.45
03604000,2001,12,24.51,54.86
03604000,2002,1,80.26,187.52
03604000,2002,2,11.2,20.89
03604000,2002,3,40.68,115.74
03604000,2002,4,12.23,33.78
03604000,2002,5,29.07,51.48
03604000,2002,6,13.7,36.34
03604000,2002,7,20.94,49.11
03604000,2002,8,22.01,48.31
03604000,2002,9,75.89,133.31
03604000,2002,10,31.91,63.62
03604000,2002,11,20.86,58.71
03604000,2002,12,25.66,51.52
03604000,2003,1,16.02,27.79
03604000,2003,2,66.61,167.98
03604000,2003,3,18.44,30.37
03604000,2003,4,28.87,64.63
03604000,2003,5,68.16,192.07
03604000,2003,6,24.38,50.22
03604000,2003,7,23.53,49.13
03604000,2003,8,32.26,60.96
03604000,2003,9,65.09,146.01
03604000,2003,10,15.61,32.69
03604000,2003,11,24.29,73.84
03604000,2003,12,17.29,29.75
03604000,2004,1,24.53,50.14
03604000,2004,2,64.56,177.63
03604000,2004,3,31.12,69.15
03604000,2004,4,26.2,57.89
03604000,2004,5,41.75,93.3
03604000,2004,6,20.2,91.43
03604000,2004,7,19.09,40.05
03604000,2004,8,27.48,72.49
03604000,2004,9,40.01,91.55
03604000,2004,10,47.47,97.63
03604000,2004,11,57.13,149.35
03604000,2004,12,68.42,142.18
03604000,2005,1,35.82,82.69
03604000,2005,2,36.29,72.22
03604000,2005,3,21.62,31.41
03604000,2005,4,46.26,55.34
03604000,2005,5,13.93,14.03
03604000,2005,6,35.67,78.7
03604000,2005,7,27.72,63.25
03604000,2005,8,86.15,133.65
03604000,2005,9,38.8,48.25
03604000,2005,10,1.18,2.44
03604000,2005,11,35.37,56.49
03604000,2005,12,35.3,49.89
03604000,2006,1,66.65,94.56
03604000,2006,2,18.21,33.17
03604000,2006,3,25.7,48.51
03604000,2006,4,35.18,49.88
03604000,2006,5,25.06,51.27
03604000,2006,6,22.75,43.64
03604000,2006,7,28.53,52.28
03604000,2006,8,16.6,19.5
03604000,2006,9,24.12,37.54
03604000,2006,10,26.38,49.15
03604000,2006,11,31.2,66.87
03604000,2006,12,28.94,42.25
03604000,2007,1,33.54,64.64
03604000,2007,2,27.19,51.37
03604000,2007,3,11.47,20.34
03604000,2007,4,23.15,60.52
03604000,2007,5,13.77,20.23
03604000,2007,6,15.17,31.58
03604000,2007,7,14.42,27.07
03604000,2007,8,15.36,34.65
03604000,2007,9,18.3,67.78
03604000,2007,10,70.61,119.59
03604000,2007,11,23.51,44.69
03604000,2007,12,31.95,48.06
03604000,2008,1,28.69,61.72
03604000,2008,2,16.49,34.73
03604000,2008,3,30.6,57.97
03604000,2008,4,36.05,76.41
03604000,2008,5,38.46,76.32
03604000,2008,6,29.24,46.28
03604000,2008,7,18.83,38.39
03604000,2008,8,35.6,58.36
03604000,2008,9,20.74,28.53
03604000,2008,10,56.52,72.92
03604000,2008,11,13.45,22.82
03604000,2008,12,66.81,95.98
03604000,2009,1,20.61,46.27
03604000,2009,2,17.91,36.56
03604000,2009,3,31.08,62.26
03604000,2009,4,31.43,38.11
03604000,2009,5,86.16,137.55
03604000,2009,6,20.14,49.67
03604000,2009,7,88.38,123.93
03604000,2009,8,18.75,33.58
03604000,2009,9,41.41,131.14
03604000,2009,10,49.12,77.4
03604000,2009,11,24.83,30.52
03604000,2009,12,41.59,71.38
03604000,2010,1,36.51,77.66
03604000,2010,2,29.87,66.58
03604000,2010,3,24.7,57.12
03604000,2010,4,40.88,61.68
03604000,2010,5,122.87,229.75
03604000,2010,6,18.6,32.49
03604000,2010,7,40.05,92.79
03604000,2010,8,61.4,92.89
03604000,2010,9,15.29,18.1
03604000,2010,10,35.97,55.63
03604000,2010,11,50.76,69.04
03604000,2010,12,33.54,38.48
03604000,2011,1,16.98,22.76
03604000,2011,2,38.38,67.65
03604000,2011,3,28.79,67.69
03604000,2011,4,59.34,139.62
03604000,2011,5,31.77,50.72
03604000,2011,6,40.16,73.02
03604000,2011,7,13.07,41.64
03604000,2011,8,18.74,30.04
03604000,2011,9,60.13,99.16
03604000,2011,10,11.53,18.37
03604000,2011,11,30,57.76
03604000,2011,12,33.51,64.03
03604000,2012,1,36.16,50.67
03604000,2012,2,15.25,34.29
03604000,2012,3,38.39,41.96
03604000,2012,4,13.53,33.56
03604000,2012,5,52.27,82.14
03604000,2012,6,28.29,35.7
03604000,2012,7,29.19,78.6
03604000,2012,8,42.75,59.38
03604000,2012,9,48.14,95.2
03604000,2012,10,26.99,59.64
03604000,2012,11,24.29,28.44
03604000,2012,12,38.79,71.63
03604000,2013,1,36.87,99.94
03604000,2013,2,23.18,34.07
03604000,2013,3,38.17,41.08
03604000,2013,4,61.74,62.09
03604000,2013,5,48.2,66.01
03604000,2013,6,40.71,48.81
03604000,2013,7,25.47,66.09
03604000,2013,8,24.91,42.56
03604000,2013,9,65.63,71.66
03604000,2013,10,25.07,31.65
03604000,2013,11,21.39,33.47
03604000,2013,12,53.96,93.07
03604000,2014,1,24.47,46.87
03604000,2014,2,49.14,102.27
03604000,2014,3,49.82,51.01
03604000,2014,4,60.05,91.39
03604000,2014,5,18.65,48.02
03604000,2014,6,80.93,183.47
03604000,2014,7,47.14,70.33
03604000,2014,8,27.33,40.94
