SITENO,Dam_name,NID_ID,Owner_name,Owner_type,Purpose,Latitude,Longitude,State,County,City,River_name,State_reg,Dam_type,NID_Height_ft,NID_height_cat,Dam_length_ft,Volume_cubic_yards,Year_completed,Year_completed_category,NID_storage_acre_ft,Max_storage_acre_ft,Normal_storage_acre_ft,Surface_area_acres,Drainage_area_sq_miles,Max_discharge_cubic_ft_sec,Spillway_type,Spillway_width_ft,Hazard_potential_class,Condition_assessment
02475000,Anderson Lake Dam,MS00527,NULL,Private,Recreation,31.82576471,-89.39203268,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,56,56,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Ms05498 Lake Dam,MS05498,NULL,Private,Recreation,31.35485,-89.1562,Mississippi,Forrest,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,10,Less than 25 feet,NULL,NULL,NULL,Undetermined,56,56,49,9,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Connely Davis Lake Dam,MS00743,NULL,Private,Recreation,31.51287859,-89.65101908,Mississippi,Jefferson Davis,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,10,Less than 25 feet,NULL,NULL,NULL,Undetermined,56,56,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms05079 Lake Dam,MS05079,NULL,Private,Recreation,31.10775,-88.91913,Mississippi,Perry,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,57,57,26,5,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Sharra Lake Dam,MS05496,HERSCHEL WREN,Private,Recreation,31.35606,-89.16417,Mississippi,Forrest,PETAL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,57,57,46,7,0.21,NULL,Uncontrolled,NULL,Significant,Poor
02475000,Ms05368 Lake Dam,MS05368,NULL,Private,Recreation,31.3414,-89.21725,Mississippi,Forrest,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,18,Less than 25 feet,NULL,NULL,NULL,Undetermined,57,57,30,5,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms06640 Lake Dam,MS06640,NULL,Private,Recreation,31.93850087,-89.52481476,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,18,Less than 25 feet,NULL,NULL,NULL,Undetermined,57,57,34,4.8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06465 Lake Dam,MS06465,NULL,Private,Recreation,31.67960438,-88.87570635,Mississippi,Wayne,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,11,Less than 25 feet,NULL,NULL,NULL,Undetermined,58,58,33,7.8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Burgin Lake Number 2 Dam,MS01160,NULL,Private,Recreation,32.00287141,-89.05867831,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,58,58,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms06641 Lake Dam,MS06641,NULL,Private,Recreation,31.96771823,-89.55441026,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,20,Less than 25 feet,NULL,NULL,NULL,Undetermined,59,59,28,3.9,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06639 Lake Dam,MS06639,NULL,Private,Recreation,31.92653075,-89.56689218,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,59,59,31,5.4,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Arnold Landrum Pond Dam,MS02385,MRS ARNOLD LANDRUM,Private,Recreation,31.58519779,-89.05659575,Mississippi,Jones,NULL,UNT OF BOGUE HOMO,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,18,Less than 25 feet,600,NULL,NULL,Undetermined,60,60,50,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Taylorsville Sewage Lagoon Dam,MS00526,NULL,Local Government,Other,31.83165082,-89.41665874,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,10,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Roger Parish Lake Dam,MS02815,NULL,Private,Recreation,31.77637031,-89.67512963,Mississippi,Covington,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Joe Nester Dam,MS03255,JOE NESTER,Private,Recreation,31.74984078,-89.32426053,Mississippi,Jones,NULL,UNT OF BIG CREEK,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,350,NULL,1992,1990-1999,60,60,31,6.3,0.19,62,Uncontrolled,NULL,Low,NULL
02475000,Gandy Lake Dam,MS02173,HAINON A. MILLER,Private,Recreation,31.35587037,-89.11087664,Mississippi,Perry,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms06484 Lake Dam,MS06484,NULL,Private,Recreation,31.7946793,-89.26295957,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,16,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,43,6.2,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06564 Lake Dam,MS06564,NULL,Private,Recreation,31.82880448,-88.99185685,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,9,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,30,10.3,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Rowell Lake Dam,MS01163,NULL,Private,Recreation,31.92254705,-89.00739334,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Loe Blackmon Pond Dam,MS02172,NULL,Private,Recreation,31.36140752,-88.96081421,Mississippi,Perry,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,17,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Ms06500 Lake Dam,MS06500,NULL,Private,Recreation,31.61414654,-89.13815975,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,60,60,20,5.5,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Deavor Powell Pond,MS02362,D POWELL,Private,Recreation,31.727805999999998,-89.365243,Mississippi,Jones,HEBRON,TR- SMITH CREEK,NULL,Earth,8,Less than 25 feet,700,3690,1965,1960-1969,60,60,60,NULL,NULL,104,Uncontrolled,15,Low,Not Rated
02475000,Ms06372 Lake Dam,MS06372,NULL,Private,Recreation,31.48051587,-89.06221796,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,16,Less than 25 feet,NULL,NULL,NULL,Undetermined,61,61,48,7,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06400 Lake Dam,MS06400,NULL,Private,Recreation,31.61976891,-88.86960694,Mississippi,Wayne,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,8,Less than 25 feet,NULL,NULL,NULL,Undetermined,61,61,24,9.3,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms07258 Lake Dam,MS07258,NULL,Private,Recreation,31.4379972,-89.42568389,Mississippi,Covington,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,7,Less than 25 feet,NULL,NULL,NULL,Undetermined,61,61,32,13.700000000000001,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms07188 Lake Dam,MS07188,NULL,Private,Recreation,31.59498182,-89.54672584,Mississippi,Covington,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,18,Less than 25 feet,NULL,NULL,NULL,Undetermined,61,61,44,5.8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06474 Lake Dam,MS06474,NULL,Private,Recreation,31.63140366,-89.0233913,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,61,61,10,3,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06562 Lake Dam,MS06562,NULL,Private,Recreation,31.8669749,-88.99605512,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,18,Less than 25 feet,NULL,NULL,NULL,Undetermined,62,62,39,5.600000000000001,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms07237 Lake Dam,MS07237,NULL,Private,Recreation,31.95429374,-89.66298746,Mississippi,Simpson,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,19,Less than 25 feet,NULL,NULL,NULL,Undetermined,62,62,51,5.9,NULL,NULL,NULL,NULL,Low,NULL
02475000,Ms06629 Lake Dam,MS06629,NULL,Private,Recreation,31.81698219,-89.43407407,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,62,62,28,6,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Sportsman Club Lake Number 2 Dam,MS00695,NULL,Private,Recreation,31.39865309,-89.50819626,Mississippi,Lamar,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,63,63,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms05497 Lake Dam,MS05497,NULL,Private,Recreation,31.34704,-89.15338,Mississippi,Forrest,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,63,63,44,8,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms07164 Lake Dam,MS07164,NULL,Private,Recreation,31.53393935,-89.66692205,Mississippi,Jefferson Davis,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,63,63,33,6.600000000000001,NULL,NULL,NULL,NULL,Low,NULL
02475000,Don Ball Lake Dam,MS01173,NULL,Private,Recreation,32.04597254,-89.13680647,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,11,Less than 25 feet,NULL,NULL,NULL,Undetermined,63,63,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Ms06570 Lake Dam,MS06570,NULL,Private,Recreation,31.85342927,-89.22916766,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,63,63,55,8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Green Lake Ms01167 Dam,MS01167,NULL,Private,Recreation,32.05099439,-89.1311772,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,63,63,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Ellen Tadlock Pond Dam,MS02354,NULL,Private,Recreation,32.23575454,-89.5047913,Mississippi,Scott,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Saxon Dam,MS03404,CONRAD SAXON,Private,Recreation,31.96107361,-89.16757901,Mississippi,Jasper,NULL,UNT OF NUAKFUPPA CREEK,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,17,Less than 25 feet,312,NULL,1993,1990-1999,64,64,33,6.7,0.11,61,Uncontrolled,NULL,Low,NULL
02475000,Sacier Pond Dam,MS02470,NULL,Private,Recreation,31.38345583,-89.39407488,Mississippi,Forrest,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Moss Lake Dam,MS01168,NULL,Private,Recreation,31.81066559,-89.18342141,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Ms06364 Lake Dam,MS06364,NULL,Private,Recreation,31.45039339,-89.1410279,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,17,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,59,7.3,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Burns Lake Dam,MS01166,NULL,Private,Recreation,31.90117787,-88.97356167,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Travis Lake Dam,MS01172,NULL,Private,Recreation,32.00214214,-89.09303849,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,W J Morris Pond Dam,MS02731,MARTHA F. MORRIS,Private,Recreation,31.32141886,-89.39059205,Mississippi,Lamar,Hattiesburg,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,0.19,NULL,Uncontrolled,NULL,High,Fair
02475000,Hosey Lake Dam,MS01165,NULL,Private,Recreation,31.91312188,-89.22612073,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,64,64,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms06499 Lake Dam,MS06499,NULL,Private,Recreation,31.61444675,-89.12455835,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,11,Less than 25 feet,NULL,NULL,NULL,Undetermined,65,65,38,9.3,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06652 Lake Dam,MS06652,NULL,Private,Recreation,32.15539547,-89.51679227,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,16,Less than 25 feet,NULL,NULL,NULL,Undetermined,65,65,44,6.600000000000001,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06475 Lake Dam,MS06475,NULL,Private,Recreation,31.62116079,-89.01659984,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,19,Less than 25 feet,NULL,NULL,NULL,Undetermined,66,66,45,5.5,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Emmit L Graves Lake Dam,MS06152,NULL,Private,Recreation,31.35166667,-89.44888889,Mississippi,Forrest,NULL,UNT OF CROSS CREEK,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,22,Less than 25 feet,650,NULL,NULL,Undetermined,66,66,NULL,5,NULL,NULL,Uncontrolled,NULL,Low,Fair
02475000,Ms06688 Lake Dam,MS06688,NULL,Private,Recreation,31.9780761,-89.44248722,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,66,66,44,7.4,NULL,NULL,NULL,NULL,Low,NULL
02475000,Ms06628 Lake Dam,MS06628,NULL,Private,Recreation,31.7966821,-89.43148823,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,22,Less than 25 feet,NULL,NULL,NULL,Undetermined,66,66,51,5.3,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06369 Lake Dam,MS06369,NULL,Private,Recreation,31.45503355,-89.06718775,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,66,66,36,7,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06655 Lake Dam,MS06655,NULL,Private,Recreation,32.21815865,-89.46912029,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,67,67,44,6.9,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06677 Lake Dam,MS06677,NULL,Private,Recreation,32.14319286,-89.20510384,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,67,67,37,8.6,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms07195 Lake Dam,MS07195,NULL,Private,Recreation,31.69920602,-89.38102375,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,67,67,43,8.8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms07162 Lake Dam,MS07162,NULL,Private,Recreation,31.44091579,-89.62832014,Mississippi,Jefferson Davis,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,22,Less than 25 feet,NULL,NULL,NULL,Undetermined,68,68,61,5.9,NULL,NULL,NULL,NULL,Low,NULL
02475000,Ms06504 Lake Dam,MS06504,NULL,Private,Recreation,31.58717373,-89.12193056,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,11,Less than 25 feet,NULL,NULL,NULL,Undetermined,68,68,31,8.4,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06631 Lake Dam,MS06631,NULL,Private,Recreation,31.83655658,-89.48472542,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,16,Less than 25 feet,NULL,NULL,NULL,Undetermined,68,68,44,6.8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06681 Lake Dam,MS06681,NULL,Private,Recreation,32.03348599,-89.48274249,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,16,Less than 25 feet,NULL,NULL,NULL,Undetermined,69,69,46,7,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06642 Lake Dam,MS06642,NULL,Private,Recreation,32.02607253,-89.63665168,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,19,Less than 25 feet,NULL,NULL,NULL,Undetermined,69,69,38,5.2,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06456 Lake Dam,MS06456,NULL,Private,Recreation,31.6911805,-89.04645616,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,20,Less than 25 feet,NULL,NULL,NULL,Undetermined,70,70,47,5.8,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Crumpton Lake Dam,MS00519,NULL,Private,Recreation,32.02576369,-89.58586326,Mississippi,Smith,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,70,70,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Willie Fortenberry Lake Dam,MS00739,NULL,Private,Recreation,31.55045145,-89.64979949,Mississippi,Jefferson Davis,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,70,70,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,L D Emmons Pond Dam,MS02399,NULL,Private,Recreation,31.504772,-89.34521627,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,70,70,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Vernon Mcdonnell Pond Dam,MS02178,NULL,Private,Recreation,31.32530202,-89.04936387,Mississippi,Perry,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,16,Less than 25 feet,NULL,NULL,NULL,Undetermined,70,70,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,Fair
02475000,Morgan Pond Dam,MS02365,NULL,Private,Recreation,31.73781652,-89.19643578,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,70,70,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Charles Pickering Catfish Ponds,MS02374,CHARLES PICKERING,Private,Other,31.695152999999998,-89.384777,Mississippi,Jones,HATTIESBURG,TR- SMITH CREEK,NULL,Earth,10,Less than 25 feet,1000,9200,1971,1970-1979,70,70,70,NULL,NULL,36,Uncontrolled,18,Low,Not Rated
02475000,Ms07181 Lake Dam,MS07181,NULL,Private,Recreation,31.70586116,-89.58454822,Mississippi,Covington,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,22,Less than 25 feet,NULL,NULL,NULL,Undetermined,71,71,47,5.100000000000001,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06571 Lake Dam,MS06571,NULL,Private,Recreation,31.83356797,-89.253297,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,19,Less than 25 feet,NULL,NULL,NULL,Undetermined,71,71,39,5.5,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms05506 Lake Dam,MS05506,NULL,Private,Recreation,31.356769999999997,-89.44695,Mississippi,Forrest,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,17,Less than 25 feet,NULL,NULL,NULL,Undetermined,71,71,49,6,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms06729 Lake Dam,MS06729,NULL,Private,Recreation,31.851710830000002,-89.24491182,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,7,Less than 25 feet,NULL,NULL,NULL,Undetermined,71,71,35,14.1,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Ms06505 Lake Dam,MS06505,NULL,Private,Recreation,31.58838868,-89.12676468,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,71,71,42,7.4,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Sanderson Lake Dam,MS02040,NULL,Private,Recreation,31.52529233,-88.83749965,Mississippi,Wayne,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ishee Lake Dam,MS01161,NULL,Private,Recreation,31.97602926,-89.14258697,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,10,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Burgin Lake Dam,MS01159,NULL,Private,Recreation,32.00040689,-89.06579909,Mississippi,Jasper,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,15,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Mohlenoff Pond Dam,MS02171,NULL,Private,Recreation,31.38472222,-88.86222222,Mississippi,Perry,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,14,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Ms06383 Lake Dam,MS06383,NULL,Private,Recreation,31.52171391,-88.86260448,Mississippi,Wayne,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,13,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,31,7.7,NULL,NULL,NULL,NULL,Undetermined,NULL
02475000,Graftons Lake Dam,MS00995,NULL,Private,Recreation,31.67889814,-89.20938135,Mississippi,Jones,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Brownley Lake Dam,MS00594,NULL,Private,Recreation,31.76806928,-88.92994201,Mississippi,Wayne,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Low,NULL
02475000,Mcarthur Lake Dam,MS02487,FORREST COUNTY BOARD OF SUPERVISORS,Private,Recreation,31.25881979,-89.27171654,Mississippi,Forrest,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,72,72,NULL,NULL,NULL,NULL,Uncontrolled,NULL,Undetermined,NULL
02475000,Mchard Lake # 1 Dam,MS07352,SAMUEL McHARD,Private,Recreation,31.550277780000002,-89.29277778,Mississippi,Jones,NULL,LEAF RIVER,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,28,25-50 feet,300,12000,2017,Since 2000,73,73,52,7.94,1.16,131,Uncontrolled,NULL,Low,NULL
02475000,Ms07193 Lake Dam,MS07193,NULL,Private,Recreation,31.67755714,-89.4970979,Mississippi,Covington,NULL,NULL,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Earth,12,Less than 25 feet,NULL,NULL,NULL,Undetermined,73,73,32,7.9,NULL,NULL,NULL,NULL,Undetermined,NULL
