SITENO,TOT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STRM_DENS,SINU,TOT_BFI,TOT_EWT,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_IEOF,TOT_CONTACT,TOT_RF7100,q_mean,FDC_slope,mean_hf_date,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q,mean_cfs,CV,skew,kurt,ar1,amplitude,phase
02371500,0.003348,1251.55,1,1.55,41.44,-13.33,191.01,4.7,12.55,8.3,96.22,438.13,1.126680038,1.621555157,70.60465116,0.07,3.966,2.720930233,4.299145299,5.88372093,17.52173913,0,579.29,0.61,0.51,0.3,0.907,0.49,58.941
02372250,0.002692,939.83,0.82,1.63,38.79,-12.27,178.7,3.74,12.71,6.87,34.87,452.81,1.148612544,1.459459867,68.74418605,0.08,3.946,2.534883721,3.990825688,6.372093023,14.27007299,0,537.44,0.6,0.52,0.32,0.87,0.45,59.187
02374500,0.004113,413.29,0.91,1.07,43,-10.69,209.41,4.15,12.42,5.22,35.4,501.88,1.424997135,0.706453818,70.6744186,0.36,3.818,1.511627907,1.738461538,0.976744186,7.071428571,0,266.03,0.42,0.47,0.34,0.692,0.37,57.725
02375500,0.003814,9373.12,0.94,1.01,45.03,-12.41,230.24,4.03,12.51,6.69,44.93,491.22,1.400227953,1.064651861,72.04651163,0.24,4.41,0.744186047,5.65625,3.302325581,8.978873239,0,5686.88,0.5,0.47,0.28,0.951,0.51,62.56
02381600,0.021525,11.15,1.08,1.1,63.84,-9.42,456.67,7.16,10.88,4.46,50.8,303.47,1.383509778,0.840503265,77.71428571,0.21,3.64,3.095238095,1.423076923,3.595238095,8.350993377,0,15.97,0.48,0.49,0.38,0.469,0.38,70.535
02383500,0.014267,2164.45,1,1.41,59.6,-17.57,398.13,6.13,11.61,6.28,116.32,305.92,1.577653693,1.006561832,77.11904762,0.36,4.45,0.380952381,2.0625,0.5,8.476190476,0,1389.6,0.44,0.39,0.21,0.876,0.62,65.231
02384540,0.04962,24.99,1.13,1.45,54.93,-37.19,412.83,4.75,9.51,5.31,23.46,347.19,2.036621772,1.221734956,63.89189189,0.12,6.724,6.189189189,1.615720524,8.162162162,9.619205298,0,18.49,0.59,0.53,0.38,0.532,0.39,51.324
02387000,0.014332,1855.98,1.04,1.19,49.96,-15.44,358.6,6.32,12.1,6.39,201.22,298.38,1.663113658,1.355024337,70.48837209,0.11,6.836,6.372093023,2.864963504,7.604651163,11.86850153,0,1211.75,0.62,0.56,0.37,0.851,0.48,51.402
02387500,0.01378,4219.22,1.02,1.17,54.93,-15.98,376.8,6.21,11.92,6.45,164.17,301.79,1.617457498,1.060655928,69.02325581,0.26,5.4,1,3.395348837,4.23255814,8.873626374,0,2744.67,0.5,0.45,0.27,0.909,0.6,57.998
02395120,0.006471,74.18,0.87,1.14,50.32,-6.81,297.11,6.2,12.17,8.39,327.83,293.95,1.263665712,0.981860311,68.1627907,0.22,3.724,5.488372093,1.648305085,4.76744186,6.107317073,0,44.07,0.55,0.6,0.44,0.494,0.37,56.025
02408540,0.007961,589.11,0.87,1.32,48.66,-24.15,252.58,5.45,11.92,4.32,80.76,347.82,1.44745304,1.244507613,71.11627907,0.11,4.49,5.046511628,1.686635945,5.558139535,12.52301255,0,402.86,0.58,0.54,0.38,0.516,0.42,62.322
02414500,0.0055,3514.4,0.81,1.09,50.68,-20.86,275.9,5.19,12.49,5.76,108.22,318.72,1.400419817,1.3511017,70.16666667,0.1,4.65,2.071428571,2.965517241,25.61904762,3.234200743,0,2482.56,0.55,0.44,0.27,0.8,0.48,59.148
02415000,0.004891,417.06,0.85,1.25,51.44,-19.06,267.42,5.56,12.1,4.87,91.55,339.03,1.506934938,1.247332442,73.73684211,0.09,4.751,4.921052632,1.56684492,5.710526316,13.61290323,0,302.77,0.58,0.52,0.38,0.514,0.43,64.091
02422500,0.007031,521.96,0.98,1.17,39.92,-13.12,206.24,4.96,12.15,5.29,129.87,384.18,1.143193168,1.043197423,68.52380952,0.2,3.4,4.976190476,1.56937799,2.952380952,9.427419355,0,281.48,0.53,0.55,0.38,0.546,0.46,62.103
02427250,0.002798,707.74,1.04,1.52,33.32,-11.2,149.94,4.09,12.56,9.14,60.29,475.63,1.219650507,1.32207576,64.79411765,0.1,4.8,9.441176471,2.373831776,9.235294118,12.52866242,0,337.66,0.69,0.68,0.51,0.676,0.33,53.586
02430085,0.004901,40.81,1.01,1.28,46.64,-8.14,274.79,6.25,12.69,4,281.61,372.53,1.632081486,1.280492374,58.07142857,0.18,5.43,8.214285714,1.501449275,7.047619048,10.55405405,0,27.04,0.6,0.59,0.43,0.488,0.38,52.647
02430615,0.002653,33.92,1.04,1.12,47.75,-6.38,277.52,5.78,12.37,4,162.08,373.46,1.388375468,0.967749627,61.13333333,0.198,3.62,4.833333333,1.393103448,4.233333333,8.94488189,0,18.42,0.53,0.56,0.44,0.457,0.31,52.672
02448000,0.001871,2212.43,1.11,2.04,31.68,-6.93,154.81,5.74,12.73,13.6,1203.11,389.77,1.292907797,1.899647197,66.2,0.07,6.04,8.425,5.483679525,8.35,19.35928144,0,1068.84,0.71,0.62,0.37,0.906,0.51,59.029
02450250,0.00996,252.02,1.04,1.54,33.61,-9.11,203.82,4.04,12.69,4,38.51,368.61,1.685951608,2.237211328,53.95348837,0.04,6.69,11.30232558,2.796296296,8.255813953,19.37183099,0,167.19,0.73,0.65,0.45,0.503,0.41,51.788
02456500,0.009513,2273.69,0.99,1.45,36.82,-10.21,224.56,4.58,12.21,5.41,139.78,343.67,1.572755174,1.901536708,60.58139535,0.07,5.908,7.023255814,2.701986755,7.488372093,17.08695652,0,1479.12,0.66,0.56,0.35,0.795,0.52,55.537
02464000,0.002356,386.26,0.66,1.48,34.71,-15.98,198.16,5.36,12.48,5.95,166.45,377.81,1.540761541,2.131871612,56.48837209,0.02,6.35,11.58139535,2.554216867,8.697674419,17.29411765,0.388411334,366.16,0.72,0.63,0.43,0.618,0.46,54.083
02464146,0.009825,14.25,0.91,1.46,36.35,-16.9,207.42,5.98,11.64,4.05,111.05,377.35,1.496883605,1.188970095,62.71428571,0.2,5.05,7.6,1.560150376,7.542857143,7.761363636,0,9.65,0.59,0.58,0.41,0.415,0.36,55.849
02464360,0.004465,109.74,0.73,1.05,38.13,-15.78,212.45,6.05,12.83,4.94,128.98,377.22,1.354149555,0.987435089,59.9375,0.21,4.4265,6.53125,1.540669856,4.96875,8.119496855,0,82.76,0.55,0.57,0.41,0.516,0.41,52.671
02465493,0.005068,71.03,0.82,1.32,40.47,-16.77,205.7,5.64,11.98,4.21,62.28,388.47,1.104381407,0.699687511,63.8372093,0.33,2.954,2.046511628,1.761363636,0.418604651,4.611111111,0,38.83,0.43,0.52,0.38,0.575,0.41,52.633
02469800,0.002986,421.98,1,1.53,35.06,-12.39,154.31,4.47,12.35,6.18,28.17,499.76,1.339094556,1.641709362,66.90697674,0.06,5.14,8.465116279,2.343406593,9.162790698,13.02284264,0,231.57,0.67,0.61,0.42,0.668,0.39,59.302
02472000,0.003141,2222.27,1.15,1.17,29.94,-8.36,138,5.1,12.69,7.11,548.87,469.94,1.392362451,1.445821984,63.23809524,0.12,5.9305,7.571428571,3.965408805,7.666666667,15.74534161,0,1096.6,0.68,0.64,0.42,0.858,0.47,56.994
02472500,0.003212,840.6,1.07,1.26,36.35,-9.31,184.91,4.93,12.41,8.17,285.79,520.21,1.344960887,0.691273512,66.33333333,0.35,4.28,4.69047619,2.279187817,0.119047619,5.4,0,433.42,0.52,0.65,0.49,0.755,0.34,57.264
02475000,0.003315,10045.33,1.11,1.57,33.17,-8.81,163.37,5.17,12.63,6.39,372.89,509.13,1.442648631,1.271545418,67.04761905,0.21,5.42,2.571428571,5.212962963,4.333333333,13.14835165,0,5349.29,0.57,0.53,0.3,0.947,0.59,60.571
02475500,0.003858,1114.61,1.15,1.01,30.49,-7.87,138.36,6.5,12.8,7.7,309.51,427.04,1.369762707,1.741470799,60.38461538,0.05,5.95,8.948717949,3.131805158,8.846153846,15.09275362,0.035102499,536.82,0.69,0.62,0.42,0.755,0.44,55.611
02478500,0.00339,7552.22,1.08,1.14,33.01,-8.93,149.94,5.53,12.53,6.43,317.29,469.29,1.403804341,1.500894617,66.53658537,0.15,5.332,1.853658537,6.697368421,5.146341463,16.13744076,0,4008.86,0.58,0.49,0.26,0.959,0.67,60.885
02479155,0.002605,142.05,1.03,1.1,34.88,-11.55,199.43,5.02,12.67,5.41,82.84,566.19,1.5971897,1.321574696,73.30952381,0.14,5.8005,10.28571429,1.837962963,9.761904762,10.46829268,0,90.12,0.66,0.65,0.48,0.471,0.24,55.182
02479300,0.00344,1255.93,1.09,1.72,35.97,-9.54,217.24,4.67,12.49,8.84,309.05,596.14,1.823197071,1.009741452,76.48837209,0.31,6.45,3.11627907,3.119402985,3.046511628,11.03816794,0,858.9,0.55,0.56,0.37,0.865,0.29,67.178
02479560,0.003001,1316.26,0.9,1.15,38.44,-10.74,214.97,6.75,12.54,4.8,105.72,570.11,1.758603012,1.29081434,69.725,0.21,6.24,2.875,3.652173913,6.35,10.37007874,0,1046.32,0.57,0.53,0.33,0.905,0.37,59.785
02481000,0.003326,315.73,1.26,1.22,34.56,-7.59,216.31,4.77,13.17,8.9,255.45,613.33,1.917877852,1.883983877,92.02564103,0.05,8.038,11.30769231,2.496598639,11.92307692,12.26021505,0,196.54,0.72,0.66,0.47,0.672,0.2,61.889
02481510,0.004221,912.02,1.14,1.21,36.77,-8.81,222.61,4.67,12.44,8.9,253.14,602.63,1.783190352,1.30504198,82.23809524,0.15,6.44,6.714285714,2.343971631,8.69047619,10.19726027,0,584.45,0.63,0.6,0.42,0.761,0.26,64.038
02482000,0.001957,2575.14,1.1,1.09,30.11,-6.85,140.19,7.35,12.91,10.21,428.03,403.44,1.23974222,2.763772211,62.58536585,0.02,5.14,4.12195122,8.852071006,5.097560976,31.39712919,0.727928409,1187.39,0.7,0.55,0.3,0.936,0.59,59.174
02486000,0.001945,8642.84,1.05,1.19,26.22,-6.55,120.66,6.2,12.87,10.6,860.85,416.85,1.267373113,2.722855634,61.43589744,0.06,5.36,4.512820513,9.477272727,10.69230769,15.41726619,0,4254.45,0.68,0.54,0.26,0.968,0.65,55.739
02492000,0.002301,2968.01,0.95,1.56,41.64,-6.66,228.32,5.71,12.71,9.63,375.1,567.7,1.623893028,0.66503791,70.27906977,0.47,5.13,2.976744186,2.921875,0.139534884,6,0,2077.95,0.49,0.62,0.45,0.849,0.35,59.878
03010500,0.01879,1160.7,0.82,1.11,39.87,-47.12,233.31,2.85,11.05,2.3,42.02,95.94,1.684634193,1.323310902,66.88372093,0.13,5.746,1.651162791,2.366197183,5.88372093,11.95256917,0,978.93,0.54,0.42,0.24,0.903,0.53,59.33
03010655,0.018568,218.66,0.86,1.31,38.25,-52.26,203.31,1.94,11.13,4.15,48.58,88.35,1.499542821,1.473529194,70.13953488,0.1,4.828,2.837209302,2.303278689,5.604651163,14.7219917,0,156.43,0.56,0.45,0.27,0.81,0.47,62.104
03011020,0.016773,2969.63,0.71,1.03,39.35,-41.33,226.95,2.73,11.13,3.17,52.92,95.35,1.650250876,1.337380584,66.97674419,0.15,5.42,1.441860465,2.516129032,5.581395349,11.8375,0,2808.34,0.52,0.41,0.23,0.889,0.55,57.92
03011800,0.018605,79.01,0.79,1.14,42.1,-37.61,261.94,3.68,12.05,1.98,34.28,106.08,1.927183699,1.205878814,65.74418605,0.21,5.84,2.139534884,1.597826087,6.348837209,9.461538462,0,78.91,0.51,0.42,0.26,0.717,0.49,55.64
03015500,0.007575,574.25,0.69,1,40.42,-30.42,264.08,2.65,12.15,4.7,148.09,117.77,2.027094556,1.261889134,59.41860465,0.21,7.14,3.651162791,1.98089172,6.790697674,10.26369863,0,652.95,0.55,0.48,0.29,0.782,0.47,47.581
03020500,0.008915,562,0.72,1.06,39.43,-31.62,256.51,2.5,12.04,5.1,230.35,116.19,1.868855932,1.136394085,66.28571429,0.18,6.31,5,1.447619048,6.523809524,10.2189781,0,559.69,0.54,0.48,0.31,0.665,0.44,54.979
03021350,0.001874,138.75,0.56,1.31,38.15,-22,249.14,2.39,11.78,3.37,293.4,120.71,2.223261382,1.331311193,51.09302326,0.11,8.288,8.186046512,1.673295455,9.162790698,10.39593909,0,225.81,0.61,0.54,0.35,0.605,0.43,37.267
03024000,0.008318,2221.64,0.83,1.13,36.8,-25.59,221.81,3.37,11.95,3.67,186.28,118.43,1.896624005,1.362424791,58,0.16,5.48,0.302325581,2.230769231,4.88372093,13.80952381,0,2066.83,0.49,0.32,0.16,0.913,0.67,45.91
03026500,0.013602,18.38,0.9,1.23,41.96,-30.76,263.6,4,10.97,1,26.82,109.31,1.793489335,1.36283471,68.8372093,0.1,5.688,3.581395349,1.603896104,7.11627907,10.69281046,0,14.85,0.55,0.45,0.28,0.665,0.41,58.985
03028000,0.018547,147.19,0.88,1.09,42.92,-41.04,272.78,3.45,11.46,1.42,28.22,109.94,1.88542764,1.253210528,68.9047619,0.18,5.9,2.238095238,1.670212766,7.214285714,8.927392739,0,128.21,0.52,0.43,0.26,0.75,0.47,58.48
03032500,0.011158,1147.13,0.83,1.36,39.54,-19.26,241.32,3.59,11.91,3.47,109.78,114.51,1.672167463,1.310520178,71.20930233,0.14,5.48,3.813953488,1.737804878,6.860465116,10.31864407,0,943.37,0.55,0.46,0.28,0.751,0.46,59.727
03049000,0.009617,308.84,0.87,1.14,35.74,-14.47,178.16,2.27,11.96,2.36,99.18,116.53,1.349338569,1.45731589,69.78947368,0.08,4.831,6.026315789,1.834061135,9,10.07602339,0,196.55,0.6,0.51,0.32,0.675,0.44,60.056
03049800,0.010877,13.79,0.87,1.15,35.07,-23.51,157.76,2,11.41,2.7,55.97,114.08,1.052457179,1.600829628,80.76744186,0.04,3.954,9.162790698,1.781725888,15.37209302,7.26172466,0.108245782,6.91,0.65,0.57,0.38,0.48,0.31,63.102
03050000,0.022505,415.91,0.85,1.15,33.7,-27.8,299.81,2.83,10.99,2.91,16.82,136.3,1.892163029,1.632240281,71.37142857,0.04,6.64,7.285714286,1.603921569,9.6,10.88988095,0.383321599,376.23,0.63,0.52,0.33,0.573,0.46,64.667
03050500,0.021181,605.74,0.85,1.64,33.22,-27.12,281.07,3.06,11.13,3.36,26.83,132.71,1.867110714,1.608183899,74.30434783,0.04,6.922,8.130434783,1.705882353,8.869565217,11.73039216,0.238095238,542.27,0.63,0.52,0.33,0.675,0.44,66.254
03051000,0.019739,982.31,0.9,1.2,32.62,-24.03,266.82,3.42,11.25,3.5,49.85,130.7,1.930622555,1.527590135,69.88095238,0.05,6.93,6.80952381,1.737762238,8.833333333,11.02695418,0.065189048,857.83,0.61,0.5,0.3,0.695,0.49,62.061
03054500,0.017734,2240.35,0.94,1.13,31.02,-22.74,247.59,3.51,11.47,3.48,86.37,131.84,2.030515759,1.56159275,66.06976744,0.07,6.98,5.069767442,1.665137615,8.093023256,11.7183908,0,1990.4,0.59,0.46,0.28,0.715,0.51,58.681
03065000,0.02673,641.61,0.71,1.12,36.37,-25.97,244.19,3.19,10.81,4.29,43.22,136.53,2.247707266,1.312283721,69.92307692,0.12,7.526,4.794871795,1.43315508,8.615384615,9.047619048,0,826.44,0.56,0.47,0.29,0.629,0.46,63.083
03066000,0.009296,171.05,0.76,1.22,38.8,-16.41,267.68,4.15,12.49,2.87,277.93,130.84,2.350398305,1.280745095,69.85714286,0.15,7.9205,3.404761905,1.706293706,7.761904762,9.478527607,0,216.45,0.55,0.45,0.28,0.706,0.46,61.993
03069000,0.0248,388.3,0.71,1.35,34.68,-34,265.42,2.87,11.12,3.58,17.57,139.7,2.57217431,1.096144958,72.33333333,0.23,8.44,4.166666667,1.4,6,8.638888889,0,572.95,0.53,0.47,0.31,0.612,0.4,60.795
03069500,0.025376,1355.24,0.73,1.01,36.22,-26.56,256.43,3.21,11.11,3.8,62.08,136.48,2.418850048,1.279011177,71.81395349,0.15,7.99,4.348837209,1.486631016,8.046511628,8.910404624,0,1833.75,0.55,0.46,0.29,0.617,0.45,64.419
03070000,0.023317,1826.53,0.76,1.14,36.12,-29.69,259.87,3.09,11.23,3.56,49.59,135.93,2.456369113,1.406365893,67.86666667,0.12,8.1,4.266666667,1.4375,7.266666667,11.36697248,0,2426.71,0.56,0.45,0.27,0.619,0.48,59.635
03070500,0.010963,421.42,0.81,1.09,34.78,-18.41,227.57,2.1,12.19,3.06,74.69,117.47,1.975091265,1.535079497,63.4047619,0.08,6.8,5.476190476,1.47826087,8.880952381,10.92493298,0,418.3,0.59,0.47,0.28,0.661,0.53,56.533
03075500,0.004241,242.85,0.69,1.45,39.11,-14.87,295.55,2.79,12.65,1.39,59.57,125.1,2.237457498,1.458852228,67.41860465,0.13,7.69,5.093023256,1.547945205,8.674418605,10.31367292,0,319.88,0.58,0.47,0.27,0.69,0.5,61.145
03076600,0.012428,92.53,0.72,1.21,39.76,-20.88,291.14,2.37,11.06,1.05,18.08,123.21,1.781610952,1.488142154,69.97674419,0.12,6.19,4.534883721,1.958974359,8.023255814,11.54492754,0,93.48,0.59,0.49,0.29,0.741,0.54,64.547
03078000,0.007193,93.15,0.56,1.57,40.66,-15.77,267.28,2.81,11.44,1.24,37.28,111.46,1.839575931,1.547406936,68.41860465,0.09,6.208,4.465116279,1.619791667,8.604651163,10.97567568,0,125.23,0.58,0.46,0.28,0.659,0.55,63.276
03079000,0.012378,735.19,0.74,1,39.29,-14.01,254.27,2.33,11.46,2.3,57.89,108.23,1.69370901,1.454681971,70.30232558,0.13,5.676,4.674418605,1.68159204,7.813953488,10.75595238,0,685.75,0.57,0.48,0.29,0.672,0.52,64.159
03109500,0.005884,1004.49,0.79,1.08,36.26,-16.01,128.83,2.21,12.86,3.01,199.84,114.36,1.04950971,1.28610577,77.11627907,0.11,3.52,4.279069767,1.875,7.023255814,9.768211921,0,557.04,0.56,0.49,0.31,0.731,0.5,68.939
03111500,0.007419,233.18,0.73,1.62,40.49,-19.82,154.16,1.93,12.14,4,107.28,117.32,1.042734161,1.123796722,81.37209302,0.17,2.94,2.953488372,1.362204724,4.255813953,7.366120219,0,136.06,0.49,0.45,0.29,0.588,0.47,75.017
03114500,0.008072,993.61,0.84,1.01,23.57,-20.35,106.23,3.27,12.61,4.95,250.18,124.31,1.385677923,2.090088932,72.59259259,0.02,5.97,13.96296296,1.960212202,11.59259259,12.41853035,0.983673055,673.14,0.71,0.61,0.4,0.551,0.44,54.754
03140000,0.006768,47.28,0.66,1.16,38.13,-20.33,134.26,2.09,12.59,6.32,200.84,121.55,1.053635785,1.807869987,82.90697674,0.03,3.6,8.790697674,1.814814815,11.13953488,11.26931106,0.038204394,30.73,0.67,0.59,0.41,0.469,0.37,69.828
03144000,0.004875,291.29,0.8,1.5,36.9,-18.51,126.94,3.06,12.51,3.56,167.32,123.99,1.106333652,1.664265709,78.69767442,0.06,4,8.348837209,1.966573816,8.395348837,13.7534626,0,164.45,0.65,0.58,0.39,0.596,0.41,73.085
03155500,0.00885,1139.03,0.97,1.6,21.25,-16.18,95.94,3.52,12.68,5.12,418.14,125.46,1.169853315,2.101536693,59.07142857,0.01,5.088,13.07142857,2.054644809,10,14.3,1.662429102,562.32,0.71,0.6,0.39,0.549,0.44,52.749
03159500,0.005489,2297.52,0.94,1.16,32.42,-14.78,116.08,2.33,12.9,4.72,267.92,124.44,1.097290672,1.568975195,79.11627907,0.09,4.108,6.488372093,2.326164875,5.88372093,16.37549407,0,1098.38,0.61,0.53,0.32,0.82,0.57,75.172
03159540,0.005383,412.41,1.03,1.23,28.88,-14.33,108.74,2.8,13.36,6.3,1240.14,125.3,1.086198827,2.157974092,65.85714286,0.01,4.65,13.35714286,2.060606061,10.95238095,13.72391304,2.522816167,178.15,0.73,0.64,0.45,0.586,0.39,62.351
03161000,0.010554,439.63,0.82,1.25,58.35,-39.42,444.25,3.96,11.21,3.17,21.45,247.16,2.052669214,0.687408476,85.39534884,0.66,4.63,1.255813953,1.351851852,0.139534884,4.5,0,448.04,0.37,0.42,0.31,0.638,0.26,75.695
03164000,0.019384,2574.31,0.87,1.16,58.55,-43.87,389.13,3.32,11.11,2.79,21.81,199.77,1.628899713,0.780108695,83.39534884,0.47,3.95,1.441860465,1.435483871,0.511627907,5.090909091,0,1973.07,0.4,0.42,0.29,0.713,0.38,75.74
03165000,0.00905,91.71,0.78,1.86,61.54,-28.2,356.46,2.98,11.37,3,28.3,151.75,1.485795306,0.647260226,85.92857143,0.49,3.28,2.642857143,1.216216216,0.214285714,4.111111111,0,71.52,0.38,0.49,0.39,0.438,0.18,75.698
03165500,0.018374,2981.96,0.85,1,58.59,-42.31,380.68,3.27,11.14,2.76,22.56,191.48,1.592340533,0.773553046,83.11111111,0.46,3.78,1.111111111,1.4,1.037037037,3.892857143,0,2276.03,0.38,0.39,0.28,0.761,0.38,74.722
03167000,0.017622,585.05,0.88,2.03,51.1,-33.34,219.43,3.39,11.63,4.07,78.86,123.19,1.013744867,1.017551824,82.53125,0.25,2.9265,2.8125,1.688888889,1.3125,4.880952381,0,276.89,0.48,0.51,0.32,0.667,0.48,74.822
03168000,0.016884,4873.86,0.85,1.02,56.54,-37.85,329.83,3.19,11.29,3.02,32.38,172.04,1.408934734,0.802478252,83.72093023,0.4,3.54,1.534883721,1.484848485,0.744186047,3.46875,0,3298.99,0.41,0.43,0.29,0.711,0.4,75.259
03170000,0.009512,701.23,0.88,1.75,49.93,-32.65,236.37,3.23,11.24,3.23,32.74,151.98,1.141301496,0.778261616,86.27906977,0.33,2.66,1.930232558,1.289156627,0.76744186,5.878787879,0,373.87,0.4,0.44,0.32,0.596,0.32,77.846
03173000,0.023626,708.11,0.91,1.22,46.15,-36.72,180.96,3.03,11.11,3.18,45.62,119.91,1.051393187,1.416246719,78.06976744,0.132,3.5,5.11627907,2.072727273,5.813953488,14.804,0,333.03,0.58,0.54,0.34,0.632,0.47,72.422
03175500,0.032557,436.77,0.76,1.03,46.76,-40.87,213.19,2.84,11.2,2.63,25.61,129.01,1.317602842,1.468128347,75.19047619,0.14,4.24,3.785714286,1.93081761,6.071428571,13.91764706,0,311.07,0.57,0.49,0.29,0.685,0.56,69.266
03179000,0.01708,833.72,0.81,1.51,43.63,-28.44,183.74,2.41,11.41,2.16,30.1,116.35,1.16844133,1.602509327,76.19047619,0.08,4.2,5.952380952,2.164,8.5,12.08683473,0,489.49,0.61,0.53,0.33,0.714,0.54,70.848
03180500,0.021899,274.44,0.79,1.59,36.9,-30.16,235.04,2.94,11.35,3.65,19.63,132.26,1.943880293,1.508131556,68.95348837,0.07,6.768,4.88372093,1.823809524,8.906976744,10.37597911,0.038204394,275.09,0.6,0.49,0.31,0.649,0.49,63.643
03182500,0.016334,792.82,0.58,1.13,39.07,-29.05,240.17,2.49,10.98,1.29,18.5,127.47,1.651519898,1.68201039,69.18604651,0.07,5.94,7.046511628,1.825082508,7.674418605,14.24545455,0,920.48,0.62,0.52,0.33,0.608,0.49,63.572
03183500,0.021702,2269.34,0.69,1.21,40.26,-29.47,213.17,2.31,11.14,3,28.07,123.79,1.512216492,1.736979549,71.90697674,0.07,5.43,6.11627907,1.927756654,6.488372093,17.17204301,0,2037.92,0.62,0.51,0.3,0.695,0.54,65.934
03184000,0.022049,2761.61,0.71,1.05,39.75,-29.55,205.2,2.27,11.21,3.63,28.89,122.05,1.479657434,1.81410225,72.13953488,0.06,5.35,6.511627907,2.082142857,6,19.29844961,0,2365.95,0.62,0.51,0.3,0.718,0.56,66.374
03186500,0.029987,232.77,0.7,1.15,35.57,-40.67,347.34,2.04,10.72,1.8,16.94,153.14,2.54869723,1.379172609,67.37209302,0.08,8.63,5.627906977,1.376033058,8.279069767,10.18258427,0.019102197,345.34,0.58,0.47,0.29,0.594,0.45,57.856
03187500,0.028646,152.9,0.73,1.02,35.07,-46.92,338.6,2.12,11.04,2.79,19.77,158.53,2.674732699,1.287309561,67.775,0.09,8.886,4.55,1.362637363,8.15,9.86809816,0.082141146,227.98,0.57,0.45,0.29,0.625,0.44,56.79
03198500,0.02253,752.32,0.74,1.22,37.82,-52.61,185.23,1.49,11.25,0.47,9.35,136.36,1.331149316,1.524247799,76.53488372,0.1,4.396,4.674418605,1.776119403,7.302325581,11.58917197,0,550.43,0.58,0.49,0.3,0.664,0.55,71.087
03213700,0.023273,1935.75,0.8,1.7,41.69,-50.69,175.58,1.7,10.97,0.76,9.7,135.09,1.150709965,1.32499922,82.53488372,0.12,3.69,3.976744186,1.894736842,5.488372093,12.94067797,0,1143.17,0.56,0.49,0.31,0.716,0.57,77.258
03237280,0.014377,32.69,0.98,1.1,22.6,-36.66,91.22,2,10.96,1,28.7,140.12,1.072679922,3.103435393,71.88095238,0,4.05,13.42857143,2.730496454,9.357142857,18.22391858,10.03911343,14.58,0.74,0.62,0.4,0.437,0.41,69.334
03237500,0.006691,946.02,0.94,1.03,22.4,-9.58,91.16,2.08,12.83,8.21,548.19,139.08,1.18553518,2.203026448,67.34883721,0.01,5.026,15.95348837,2.067055394,11.11627907,14.16527197,4.253422477,485.21,0.76,0.67,0.48,0.411,0.35,65.395
03238500,0.00216,564.91,1,1.84,20.71,-3.76,82.86,2.35,14.36,8.42,3499.31,141.35,1.215314432,2.213268087,73.80645161,0,5.77,19.03225806,2.301694915,14.83870968,13.36956522,8.134605193,279.92,0.82,0.76,0.58,0.405,0.29,68.345
03241500,0.002128,108.1,0.64,1.54,45.46,-3.52,149.04,2.44,13.75,6.74,2471.8,130.81,1.079774594,1.430060791,89.6744186,0.06,3.88,6.930232558,1.973154362,5.139534884,19.54751131,0,74.59,0.63,0.56,0.39,0.675,0.4,77.032
03251500,0.006904,5380.92,0.89,2.44,22.51,-13.36,95.79,2.4,12.38,10.62,272.53,158.6,1.320700067,2.358034092,66.45945946,0.04,4.55,4.594594595,2.535294118,8.189189189,15,0,3252.02,0.6,0.42,0.18,0.858,0.62,61.064
03252500,0.001537,937.02,0.58,1.27,23.8,-3.87,106.24,2.85,12.81,10.73,599.77,168.18,0.967630058,2.333434425,65.33333333,0.01,4.51,11,3.727272727,8.111111111,20.87671233,4.685123213,636.89,0.76,0.65,0.44,0.734,0.44,56.042
03253500,0.005798,6893.94,0.81,2.02,22.41,-10.78,96.23,2.63,12.48,10.75,414.96,160.98,1.309029691,2.187112785,64.78125,0.04,4.81,5.1875,2.421686747,7.875,15.54761905,0,4573.94,0.61,0.46,0.24,0.832,0.56,61.822
03265000,0.001086,902.6,0.69,1.01,30.67,-3.47,94.25,2.71,14.53,4.93,4933.79,137.21,0.992401783,1.51332621,87.39534884,0.06,4.29,10.09302326,2.465437788,7.465116279,16.20249221,0,529.62,0.69,0.65,0.46,0.719,0.34,73.866
03266000,0.001387,1110.3,0.66,1.03,31.97,-3.82,98.82,2.62,14.45,4.92,4360.19,136.83,1.015575294,1.425729321,88.58139535,0.07,4.97,8.860465116,3.089238845,6.488372093,17.6344086,0,700.98,0.66,0.6,0.38,0.866,0.42,76.324
03269500,0.003727,957.92,0.75,1.02,55.28,-8.47,165.55,2.84,13.19,5.52,899.62,127.4,1.122797835,0.672268938,86.58139535,0.39,2.89,1.488372093,1.28125,0,NA,0,583.06,0.38,0.47,0.31,0.687,0.44,82.862
03274000,0.00316,6895.71,0.73,1.04,39.89,-6.6,123.55,2.56,13.67,6.29,2455.7,133.74,1.079293855,1.17630355,81.60465116,0.15,4.01,4.279069767,2.608695652,5.11627907,11.12272727,0,4148.79,0.56,0.52,0.32,0.857,0.49,76.771
