SITENO,TOT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STRM_DENS,SINU,TOT_BFI,TOT_EWT,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_IEOF,TOT_CONTACT,TOT_RF7100,q_mean,FDC_slope,mean_hf_date,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q,mean_cfs,CV,skew,kurt,ar1,amplitude,phase
01013500,0.007765,1492.64,0.66,1.25,53.61,-21.42,300.46,2.32,12.12,1.99,245.11,68.04,1.685611589,1.082873814,115.6046512,0.24,6.018,0.558139535,10.29166667,1.790697674,22.05194805,0,1556.18,0.52,0.47,0.28,0.973,0.58,122.88
01022500,0.005238,647.14,0.77,1.08,50.64,-16.68,366.76,3.87,12.47,1.83,136.11,92.46,1.491858007,1.165103109,74.74418605,0.16,4.77,1.651162791,2.323943662,4,14.04069767,0,512.55,0.51,0.43,0.25,0.878,0.52,64.337
01030500,0.003173,2114.96,0.58,1.22,54.03,-13.14,349.31,4.59,12.66,1.5,523.64,75.7,1.858250876,1.42210884,102.6744186,0.12,6.99,1.465116279,6.746031746,4.139534884,19.87640449,0,2790.24,0.57,0.46,0.25,0.96,0.48,89.692
01031500,0.014582,565.76,0.73,1.03,46,-21.62,336.26,3.3,11.55,2.29,137.57,83.06,1.99597453,1.335734875,108.3488372,0.11,7.62,5.441860465,3.115384615,6.325581395,13.63235294,0,631.62,0.62,0.55,0.35,0.746,0.35,89.44
01047000,0.007922,383.75,0.42,1.1,46.13,-36.68,326.65,3.73,11.15,2.81,82.54,94.69,2.158809296,1.186919485,102.9302326,0.21,8.06,5.953488372,2.54296875,5.953488372,11.3046875,0,798.57,0.59,0.55,0.35,0.71,0.36,98.726
01048000,0.005197,561.91,0.42,1.2,48.88,-34.93,340.22,3.62,11.16,3.28,113.26,92.67,1.974500722,1.222751403,92.44444444,0.18,7.06,5.638888889,2.064039409,5.916666667,12.48826291,0,1079.89,0.59,0.53,0.33,0.715,0.4,94.636
01052500,0.005027,157.16,0.4,1.09,48.36,-50.17,366.77,4.05,10.67,3.7,42.23,98.57,2.252518943,1.144298276,105.1627907,0.27,8.21,5.186046512,2.695067265,7.627906977,7.87804878,0,364.74,0.59,0.56,0.37,0.766,0.41,111.898
01054200,0.019537,69.1,0.38,1.03,47.4,-51.64,366.5,2.03,9.88,0.14,15.51,116.43,2.701303407,1.160673391,102.4883721,0.26,9.91,8.558139535,1.948369565,8.465116279,9.054945055,0,200.04,0.62,0.61,0.43,0.468,0.26,97.65
01055000,0.008394,95.31,0.38,1.12,45.7,-50.38,324.06,2.87,10.34,2.36,23.87,97.97,2.184191659,1.214342148,106,0.18,8.15,7.441860465,2.11875,8.837209302,8.802631579,0,224.24,0.62,0.58,0.4,0.553,0.31,105.47
01055500,0.00179,184.32,0.4,1.31,53.11,-39.74,340.76,3.93,12.05,1.04,133.3,90.88,1.735064486,1.261105542,85.71052632,0.15,5.91,3.210526316,2.901639344,5.236842105,14.44221106,0,323.02,0.57,0.5,0.31,0.84,0.43,82.459
01057000,0.005194,80.86,0.41,1.11,52.02,-56.26,343.64,3.1,11.89,0.01,25.39,91.54,1.764997135,1.246795391,97.3255814,0.09,6.228,5.046511628,2.313364055,6.372093023,12.30656934,0,143.27,0.59,0.52,0.34,0.716,0.39,86.471
01060000,0.002714,272.64,0.75,1.41,58.59,-13.57,356.53,4.56,12.77,1.11,418.05,103.84,1.769419185,1.235903931,80.82142857,0.23,6.5,5.892857143,2.424242424,6.571428571,10.85326087,0,264.06,0.59,0.57,0.37,0.766,0.4,74.303
01064500,0.019268,487.33,0.49,1.26,50.57,-51.34,429.5,2.09,10.37,0.16,20.93,124.07,2.536044572,1.101005698,95.95348837,0.44,8.114,4.23255814,1.774725275,4.186046512,7.266666667,0,1040.19,0.52,0.52,0.33,0.644,0.34,99.594
01073000,0.003998,32.52,1.01,1.29,47.92,-12.66,247.47,3.49,11.94,0.96,39.49,106.54,1.611474053,1.482636801,76.11627907,0.07,5.34,3.395348837,2.143835616,7.930232558,11.6686217,0.044571792,21.14,0.59,0.48,0.3,0.732,0.47,70.501
01076500,0.034559,1058.47,0.65,1.12,49.12,-61.29,350.82,1.78,10.38,0,11.6,106.05,2.207873289,0.993795874,93.23255814,0.32,7.22,4.186046512,1.722222222,5.046511628,7.728110599,0,1470.64,0.53,0.51,0.33,0.672,0.35,94.691
01078000,0.022349,202.25,0.91,1.19,53.74,-54.94,275.29,1.79,11.38,0,23.18,92.12,1.721193251,1.165103109,86.25581395,0.14,6.348,3.651162791,2.719745223,5.302325581,13.00438596,0,156.31,0.57,0.5,0.32,0.834,0.45,83.049
01118300,0.005807,8.61,0.63,1.24,62.29,-21.13,451.31,4,10.87,1.15,64.56,178.62,1.598614454,1.430060791,64.97674419,0.04,4.81,2.465116279,1.405660377,7.604651163,11.26605505,0.146450175,8.97,0.54,0.39,0.24,0.665,0.56,57.605
01121000,0.004415,52.1,0.55,1.24,49.14,-31.06,315.69,4,11.64,2.25,40.13,140.57,1.446428526,1.355024337,77.48837209,0.06,4.36,4.023255814,1.473988439,8.348837209,9.462395543,0.101878383,55.79,0.56,0.45,0.3,0.6,0.45,60.746
01123000,0.001452,34.43,0.41,1.22,50.1,-30.82,328.62,4.03,12.25,2.42,50.29,149.84,1.658573066,1.222227396,72.74418605,0.2,4.84,3.279069767,1.404255319,6.186046512,9.353383459,0,56.87,0.52,0.45,0.29,0.621,0.47,64.242
01127000,0.008101,1475.17,0.8,1.08,52.94,-22.31,344.93,4.02,11.97,1.85,75.12,145.38,1.821052531,1.175546114,71.41860465,0.17,5.32,0.488372093,1.523809524,7.674418605,7.124242424,0,1369.4,0.48,0.35,0.19,0.901,0.66,63.138
01134500,0.009262,86.37,0.41,1.12,47.03,-35.6,302.64,2.24,10.81,1.79,84.74,90.15,1.887798153,1.058589925,96.06976744,0.21,6.52,4.093023256,2.255681818,7.581395349,6.512269939,0,161.17,0.55,0.52,0.34,0.748,0.36,99.039
01137500,0.017214,113.86,0.48,1.38,47,-40.79,405.18,1.9,10.28,0.31,16.27,125.31,2.291285578,0.961350121,100.7209302,0.462,7.288,4.813953488,1.623188406,2.860465116,5.756097561,0,223.24,0.51,0.53,0.34,0.611,0.33,106.156
01139000,0.007725,113.92,0.44,1.3,48.41,-32.92,244.3,2.02,10.99,1.86,33.28,79.23,1.575208532,0.959051354,95.20930233,0.26,4.77,2.046511628,1.840909091,4.720930233,6.467980296,0,167.12,0.48,0.45,0.29,0.745,0.44,99.116
01139800,0.013644,12.46,0.5,1.34,49.49,-48.25,251.09,2,9.82,2.05,17.32,81.17,1.694989494,1.099319975,99.23255814,0.23,5.25,1.465116279,1.920634921,6.348837209,6.413919414,0,17.11,0.49,0.42,0.24,0.731,0.54,99.774
01142500,0.020423,55.33,0.69,1.86,47.9,-52.3,231.37,2,10.72,2.91,42.14,81.21,1.75489462,1.024467467,92.97674419,0.18,5.54,2.511627907,2.055555556,5.186046512,9.295964126,0,57.29,0.51,0.46,0.29,0.754,0.49,92.462
01144000,0.025136,1184.75,0.66,1.14,48.72,-49.32,282.58,1.95,10.58,2.17,24.19,89.86,1.852851958,1.067219752,91.44186047,0.24,5.83,2.627906977,1.831858407,4.674418605,9.402985075,0,1347.2,0.51,0.46,0.29,0.746,0.48,89.645
01162500,0.00216,27.78,0.52,1.48,46.69,-20.88,266.71,2.63,12.03,0.92,105.94,107.74,0.722447628,1.316875467,85.81395349,0.04,2.4,2.325581395,2.5,5.88372093,13.70750988,0.070041388,37.08,0.56,0.44,0.26,0.872,0.47,68.167
01169000,0.020852,168.33,0.72,1.25,45.51,-36.28,329.88,2.28,10.95,2.63,46.93,115.96,2.178806113,1.129464304,82.55813953,0.2,7.198,4.906976744,1.639810427,7.325581395,9.06984127,0,207.85,0.56,0.51,0.34,0.579,0.38,77.815
01170100,0.018454,106.75,0.98,1.29,45.69,-35.99,307.33,2.04,11.28,1.68,33.68,117.81,2.085455587,1.157767414,82.18604651,0.2,6.95,4.069767442,1.537142857,6.813953488,9.518771331,0,93.09,0.54,0.47,0.31,0.619,0.42,77.969
01181000,0.015087,170.35,0.69,1.12,43.37,-39.84,311.03,2.77,11.02,2.7,58.24,148.59,2.067296402,1.224815024,77.95348837,0.14,6.83,5.279069767,1.669603524,7.255813953,10.95192308,0,207.37,0.58,0.51,0.34,0.542,0.34,70.763
01187300,0.011467,41.86,0.77,1.07,44.56,-39.34,288.57,3,10.89,3.42,80.88,148.13,1.970801019,1.421222317,78.6744186,0.06,6.72,6.697674419,1.673611111,8.325581395,11.52513966,0,43.41,0.62,0.53,0.37,0.537,0.32,59.7
01195100,0.00318,18.87,1.19,1.18,47.57,-15.72,348.39,4,11.72,1,39,161.64,1.504512855,1.581416915,64.90243902,0.04,4.78,4.292682927,1.517045455,8.195121951,12.29464286,0.494156928,9.75,0.59,0.45,0.29,0.558,0.48,57.235
01197500,0.010468,432.73,0.6,1.24,44.84,-30.82,287.27,2.49,11.43,2.51,93.68,129.08,1.875761859,0.926595245,79.39534884,0.34,5.42,0.697674419,2.3,3.534883721,7.125,0,557.65,0.45,0.4,0.25,0.896,0.43,68.894
01200000,0.012387,401.24,0.76,1.23,51.57,-30.05,295.49,2.64,11.09,3.1,51.87,128.25,1.555763799,1.235741707,72.89473684,0.13,4.6475,1.710526316,2.123076923,4.710526316,14.48044693,0,334.99,0.52,0.41,0.26,0.829,0.48,63.327
01321000,0.009519,845.7,0.67,1.13,48.8,-25.92,364.49,2.54,11.3,1.24,35.98,111.35,2.256407514,1.119497426,85.11627907,0.2,7.696,3.093023256,2.308270677,5.860465116,10.29761905,0,1166.81,0.54,0.47,0.29,0.808,0.48,80.092
01333000,0.005845,44.48,0.4,1.24,47.02,-28.6,290.21,1.36,10.87,0.72,18.34,111.59,1.957589303,1.06541324,76.93023256,0.21,6.04,2.604651163,1.544642857,5.441860465,9.696581197,0,89.14,0.51,0.44,0.27,0.75,0.44,64.812
01334500,0.008288,558.61,0.42,1.18,48.09,-32.02,333.69,1.62,10.67,1.3,52.51,109.6,1.917181152,0.985753244,81.11627907,0.3,5.57,2.11627907,1.318681319,4.604651163,7.752525253,0,1039.6,0.47,0.42,0.26,0.726,0.46,71.427
01348000,0.009166,661.17,0.87,1.04,48.06,-25.61,371.36,2.82,11.35,1.5,101.77,109.62,2.314355952,1.135359595,82.73913043,0.13,7.58,2.956521739,1.852941176,22.43478261,2.625968992,0,717.38,0.53,0.45,0.29,0.759,0.39,70.558
01350000,0.002964,175.41,0.28,1.03,40.22,-33.11,262.08,2.42,10.56,3.22,51.78,105.86,2.012361032,1.397960568,73.8372093,0.1,6.75,5.790697674,1.879518072,6.139534884,15.75,0,506.94,0.62,0.55,0.38,0.526,0.28,64.873
01350080,0.002528,23.73,0.27,1.22,35.89,-22.83,223.87,2.38,10.5,2.77,82.33,88.91,1.419353263,1.511637892,89.21621622,0.08,4.73,4.594594595,1.917647059,5.756756757,17.21596244,0,51.95,0.6,0.51,0.32,0.64,0.37,74.165
01350140,0.002304,13.02,0.28,1.17,36.09,-25.88,223.66,2.97,10.55,3.09,84.75,91.92,1.366714422,1.562362141,75.86046512,0.04,4.63,5.395348837,1.918103448,8.790697674,11.87037037,0,25.71,0.62,0.51,0.34,0.627,0.43,69.203
01365000,0.020253,35.55,0.35,1.15,49.67,-42.75,413.81,2.1,10.14,3.94,31.89,158.69,2.580462273,1.076932297,78.8372093,0.29,7.7,3.186046512,1.598540146,4.76744186,10.3902439,0,108.28,0.52,0.47,0.33,0.642,0.3,66.408
01371500,0.007768,1316.91,0.71,1.3,44.89,-18.75,255.2,2.83,12.11,2.72,560.6,141.96,1.557279847,1.32207576,81.60465116,0.1,5.39,2.674418605,2.765217391,6,13.2751938,0,1180.67,0.56,0.46,0.28,0.859,0.43,61.189
01372500,0.0075,308,0.64,1.41,50.22,-24.5,273.55,2.77,11.98,4.69,120.11,126.17,1.426976759,1.32207576,82.51162791,0.09,4.44,2.023255814,2.022988506,4.744186047,16.42156863,0,280.46,0.54,0.42,0.25,0.825,0.48,64.463
01411300,0,37.18,0.47,1.27,69.11,-3.58,352.06,5.86,13.32,0.99,170.24,173.43,1.232127914,0.723172008,82.20512821,0.37,3.104,0.487179487,1.842105263,0.307692308,9.25,0,40.07,0.38,0.39,0.26,0.853,0.56,72.625
01413500,0.003191,122.2,0.28,1.13,43.14,-37.17,339.05,2.4,10.85,3.59,46.07,104.89,1.86956447,1.228900577,75.88372093,0.15,5.85,2.674418605,1.982608696,4.813953488,14.30917874,0,332.26,0.54,0.46,0.3,0.691,0.38,66.023
01414500,0.001689,17.76,0.27,1.23,46.03,-34.08,390.68,2.92,10.11,3.92,54.87,105.64,2.117852913,1.17630355,73.53488372,0.17,6.2,3.279069767,1.638297872,4.813953488,13.01449275,0,58.11,0.53,0.46,0.32,0.638,0.34,59.379
01415000,0.00376,34.57,0.4,1.16,43.97,-32.51,287.75,2,10.55,2.3,43.26,100.08,1.741433301,1.246375667,73.3255814,0.12,5.4,2.604651163,1.758928571,6.604651163,10.82746479,0,61.97,0.54,0.44,0.28,0.673,0.38,58.987
01421000,0.011308,855.15,0.42,1.04,44.57,-36.44,318.8,2.31,10.72,3.25,54.98,111.56,1.500860872,1.059763393,83.95348837,0.25,4.7,2.953488372,1.937007874,3.697674419,9.13836478,0,1246.15,0.51,0.5,0.32,0.746,0.28,72.085
01423000,0.008399,419.11,0.48,1.12,42.04,-32.4,258.29,2.18,10.88,2.61,56.25,100.13,1.789802611,1.31410776,73.74418605,0.13,5.57,2.627906977,1.796460177,4.790697674,14.77184466,0,632.5,0.54,0.44,0.28,0.75,0.42,60.817
01426500,0.011829,911.35,0.59,1.27,41.54,-33.26,245.04,2.1,10.96,2.53,55.68,101.05,1.418353391,0.953341827,96.72093023,0.21,4.25,1.093023256,3.255319149,6.418604651,5.963768116,0,896.88,0.49,0.45,0.29,0.887,0.27,100.214
01434025,0.018711,4.81,0.48,1.04,47.91,-19.31,486.53,2,9.56,4,21.81,157.03,2.7686564,0.982106969,76.025,0.27,8.69,5.25,1.452380952,5.5,9.086363636,0,11.25,0.54,0.53,0.39,0.516,0.24,56.498
01435000,0.012989,76.22,0.42,1.37,48.64,-27.59,476.45,2.44,10.5,4.06,34.38,167.4,2.730643107,0.934331013,79.76744186,0.39,7.958,4.093023256,1.357954545,3.813953488,9.756097561,0,204.43,0.51,0.5,0.37,0.513,0.25,65.255
01439500,0.009844,205.2,0.67,1.09,48.06,-22.61,338.12,3.07,11.95,6.77,239.4,136.92,2.005698185,1.05087117,83.46511628,0.15,5.87,1.348837209,2.103448276,4.11627907,14.1920904,0,250.74,0.5,0.39,0.25,0.851,0.42,61.827
01440000,0.015343,148.6,0.87,1.06,49.87,-33.52,349.68,2.15,11.2,2.62,121.39,142.56,1.721265202,1.063261722,75.90697674,0.19,4.936,2.488372093,1.551401869,4.302325581,13.29189189,0,120.27,0.51,0.44,0.3,0.669,0.38,64.719
01440400,0.015111,129.71,0.72,1.21,49.63,-26.91,351.76,2.81,11.01,7.95,214.34,139.27,1.997338427,1.084932588,74.34883721,0.2,6.03,2.604651163,1.732142857,4.627906977,12.57286432,0,146.18,0.52,0.45,0.31,0.713,0.35,60.408
01445000,0.009109,59.28,0.71,1.19,57.87,-21.91,311.12,3.22,12.54,0.85,122.24,153.58,1.671396349,1.070963834,90.76190476,0.16,4.6,0.476190476,2.3,4.714285714,10.15151515,0,57.07,0.47,0.35,0.21,0.905,0.37,55.265
01445500,0.005994,178.5,0.64,1.12,57.36,-28.86,306.64,3.17,12.63,2.43,109.31,156.45,1.549599491,0.973030238,90.02325581,0.29,4.32,0.976744186,2.380952381,2.860465116,7.756097561,0,175.93,0.45,0.4,0.25,0.892,0.43,69.588
01451800,0.006194,95.26,0.64,2.43,53.35,-9.08,324.77,3.24,12.11,1.92,92.15,153.27,1.617367081,1.215591359,79.48837209,0.14,5.35,4.860465116,1.928229665,7.441860465,9.125,0,98.64,0.57,0.52,0.35,0.677,0.26,47.959
01466500,0,3.44,0.56,1.37,73.62,-9.71,402.58,5.02,11.76,1,67.12,169.1,0.776423432,0.452845649,91.37209302,0.38,1.52,0.186046512,1.375,0,NA,0,1.91,0.26,0.34,0.22,0.851,0.52,89.359
01484100,0,4.31,0.58,1.14,62.89,-2.13,285.49,4.48,14.39,0,461.03,177.13,1.205995543,0.814682765,82.60465116,0.15,3.01,2,1.441860465,3.23255814,10.81294964,0.050939191,3.64,0.46,0.42,0.32,0.569,0.37,68.363
01485500,0,63.07,0.53,1.08,57.74,-2.69,246.38,4.1,13.97,0.91,308.22,187.09,1.107144858,1.641149224,76.8372093,0.04,3.96,4.88372093,3.071428571,7.837209302,14.29080119,0,53.36,0.64,0.55,0.36,0.799,0.33,46.753
01486000,0,11.02,0.71,1.18,54.44,-2.01,227.05,6.99,14.62,2.63,424.87,189.13,0.843373448,1.485109794,79,0.06,2.84,5.837209302,1.928286853,4.325581395,21.7688172,0,5.37,0.61,0.55,0.37,0.601,0.36,52.58
01487000,6e-05,167.26,0.88,1.25,61.76,-2.04,272.32,4.29,14.49,0,464.9,179.49,1.216953836,0.943179275,80.65116279,0.27,2.98,0.790697674,1.411764706,1.860465116,6.5625,0,94.66,0.41,0.35,0.22,0.816,0.53,68.879
01491000,0.000112,267.44,0.89,1.05,54.98,-2.78,238.1,5.02,14.93,0.9,920.61,173.31,1.235067176,1.279011177,85.11627907,0.1,3.97,3.651162791,1.936305732,5.465116279,13.69361702,0.031836995,151.67,0.56,0.5,0.35,0.712,0.36,63.538
01500500,0.011232,1858.13,0.73,1.02,43.71,-23.99,251.8,2.73,11.3,2.65,105.82,93.73,1.517254762,1.285129477,78.13043478,0.15,4.74,1.043478261,2.458333333,5.695652174,11.08396947,0,1582.09,0.51,0.39,0.21,0.909,0.65,68.319
01503000,0.011156,4161.74,0.72,1.14,43.42,-25.79,244.12,2.53,11.17,2.56,103.57,92.63,1.588615091,1.218353257,75.97674419,0.142,4.94,1.255813953,2.574074074,3.627906977,17.11538462,0,3763.45,0.51,0.41,0.24,0.895,0.55,66.186
01510000,0.007995,281.44,0.74,1.37,46.58,-22.06,258.52,2.12,11.5,3.14,115.36,90.91,1.830995224,1.311871492,71.48837209,0.13,6.07,4.186046512,1.833333333,4.534883721,16.62564103,0,284.93,0.56,0.47,0.3,0.739,0.46,58.838
01512500,0.010736,2922.9,0.76,1.08,46.72,-19.75,257.15,2.24,11.32,3.43,146.46,88.32,1.660019102,1.226604343,71.88372093,0.17,5.55,1.372093023,2.220338983,4.302325581,14.79459459,0,2614.87,0.52,0.42,0.24,0.866,0.56,60.197
01516500,0.009699,19.59,0.62,1.13,34.98,-37.93,145.02,2,10.84,2.41,119.6,81.38,1.014208605,1.789327633,87.5952381,0.03,3.47,8.142857143,2.064327485,8.880952381,14.39410188,0.619295958,13.11,0.68,0.6,0.42,0.499,0.3,66.511
01518000,0.013418,561.93,0.77,1.07,35.59,-44.58,147.38,1.81,11.1,2.31,114.45,78.35,1.569523082,1.580919356,82.18604651,0.11,6.194,6.581395349,2.650176678,5.697674419,18.75510204,0,465.86,0.63,0.55,0.34,0.838,0.41,70.065
01518862,0.013346,163.35,0.7,1.11,35.53,-42.98,141.51,2,11.2,4.17,71.01,81.99,1.15261191,1.728918,71.625,0.04,4.06,6.7,2.205223881,8.675,13.37175793,0,110.28,0.64,0.55,0.35,0.609,0.36,62.466
01520000,0.009798,492.98,0.64,1.05,35.15,-36.85,133.65,1.91,10.91,3.29,78.83,76.26,1.034247055,1.912782485,91.58139535,0.05,4.16,8.465116279,2.725274725,7.976744186,16.23906706,0,328.12,0.67,0.57,0.36,0.808,0.39,68.763
01520500,0.011426,1394.18,0.7,1.06,35.28,-41.34,137.9,1.81,10.93,2.72,98.59,76.29,1.075492861,1.563254072,76.92857143,0.08,4.405,6.464285714,2.966850829,7.142857143,15.085,0,873.95,0.63,0.55,0.33,0.855,0.44,74.344
01531000,0.009841,3907.97,0.6,1.19,36.79,-32.01,135.15,1.82,11.06,2.6,120.37,74.66,1.044921999,1.401206054,76.37209302,0.09,3.8,5.23255814,2.537777778,4.348837209,19.81818182,0,2774.96,0.59,0.52,0.32,0.785,0.46,71.635
01532000,0.016939,441.58,0.79,1.23,36.45,-40.56,166.32,1.35,11.03,3.8,139.85,86.33,1.310049029,1.485109794,91.79069767,0.04,4.51,6.720930233,1.996539792,7.209302326,14.4,0,299.25,0.64,0.56,0.39,0.526,0.29,58.458
01534000,0.011534,759.49,0.74,1.41,42.1,-39.16,213.64,2.66,11.38,3.47,106.38,100.45,1.40240815,1.29081434,79.20930233,0.1,4.61,4.744186047,1.848039216,5.837209302,13.14342629,0,586.77,0.58,0.51,0.34,0.645,0.34,61.569
01539000,0.016099,525.49,0.75,1.13,40.78,-41.93,232.62,2.81,11.25,5.8,84.77,118.67,1.750792104,1.165381961,79.6744186,0.15,5.32,3.255813953,1.728571429,4.813953488,13.44444444,0,503.74,0.54,0.47,0.32,0.649,0.32,59.605
01541000,0.012067,677.03,0.83,1.06,41.95,-16.45,254.93,2.44,12.17,1.92,99.9,113.19,1.686073225,1.197360701,70.20930233,0.21,5.36,3.139534884,1.762962963,6.76744186,8.663230241,0,562.48,0.53,0.47,0.3,0.717,0.48,61.12
01541500,0.012016,723.2,0.75,2.94,45.83,-23.38,275.25,2.22,12.03,2.21,78.41,109.06,1.501635785,1.205878814,74.58139535,0.18,4.79,2.953488372,1.795275591,5.813953488,11.108,0,592.32,0.53,0.46,0.28,0.797,0.54,67.726
01542810,0.02831,12.01,0.88,1.04,38.52,-41.74,229.27,2.25,11.65,1.5,9.24,101.35,1.56292773,1.648691043,69.18604651,0.05,6.06,7.465116279,2.30529595,8.813953488,13.06860158,0.012734798,8.77,0.65,0.56,0.37,0.649,0.36,61.419
01543000,0.024951,613.61,0.87,1.12,39.34,-54.71,234.09,3.02,11.97,2.62,18.6,102.92,1.632285896,1.484249353,70.81395349,0.07,5.79,5.11627907,2.118181818,8,11.40697674,0,470.46,0.6,0.5,0.31,0.722,0.41,61.784
01543500,0.02286,1479.03,0.83,1.25,40.26,-51.22,240.08,3.17,11.94,2.49,25.12,105.4,1.612806749,1.38994629,72.76744186,0.08,5.6,4.093023256,1.971590909,6.697674419,12.98958333,0,1173.18,0.58,0.47,0.29,0.758,0.47,64.168
01544500,0.023394,288.54,0.79,1.25,39.73,-57.09,213.84,1.92,11.75,1.42,15.73,94.61,1.570138809,1.381611987,79,0.09,5.398,3.465116279,2.322147651,6.162790698,14.0490566,0,233.07,0.58,0.48,0.3,0.793,0.43,61.868
01545600,0.013941,63.84,0.51,1.1,42.51,-64.67,235.08,2,11.85,0.89,12.52,101.98,1.45922063,1.398306213,74.25581395,0.07,4.78,2.488372093,2.560747664,5.534883721,14.44117647,0,74.18,0.56,0.46,0.28,0.814,0.45,68.112
01547700,0.014277,65.84,0.57,1.03,54.73,-47.75,309.84,1.94,10.44,1.56,17.65,101.56,1.293549188,1.685765154,80.72093023,0.05,4.63,5.302325581,2.618421053,7.627906977,14.56707317,0,61.14,0.63,0.53,0.34,0.646,0.38,65.921
01548500,0.01701,1067.61,0.69,1.07,37.98,-54.09,180.81,1.77,11.45,2.85,60.88,84.07,1.417991086,1.404368356,80.86046512,0.09,4.87,3.558139535,2.431372549,5.76744186,14.62903226,0,902.86,0.58,0.48,0.29,0.8,0.45,65.563
01549500,0.011442,61.18,0.62,1.25,38.25,-55.65,205.95,1.32,11.65,3.37,91.43,89.18,1.490892709,1.404368356,84.39534884,0.06,4.98,4.674418605,2.273631841,7.23255814,12.36012862,0,60.12,0.61,0.52,0.35,0.676,0.36,60.249
01550000,0.022635,329.58,0.73,1.07,37.29,-58.73,200.81,1.18,11.26,3.45,76.09,90.22,1.648813117,1.29081434,86.02325581,0.1,5.36,4.302325581,1.897297297,6.23255814,12.4738806,0,305.61,0.58,0.5,0.34,0.629,0.33,58.668
01552000,0.017272,829.11,0.73,1.14,37.25,-48.12,199.16,1.26,11.26,3.64,114.9,103.69,1.737625597,1.188787095,83.44186047,0.13,5.446,3.906976744,1.738095238,5.11627907,13.03181818,0,803.39,0.56,0.5,0.35,0.627,0.29,52.839
01552500,0.024582,40.68,0.66,1.28,38.34,-44.23,222.33,1.29,11.51,4,78.94,128.44,1.96489653,1.179669393,84.09302326,0.12,6.01,4.418604651,1.594736842,6.976744186,10.21333333,0,49.72,0.57,0.5,0.35,0.566,0.26,50.195
01556000,0.015362,557.87,0.74,1.59,45.19,-33.24,222.08,2.14,11.61,0.4,61.84,109.57,1.372206304,1.152155278,78.60465116,0.24,4.35,3.790697674,1.785276074,4.837209302,7.288461538,0,423.06,0.53,0.51,0.32,0.682,0.44,71.489
01557500,0.018298,67.22,0.57,1.37,50.54,-43.41,281.08,2,10.72,1,24.16,105.02,1.551546004,1.345590291,75.37209302,0.12,5.22,3.953488372,1.858823529,6.627906977,12.76491228,0,74.89,0.57,0.48,0.3,0.722,0.49,68.492
01558000,0.024331,390.03,0.67,1.37,48.61,-38.8,261.65,2.09,10.91,1.33,33.45,106.86,1.613057625,1.126600225,79.1627907,0.33,4.9,2,1.720930233,2.720930233,5.991452991,0,381.57,0.49,0.46,0.28,0.72,0.49,71.83
01559000,0.016404,1438.64,0.68,1.01,48.26,-34.21,238.54,2.2,11.39,1.29,52.73,107.7,1.328226679,1.05921946,80.44186047,0.3,3.95,2.093023256,1.655555556,3.023255814,2.961538462,0,1151.25,0.48,0.47,0.28,0.737,0.48,72.564
01560000,0.015486,393.9,0.88,1.11,40.98,-21.23,199.02,2.33,11.66,0.25,66.21,107.28,1.355612862,1.5511617,73.04651163,0.1,4.87,6.325581395,2.242647059,7.488372093,14.3447205,0,247.9,0.63,0.56,0.36,0.675,0.43,67.156
01562000,0.014091,1650.68,0.84,1.41,38.86,-25.99,177.78,2.25,11.5,0.5,45.6,105.96,1.185342884,1.486318837,79.58139535,0.13,4.13,4.720930233,2.310344828,5.395348837,16.17672414,0,947.14,0.59,0.53,0.32,0.745,0.46,73.014
01567000,0.014521,6599.52,0.76,1.02,45.69,-31.18,218.01,2.2,11.4,1.07,52.28,110.82,1.238850048,1.223310114,80,0.2,4.03,2.534883721,2.550458716,4.651162791,8.845,0,4395.62,0.52,0.48,0.28,0.861,0.51,71.907
01567500,0.01493,32.15,0.81,1.29,48.47,-33.2,246.47,1.81,11.18,2.09,116.69,119.44,1.262366762,1.080446435,76.34883721,0.23,3.848,4.790697674,1.825242718,4.720930233,7.197044335,0,20.36,0.55,0.57,0.4,0.519,0.29,69.92
01568000,0.011764,419.92,0.78,1.4,49.91,-35.73,253.45,1.91,11.56,0.83,55.32,120.97,1.386416428,1.336996057,82.65116279,0.13,4.48,5.372093023,1.844155844,6.627906977,12.13333333,0,304.17,0.59,0.54,0.36,0.607,0.36,66.538
01574000,0.006678,1060.25,0.8,1.15,51.46,-10.46,222.08,2.4,12.44,3.67,331.63,133.74,1.225877109,1.389811664,75.90697674,0.08,4.398,8.209302326,1.875354108,7.627906977,12.30182927,0,665.22,0.63,0.58,0.4,0.607,0.32,56.4
01580000,0.005466,204.92,0.83,1.44,63.5,-18.85,262.61,2.1,11.83,3.39,89.37,145.2,1.295579752,0.679363532,83.20930233,0.38,3,1.860465116,1.2125,0.302325581,10.61538462,0,130.77,0.39,0.45,0.34,0.481,0.31,74.752
01583500,0.006749,125.95,0.77,1.45,64.46,-19.43,261.11,2.42,12.14,4.19,84.63,145.71,1.086226679,0.664017852,81.6744186,0.31,2.45,1.720930233,1.135135135,0.720930233,7.064516129,0,72.6,0.39,0.43,0.34,0.449,0.28,70.528
