SITENO,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_NO10AVE,TOT_NO200AVE,TOT_NO4AVE,TOT_OM,TOT_PERMAVE,TOT_ROCKDEP,TOT_BDAVE,TOT_AWCAVE,TOT_WTDEP,TOT_SALINAVE,TOT_pH,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_KFACT,TOT_KFACT_UP
08070000,30.19,30.3,39.51,94.83,57.5,96.02,0.41,2.72,60,1.45,0.14,3.19,22.63,5.71,0.35,0,0,38.81,0,0.94,29.89,0,30,0,0.29,0.29
08070200,32.25,28.04,39.71,94.95,57.35,96.18,0.39,2.69,60,1.47,0.14,2.91,21.83,5.7,0.29,0,0,37.49,0,3.3,29.89,0,29.03,0,0.29,0.3
08079600,38.35,34.32,27.32,94.48,68.74,96.47,0.68,1.42,58.39,1.48,0.14,5.87,178.82,8.03,0.75,0,0,51.82,0,0,15.25,0,32.18,0,0.31,0.3
08082700,41.44,41.02,17.53,95.24,78.55,97.22,0.88,0.4,58.75,1.52,0.14,6,334.16,8,0,0,0,7.7,0,0,69.38,0,22.92,0,0.33,0.32
08085500,42.64,33.75,23.61,90.54,68.74,92.32,0.98,1.18,52.28,1.48,0.14,5.96,204.59,7.91,2.84,0,0,24.89,0,0,54.28,0,17.99,0,0.32,0.28
08086212,45.11,39.88,15.01,89.03,75.58,90.47,1.34,0.68,45.93,1.46,0.13,5.97,331.58,7.9,0,0,0,8.67,0,0,40.24,0,51.1,0,0.31,0.23
08086290,37.72,36.57,25.71,91.73,67.98,92.87,0.99,0.87,44.63,1.49,0.14,5.95,306.88,7.35,0,0,0,10.34,0,0,50.97,0,38.69,0,0.31,0.25
08095000,42.87,36.02,21.1,85.21,66.57,88.64,1.22,0.88,42.98,1.45,0.13,5.94,101.46,7.72,0.03,0,0,19.05,0,0,33.9,0,47.01,0,0.33,0.27
08101000,44.98,38.51,16.5,82.94,69.24,86.71,1.64,0.85,40.51,1.43,0.13,6,69.91,7.97,0.07,0,0,13.67,0,0,35.55,0,50.71,0,0.32,0.26
08103800,48.07,35.76,16.18,81.62,68.35,86.28,1.56,0.83,45.47,1.42,0.12,6,94.71,8.01,0.06,0,0,8.21,0,0,51.79,0,39.94,0,0.32,0.22
08103900,49.07,34.69,16.24,79.1,66.26,84.92,1.44,0.9,36.22,1.41,0.12,6,100,8.11,0,0,0,3,0,0,54,0,43,0,0.32,0.27
08104900,46.82,39.25,13.93,80.75,69.51,85.51,1.84,0.75,36.29,1.43,0.12,5.74,81.51,7.94,0,0,0,5.62,0,0,35.35,0,59.03,0,0.32,0.26
08109700,28.31,25.51,46.17,93.93,50.54,96.11,0.74,3.64,59.8,1.49,0.12,5.67,77.09,6.25,13.39,0,0,32.15,0,0,14.77,0,39.69,0,0.29,0.29
08146000,39.8,43.26,16.94,78.35,64.93,81.42,2.8,0.72,25.9,1.44,0.13,5.99,103.06,7.93,1.27,0,0,8.74,0,0,19.73,0,70.26,0,0.32,0.21
08150000,40.57,46.26,13.17,77.36,67.22,80.16,3.64,0.55,19.12,1.43,0.14,5.96,13.33,8.17,1.35,0,0,4.59,0,0,6.05,0,88,0,0.32,0.2
08150700,40.74,42.47,16.78,77.29,64.2,80.35,3.19,0.76,21.28,1.44,0.13,5.97,28.88,8.05,1.45,0,0,8.49,0,0,10.72,0,79.34,0,0.32,0.2
08150800,40.49,36.37,23.14,79.92,60.78,82.97,2.18,1.02,25.71,1.45,0.12,6,73.13,7.7,2.77,0,0,6.54,0,0,27.32,0,63.37,0,0.31,0.19
08155200,49.04,34.76,16.2,79.07,66.26,84.87,1.45,0.9,36.1,1.41,0.12,6,100,8.11,0,0,0,2.98,0,0,53.72,0,43.3,0,0.32,0.27
08158700,48.97,34.83,16.2,78.93,66.14,84.76,1.44,0.89,36.09,1.41,0.12,6,100,8.11,0,0,0,2.97,0,0,53.73,0,43.3,0,0.32,0.27
08158810,49.02,34.76,16.22,79.02,66.2,84.84,1.44,0.9,36.16,1.41,0.12,6,100,8.11,0,0,0,2.99,0,0,53.87,0,43.14,0,0.32,0.27
08164000,31.87,33.45,34.68,93.9,61.46,95.72,1.03,2.86,57.44,1.51,0.13,5.41,196.92,6.92,2.19,0,0,12.58,0,0,38.57,0,46.66,0,0.31,0.29
08164300,33.96,35.79,30.26,95.18,66.4,96.63,1.1,1.36,54.39,1.5,0.14,5.85,156.57,7.39,0.31,0,0,18.74,0,0,30.68,0,50.27,0,0.32,0.3
08164600,32.13,27.19,40.68,90.11,53.68,91.97,0.75,1.84,60,1.51,0.12,5.1,231.78,6.76,6.34,0,0,6.16,0,0,14.68,0,72.82,0,0.31,0.3
08165300,41.11,46.55,12.34,77.37,67.81,80.89,3.18,0.47,18.18,1.44,0.12,6,91.26,7.94,0,0,0,1.58,0,0,9.99,0,88.43,0,0.32,0.17
08167500,44.48,42.57,12.95,76.46,66.44,80.9,2.32,0.69,25.94,1.44,0.11,6,95.8,7.81,0.49,0,0,6.33,0,0,20.7,0,72.49,0,0.32,0.2
08171000,48.51,35.6,15.89,79.43,66.77,84.87,1.52,0.95,36.17,1.41,0.12,6,100.77,8.06,0.42,0,0,7.06,0,0,46.1,0,46.43,0,0.32,0.26
08171300,47.64,36.79,15.56,78.19,65.95,83.71,1.5,0.91,35.39,1.42,0.12,5.99,101.04,8.01,0.4,0,0,7.03,0,0,44.28,0,48.3,0,0.32,0.25
08172000,44.09,41.55,14.36,82.3,70.5,86.63,1.43,0.89,42.65,1.42,0.13,5.72,115.06,7.87,0.63,0,0,8.91,0,0,31.29,0,59.18,0,0.32,0.27
08175000,29.84,34.44,35.72,94.46,60.69,96.76,1,1.65,58.33,1.51,0.14,5.98,197.67,7.11,7.83,0,0,5.82,0,0,38.8,0,47.54,0,0.32,0.29
08176900,24.9,29.1,46,91.53,49.39,94.08,0.78,1.56,58.85,1.49,0.13,5.84,158.71,7.56,0.53,0,0,25.13,0,0,67.12,0,7.22,0,0.3,0.25
08178880,44.82,44.65,10.53,77.27,69.07,81.02,2.64,0.6,23.82,1.45,0.11,6,91.42,7.67,0.73,0,0,5.67,0,0,12.78,0,80.82,0,0.32,0.2
08189500,30.41,29.51,40.08,89.16,53.5,92.57,0.83,1.11,59.9,1.49,0.13,4.45,318.52,7.84,0,0,0,20.48,0,0,47.82,0,31.7,0,0.31,0.28
08190000,44.42,44.28,11.3,75.12,66.6,79.25,2.98,0.56,20.7,1.44,0.11,6,93.62,7.74,0.05,0,0,4.15,0,0,11.57,0,84.23,0,0.32,0.19
08190500,41.32,37.93,20.74,66.06,53.12,70.16,2.96,1.01,15.15,1.41,0.11,5.99,76.3,8.18,4.51,0,0,0.58,0,0,4.33,0,90.58,0,0.32,0.18
08194200,42.15,40.65,17.2,93.28,77.25,94.87,0.99,0.74,57.22,1.47,0.1,5.99,908.71,7.93,0.13,0,0,11.93,0,0,28.64,0,59.31,0,0.32,0.32
08195000,44.51,44.56,10.93,77.1,68.57,80.91,2.77,0.5,20.47,1.44,0.11,6,97.23,7.61,0.19,0,0,0.39,0,0,16.24,0,83.18,0,0.32,0.2
08196000,45.17,44.51,10.31,75.93,68.03,79.86,2.82,0.49,19.84,1.45,0.11,6,100,7.57,0.14,0,0,0.14,0,0,15.12,0,84.59,0,0.32,0.19
08198500,45.86,43.06,11.08,78.22,69.5,82,2.51,0.65,27.59,1.43,0.11,6,110.05,7.67,0.92,0,0,7.55,0,0,19.14,0,72.39,0,0.32,0.21
08200000,45.94,43.43,10.63,78.33,69.91,82.08,2.54,0.65,27.44,1.44,0.11,6,104.32,7.7,0.99,0,0,8.57,0,0,16.76,0,73.68,0,0.32,0.21
08202700,45.99,42.5,11.52,80.8,71.4,84.39,2.32,0.66,29.7,1.42,0.12,6,112.85,7.62,1.04,0,0,6.36,0,0,26.63,0,65.98,0,0.32,0.24
08205500,44.23,37.26,18.51,80.18,65.2,83.85,1.88,0.98,43.5,1.44,0.12,5.99,181.08,7.69,1.34,0,0,22.02,0,0,34.03,0,42.62,0,0.31,0.23
08267500,52.99,21.38,25.63,57.58,42.8,63.63,0.14,5.03,48.93,1.38,0.09,5.99,0.53,5.23,0,0,0,50.34,0,0,29.75,0,19.91,0,0.29,0.16
08269000,47.78,23.57,28.66,58.62,41.71,64.34,0.17,4.23,50.6,1.39,0.09,5.98,9.84,5.67,0,0,0,54.11,0,0,25.76,0,20.13,0,0.31,0.17
08271000,46.02,21.65,32.33,57.99,39.22,63.67,0.41,4.24,52.49,1.37,0.09,5.98,37.05,5.94,0.09,0,0,54.93,0,0,20.53,0,24.46,0,0.28,0.16
08324000,37.33,19.49,43.18,61.8,35.76,66.54,0.31,3.74,52.82,1.41,0.1,5.79,42.91,6.57,2.96,0,0,67.17,0,0,9.56,0,20.31,0,0.3,0.21
08340500,34.03,23.81,42.17,91.52,52.48,94.06,0.37,2.98,45.96,1.44,0.14,6,202.25,7.93,8.48,0,0,39.51,0,0,10.97,0,41.04,0,0.31,0.27
08377900,43.84,22.73,33.42,62.95,41.56,68.49,0.17,2.96,55.03,1.42,0.1,6,2.03,5.72,0,0,0,73.08,0,0,13.29,0,13.63,0,0.29,0.18
08378500,39.66,24.5,35.84,66.79,42.6,72.05,0.17,2.19,57.34,1.42,0.1,5.95,10.89,5.92,0,0,0,78.78,0,0,7.71,0,13.51,0,0.29,0.19
08380500,41.37,31.14,27.49,74.66,54.43,79.44,0.45,1.86,43.61,1.37,0.12,6,54.97,6.33,0,0,0,35.21,0,0,22.73,0,42.05,0,0.29,0.2
09034900,33.09,12.22,54.69,49.85,22.59,55.41,0.91,8.98,49.41,1.42,0.08,5.12,0,5.11,30,0,0,25,0,0,25,0,20,0,0.45,0.1
09035800,31.89,11.41,56.69,55.27,23.85,60.79,0.52,6.86,50.54,1.47,0.07,5.4,0.48,5.86,21.6,0,0,34.02,0,0,21.99,0,22.39,0,0.32,0.12
09035900,32.48,11.84,55.69,52.84,23.35,58.37,0.7,7.81,50.12,1.45,0.08,5.28,0.3,5.44,25.23,0,0,30.6,0,0,23.13,0,21.04,0,0.39,0.11
09047700,31.85,11.35,56.8,55.2,23.75,60.73,0.52,6.88,50.41,1.47,0.07,5.39,0,5.79,21.88,0,0,33.12,0,0,22.29,0,22.71,0,0.33,0.12
09065500,32.19,12.13,55.68,54.03,23.92,59.67,0.79,7.44,50.55,1.45,0.08,5.32,0,5.59,23.41,0,0,32.54,0,0,22.57,0,21.48,0,0.37,0.12
09066000,31.55,18.6,49.86,60.71,30.71,67.57,2.66,6.08,56.36,1.39,0.09,5.52,0,5.84,10.27,0,0,57.85,0,0,15.14,0,16.73,0,0.38,0.17
09066200,31.82,11.33,56.85,55.32,23.78,60.85,0.51,6.84,50.43,1.48,0.07,5.4,0,5.66,21.69,0,0,33.31,0,0,22.23,0,22.77,0,0.36,0.12
09066300,31.43,11.06,57.51,57.01,24.15,62.53,0.39,6.17,50.74,1.49,0.07,5.49,0,5.97,19.13,0,0,35.87,0,0,21.38,0,23.62,0,0.3,0.12
09081600,38.73,21.17,40.1,58.43,36.03,63.4,0.91,3.13,48.9,1.37,0.1,5.89,12.26,6.51,15.46,0,0,40.48,0,0,34.65,0,9.41,0,0.38,0.18
09107000,29.76,14.04,56.2,57.86,25.34,66.17,0.55,6.77,51.02,1.47,0.1,5.89,82.35,6.08,10.87,0,0,56.87,0,0,20.04,0,12.22,0,0.29,0.16
09132500,39.76,27.82,32.42,67.07,46.85,70.89,0.82,1.79,52.28,1.35,0.12,5.97,18.42,6.77,12.95,0,0,34.61,0,0,46.04,0,6.41,0,0.36,0.21
09210500,51.21,18.65,30.15,66.78,47.32,69.71,0.88,2.98,46.44,1.32,0.12,5.69,79.3,7.48,3.41,0,0,49.74,0,0,19.19,0,27.66,0,0.32,0.23
09223000,50.71,20.18,29.11,68.9,49.81,71.62,0.87,2.9,46.79,1.31,0.13,5.59,86.98,7.54,3.38,0,0,46.01,0,0,18.14,0,32.47,0,0.32,0.23
09251000,37.5,25.03,37.47,77.87,49.9,82.01,0.76,2.54,53.87,1.35,0.13,5.92,63.23,7,3.28,0,0,57.09,0,0,24.32,0,15.3,0,0.31,0.22
09292500,32.33,12.19,55.48,50.82,22.69,57.33,0.78,6.83,50.79,1.46,0.06,5.02,1.91,5.93,22.64,0,0,28.97,0,0,31.18,0,17.2,0,0.25,0.09
09299500,32.36,12.61,55.03,51.62,23.34,58.04,0.73,6.99,52.73,1.47,0.07,5.12,1.39,6,24.08,0,0,30.96,0,0,29.64,0,15.32,0,0.24,0.09
09306242,45.15,20.04,34.81,61.64,40.15,67.61,0.96,2.48,24.7,1.34,0.11,6,89.86,7.75,0,0,0,31.15,0,0,3.36,0,65.49,0,0.37,0.23
09312600,43.99,24.67,31.35,82.85,56.85,86.54,1.16,1.62,40.49,1.33,0.14,5.98,101.4,7.45,0,0,0,40.17,0,0,45.97,0,13.86,0,0.31,0.21
09352900,38.18,16.16,45.66,54.46,30.57,60.73,1.07,2.73,37.42,1.42,0.09,5.99,0,5.45,7.18,0,0,36.88,0,0,8.23,0,47.7,0,0.3,0.16
09378170,41.09,20.5,38.41,61.76,37.98,67.52,0.75,3.07,45.62,1.39,0.11,5.91,221.25,7.67,1,0,0,69.69,0,0,5.35,0,23.95,0,0.27,0.22
09378630,40.25,19.9,39.84,61.76,36.87,68.05,0.75,3.24,46.23,1.4,0.11,5.95,194.16,7.75,1.06,0,0,73.34,0,0,4.44,0,21.15,0,0.27,0.21
09386900,38.51,24.93,36.56,60.37,38.34,67.27,0.51,1.45,52.93,1.43,0.11,5.73,56,6.91,0,0,0,68.44,0,0,26.32,0,5.25,0,0.29,0.27
09404450,45.24,27.09,27.67,73.21,53,76.8,0.87,1.53,36.12,1.26,0.13,6,118.43,7.92,0,0,0,21.01,0,0,41.13,0,37.86,0,0.31,0.22
09430500,33.72,29.56,36.72,63.26,40.5,69.19,0.26,1.68,42.16,1.42,0.1,5.99,26,6.84,0,0,0,40.65,0,0,22.34,0,37.01,0,0.36,0.17
09430600,33.56,31.87,34.58,65.37,42.69,70.49,0.12,2.05,56.94,1.42,0.1,6,79.64,6.99,0,0,0,34.26,0,0,31,0,34.74,0,0.3,0.23
09431500,34.38,30.08,35.55,64.91,42.2,70.64,0.28,1.59,41.46,1.42,0.11,5.99,49.69,7.03,0.12,0,0,35.02,0,0,18.92,0,45.93,0,0.3,0.18
09442692,31.76,27.68,40.54,71.24,42.42,80.44,0.17,2.57,59.53,1.42,0.13,5.88,54.36,7.31,3.37,0,0,42.66,0,0,47.32,0,6.65,0,0.29,0.29
09444500,33.35,28.86,37.79,65.43,40.98,70.56,0.21,2.56,54.05,1.43,0.11,5.93,68.22,7.21,1.04,0,0,42.06,0,0,26.9,0,30,0,0.29,0.23
09447800,34.27,40.14,25.58,63.89,47.49,70.35,0.77,0.31,44.1,1.34,0.1,6,100,7.55,0,0,0,3.55,0,0,35.25,0,61.2,0,0.3,0.13
09480000,31.89,29.61,38.46,68.32,41.96,74.41,0.38,1.14,49.8,1.4,0.14,6,92.28,7.72,0,0,0,11.35,0,0,66.29,0,22.35,0,0.26,0.19
09484000,42.53,18.18,39.31,64.43,39.07,67.56,0.23,1.74,22.77,1.41,0.1,6,25.26,7.24,0,0,0,11.79,0,0,7.55,0,80.66,0,0.27,0.18
09484600,35.69,27.41,36.9,64.47,40.98,72.44,0.39,1.01,44.73,1.36,0.13,6,85.84,7.67,0,0,0,23.98,0,0,40.4,0,35.61,0,0.27,0.18
09492400,45.98,24.07,29.97,67.36,47.22,76.49,0.4,0.27,0,1.35,0.14,6,0,6.69,0,0,0,100,0,0,0,0,0,0,0.47,0.23
09494000,44.09,27.92,27.99,71.99,52.28,80.14,0.31,0.67,44.89,1.41,0.13,6,53.36,6.97,0,0,0,69.11,0,0,28.8,0,2.09,0,0.45,0.26
09497500,38.97,33.12,27.91,75.65,55.08,82.76,0.66,0.69,42.1,1.31,0.11,5.98,61.86,7.13,0,0,0,38.71,0,0,29.79,0,31.51,0,0.39,0.21
09497800,42.34,29.31,28.34,69.17,49.56,79.26,0.06,0.93,57.93,1.5,0.13,6,126.53,7.7,0,0,0,6.77,0,0,48.67,0,44.56,0,0.37,0.19
09497980,34.63,22.54,42.87,69.7,38.23,77.32,0.53,3.03,40.63,1.36,0.1,6,37.39,7.06,0,0,0,24.06,0,0,55.55,0,20.39,0,0.26,0.13
09505200,32.76,37.68,29.57,75.8,53.52,78.6,0.72,1.11,56.23,1.42,0.13,6,61.37,7.57,0,0,0,36.5,0,0,13.52,0,49.98,0,0.31,0.21
09505350,31.85,38.22,29.92,60.81,42.77,63.32,0.72,0.85,57.51,1.41,0.13,6,38.08,7.33,0,0,0,40.02,0,0,6.8,0,53.18,0,0.32,0.2
09505800,31.86,34.46,33.68,67.75,45.63,71.87,0.59,1.51,55.52,1.43,0.12,6,46.6,7.28,0,0,0,54.42,0,0,10.53,0,35.05,0,0.31,0.2
09508300,38.03,22.3,39.67,58.81,35.44,67.44,0.62,2.69,30.64,1.3,0.09,6,5.71,6.75,0,0,0,1.33,0,0,67.42,0,31.25,0,0.21,0.08
09510200,29.86,15.95,54.18,68.48,31.52,72.51,0.34,4.14,33.59,1.34,0.09,6,77.38,7.14,0,0,0,33.2,0,0,24.1,0,42.7,0,0.26,0.14
09512280,28.71,18.75,52.57,75.63,36.43,77.7,0.21,5.23,43.36,1.39,0.11,5.9,102.17,7.49,0,0,0,28.38,0,0,28.78,0,42.85,0,0.26,0.19
09513780,30.56,31.23,38.19,65.72,39.81,84.47,0.19,3.33,43.89,1.44,0.13,6,104.87,7.74,0,0,0,21.66,0,0,19.04,0,59.3,0,0.32,0.18
10023000,49.88,20.5,29.62,63.35,45.31,68.32,0.79,2.29,43.61,1.34,0.11,6,116.72,7.89,0,0,0,61.69,0,0,34.32,0,3.99,0,0.34,0.24
10166430,44.58,27.41,28.01,57.66,41.56,63.73,1.5,1.14,40.7,1.26,0.1,6,104.14,7.37,0,0,0,29.74,0,0,33.84,0,36.41,0,0.3,0.15
10172700,43.81,15.79,40.4,45.2,26.94,50.54,0.98,1.8,15.24,1.36,0.08,6,130.79,8.21,0,0,0,3.81,0,0,12.1,0,84.09,0,0.4,0.14
10172800,42.95,15.78,41.26,45.28,26.59,51.47,1.58,1.64,20.72,1.36,0.09,6,142.58,7.94,0,0,0,12.38,0,0,21.33,0,66.29,0,0.39,0.14
10173450,38.76,22.74,38.5,66.16,40.97,70.95,0.54,2.11,49.71,1.35,0.1,5.99,99.17,7.08,0,0,0,51.27,0,0,32.1,0,16.63,0,0.26,0.23
10205030,39.8,25.72,34.48,72.67,47.68,78.86,1.25,1.94,52.33,1.35,0.12,6,97.17,7.06,4.36,0,0,36.91,0,0,48.22,0,10.52,0,0.29,0.19
10234500,43.33,19.38,37.28,52.5,33.07,58.82,1.05,2.32,54.42,1.4,0.1,6,56.01,6.68,1.7,0,0,78.73,0,0,13.73,0,5.83,0,0.3,0.17
10242000,43.15,32.65,24.2,71.18,54.23,74.71,0.65,0.8,49.77,1.35,0.14,6,28.16,7.42,0,0,0,16.69,0,0,69.82,0,13.5,0,0.29,0.21
10244950,46.67,18.43,34.9,44.26,28.8,51.19,1.66,2.15,30.79,1.25,0.1,5.95,65.94,8.05,0,0,0,23.48,0,0,37.72,0,38.81,0,0.43,0.19
10249300,41.07,22.98,35.95,55.43,35.54,62.88,1.35,1.8,35.42,1.39,0.11,6,11.55,7.04,0.21,0,0,36.8,0,0,19.18,0,43.81,0,0.41,0.16
10258000,25.19,10.18,64.63,56.08,18.79,63.32,0.65,9.12,23.47,1.56,0.06,6,1.98,6.46,14.36,0,0,5.1,0,0,37.86,0,42.68,0,0.23,0.13
10258500,26.52,11.14,62.33,74.78,28.25,83.57,1.02,5.31,17.12,1.54,0.09,6,0.97,6.72,3.57,0,0,8.87,0,0,36.76,0,50.79,0,0.24,0.19
10259000,30.45,10.44,59.11,51.38,20.36,60.35,0.72,6.79,24.41,1.49,0.07,6,3.36,6.5,19.74,0,0,7.91,0,0,12.42,0,59.94,0,0.23,0.14
10259200,29.03,12.2,58.77,72.54,29.71,78.96,1.32,4.56,18.83,1.49,0.09,6,0,6.59,6.21,0,0,13.22,0,0,42.42,0,38.15,0,0.23,0.18
10263500,35.17,12,52.83,47.25,22.31,56.3,0.82,6.3,23.28,1.42,0.07,5.94,0,6.64,17.64,0,0,0.73,0,0,14.95,0,66.68,0,0.25,0.14
10296000,31.66,10.72,57.63,50.53,21.38,57.66,1.55,5.76,46.86,1.22,0.07,5.7,16.03,6.01,0.09,0,0,48.21,0,0,2.37,0,49.33,0,0.24,0.13
10296500,31.35,11.73,56.93,49.37,21.1,59.04,1.35,5.45,43.44,1.27,0.07,5.77,18.37,6.22,0.33,0,0,47.65,0,0,8.31,0,43.72,0,0.26,0.13
10301500,32.56,19.11,48.33,57.8,30.2,68.86,0.75,4.77,38.98,1.41,0.09,5.73,104.51,7.15,2.86,0,0,26.25,0,0,18.85,0,52.03,0,0.32,0.17
10309000,30.77,15.89,53.35,60.42,28.55,68.67,1.52,6.29,35.63,1.25,0.09,5.86,16.36,6.07,1.95,0,0,45.96,0,0,12.19,0,39.89,0,0.27,0.15
10310500,16.99,5.94,77.08,65.33,14.65,82.86,0.98,12.09,28.75,1.49,0.07,5.86,38.84,6.21,12.66,0,0,18.97,0,0,37.41,0,30.96,0,0.21,0.13
10312000,30.42,18.08,51.51,62.6,30.4,72.33,0.99,5.51,37.85,1.38,0.1,5.59,114.55,6.76,4.96,0,0,27.69,0,0,23.88,0,43.47,0,0.29,0.17
10316500,42.23,22.92,34.86,54.98,35.78,61.58,1.37,1.75,36,1.39,0.1,6,0.81,6.81,0,0,0,35.31,0,0,30.46,0,34.23,0,0.4,0.17
10329500,41.99,26.68,31.33,52.77,36.42,60.51,1.43,1.48,41.51,1.35,0.11,5.99,166.23,7.21,0,0,0,39.15,0,0,15.8,0,45.05,0,0.41,0.24
10336645,25.41,6.25,68.34,54.41,17.49,61.44,2.29,4.8,57.49,1.44,0.06,5.55,240.74,6.07,2.98,0,0,72.13,0,0,6.25,0,18.64,0,0.19,0.11
10336660,31.54,10.94,57.52,51.15,21.68,58.13,3.12,3.97,32.74,1,0.09,5.73,326.24,6.07,0.49,0,0,53.33,0,0,5.16,0,41.02,0,0.22,0.15
10336740,22.48,5.13,72.39,61.12,15.07,77.15,1,11.35,29.74,1.47,0.06,5.85,17.33,6.14,11.57,0,0,23.16,0,0,32.76,0,32.51,0,0.24,0.14
10343500,37.03,18.08,44.9,53.9,29.74,59.6,1.9,2.37,48.35,1.22,0.11,5.85,0,5.51,6.08,0,0,84.87,0,0,0,0,9.05,0,0.3,0.16
10348850,35.66,17.7,46.64,60.87,32.16,71.06,1.04,4.38,40.47,1.32,0.1,5.12,15.6,6.21,1.95,0,0,35.29,0,0,26.18,0,36.57,0,0.32,0.16
10396000,41,33.83,25.17,68.88,51.75,74.35,2.42,1.27,23.16,1.37,0.1,6,0,7.02,3.04,0,0,13.72,0,0,15.9,0,67.34,0,0.37,0.13
11025500,31.29,16.46,52.26,87.52,41.77,94.12,0.78,3.04,36.04,1.47,0.12,5.96,60.56,6.23,1.01,0,0,34.84,0,0,51.81,0,12.33,0,0.29,0.22
11098000,48.18,17.68,34.14,76.32,50.31,86.97,1.03,2.45,18.09,1.51,0.13,5.98,44.15,6.51,0.01,0,0,16.71,0,0,42.54,0,40.74,0,0.33,0.25
11124500,41.12,23.94,34.94,75.93,49.69,80.7,1.56,1.35,25.29,1.45,0.14,6,66.73,6.74,0.74,0,0,12.44,0,0,43.55,0,43.28,0,0.37,0.29
11138500,41.69,21.87,36.44,80.1,51.04,84.32,2.25,1.39,20.91,1.47,0.15,6,37.15,6.63,0.96,0,0,9.5,0,0,28.84,0,60.7,0,0.37,0.29
11141280,38.87,32.57,28.55,56.74,40.41,63.79,2.17,1.22,25.69,1.42,0.11,6,106.48,6.36,0.12,0,0,3.85,0,0,53.5,0,42.52,0,0.38,0.2
11143000,31.43,14.1,54.47,68.38,31.22,76.64,0.81,4.15,24.72,1.55,0.09,6,12.07,6.4,1.03,0,0,31.52,0,0,42.34,0,25.12,0,0.25,0.19
11148900,36.87,22.93,40.2,74.22,44.47,80.22,1.12,2.87,28.12,1.48,0.12,6,80,6.61,3.73,0,0,17.05,0,0,24.41,0,54.82,0,0.32,0.22
11151300,44.88,31.82,23.3,87.5,67.56,92.24,0.84,0.87,34.68,1.35,0.15,5.9,105.47,7.32,0.41,0,0,26.59,0,0,22.16,0,50.84,0,0.34,0.28
11160000,36.79,19.37,43.84,80.68,45.33,85.52,0.93,2.86,38.37,1.4,0.12,5.92,35.63,6.1,1.17,0,0,56.35,0,0.28,16.45,0,25.76,0,0.3,0.21
11162500,37.1,19.75,43.15,79.23,44.92,84.22,0.97,2.79,37.05,1.39,0.12,5.98,36.42,6.08,0.8,0,0,55.1,0,0.08,22,0,22.02,0,0.31,0.21
11176400,45.93,22.4,31.67,74.49,50.84,80.34,0.72,2.16,20.88,1.47,0.14,5.95,99.89,6.57,0,0,0,4.65,0,0,17.24,0,78.11,0,0.37,0.28
11180500,45.45,28.45,26.1,84.79,62.65,89.11,1.7,1.19,28.25,1.47,0.14,5.97,39.53,6.57,0.03,0,0,7.82,0,0,38.51,0,53.64,0,0.35,0.31
11180960,45.94,28.24,25.82,83.93,62.26,88.34,1.81,1.27,25.32,1.47,0.14,6,31,6.47,0,0,0,4,0,0,38,0,58,0,0.35,0.31
11224500,40.3,35.55,24.15,91.29,69.23,94.68,0.98,1.74,33.48,1.41,0.14,5.89,128.13,7.24,0,0,0,1.86,0,0,51.98,0,46.16,0,0.32,0.29
11230500,25.43,5.95,68.62,51.82,16.31,59.68,1.4,9.3,59.54,1.37,0.04,5.4,0,6.05,1.7,0,0,15.26,0,0,1.54,0,81.5,0,0.19,0.1
11237500,26.7,8.03,65.27,64.33,22.09,72.49,0.81,12.15,48.89,1.44,0.05,5.76,0,5.82,22.04,0,0,45.94,0,0,15.31,0,16.71,0,0.21,0.15
11253310,36.59,36.31,27.1,91.72,66.76,95.21,0.58,2.57,37.31,1.47,0.13,5.93,122.74,7.59,0.24,0,0,7.68,0,0,53.33,0,38.74,0,0.32,0.28
11264500,26.06,6.63,67.31,53.81,17.72,61.65,1.37,9.28,54.86,1.35,0.05,5.52,0,6.01,3.95,0,0,21.33,0,0,3.59,0,71.14,0,0.19,0.11
11266500,26.08,7.16,66.76,56.15,19.03,64.03,1.3,8.64,55.52,1.38,0.05,5.54,0,6.03,2.53,0,0,24.35,0,0,2.5,0,70.61,0,0.2,0.12
11274500,42.78,25.01,32.22,78.41,53.06,83.87,0.81,1.76,23.02,1.48,0.14,5.98,69.38,7.08,0.01,0,0,4.84,0,0,18.1,0,77.05,0,0.37,0.29
11274630,42.15,26.59,31.26,77.76,53.25,83.41,0.9,1.61,23.06,1.47,0.14,5.98,66.22,7.11,0.01,0,0,4.88,0,0,17.26,0,77.86,0,0.37,0.28
11281000,31.16,17.08,51.76,76.09,37.29,83.12,0.92,3.78,51.5,1.35,0.11,5.89,0,5.84,0.64,0,0,62.14,0,0,13.07,0,24.15,0,0.26,0.2
11284400,39.31,25.83,34.85,72.12,46.98,78.62,0.88,1.31,34.07,1.29,0.13,6,0,5.49,0,0,0,11,0,0,67,0,22,0,0.38,0.25
11299600,47.86,26.3,25.84,72.92,54.1,80.77,1.17,1.39,18.45,1.45,0.14,6,34.24,6.58,0,0,0,2.92,0,0,10.85,0,86.23,0,0.37,0.27
