SITENO,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_NO10AVE,TOT_NO200AVE,TOT_NO4AVE,TOT_OM,TOT_PERMAVE,TOT_ROCKDEP,TOT_BDAVE,TOT_AWCAVE,TOT_WTDEP,TOT_SALINAVE,TOT_pH,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_KFACT,TOT_KFACT_UP
11342000,39.72,19.41,40.88,52.73,31.12,59.05,1.55,2.99,39.78,1.28,0.12,5.92,19.41,6.07,3.08,0,0,44.89,0,0,28.68,0,23.35,0,0.29,0.17
11355500,39.76,13.89,46.35,48.99,27.15,54.64,1.28,3.25,48.13,1.16,0.14,5.95,13.17,6.08,16.05,0,0,62.89,0,0,7.96,0,13.1,0,0.27,0.18
11381500,41.02,20.11,38.87,70.36,43.59,75.64,1.47,2.86,34.32,1.34,0.12,5.8,2.76,6.05,2.16,0,0,53.16,0,0,4.76,0,39.92,0,0.33,0.18
11383500,39.82,21.14,39.04,70.12,43.46,75.72,1.76,2.56,41.02,1.22,0.12,5.86,0.06,5.81,1.41,0,0,74.01,0,0,2.6,0,21.98,0,0.32,0.17
11401500,35.92,15.25,48.83,57.73,28.32,65.12,1.14,4.46,40.82,1.4,0.08,5.68,10.12,6.16,1.05,0,0,60.73,0,0,20.61,0,17.62,0,0.29,0.17
11413000,37.32,16.29,46.39,53.93,29,61.71,1.89,3.46,33.56,1.19,0.08,5.95,0,5.8,2.26,0,0,46.82,0,0,17.58,0,33.33,0,0.27,0.17
11427000,39.71,19.75,40.54,60.52,36.64,67.09,1.58,2.33,39.61,1.24,0.1,5.85,9.05,5.72,0.84,0,0,49.96,0,0,19.48,0,29.72,0,0.31,0.17
11451100,45.41,20.14,34.46,59.19,38.94,64.28,1.36,1.39,26.15,1.43,0.11,6,4.46,5.81,3.06,0,0,29.54,0,0,22.27,0,45.13,0,0.3,0.21
11468500,44.03,26.79,29.18,68.01,48.16,72.8,0.63,1.48,44.99,1.38,0.13,5.97,0,5.61,0,0,0,69.36,0,0,30.2,0,0.44,0,0.37,0.26
11473900,44.62,22.19,33.18,54.17,36.79,58.92,1.56,1.58,33.22,1.41,0.1,5.95,14.5,5.94,5.01,0,0,41.92,0,0,24.38,0,28.69,0,0.3,0.2
11475560,42.02,22.93,35.05,62.06,40.32,66.88,0.69,2.99,42.39,1.4,0.11,6,0,5.82,0,0,0,76.62,0,0,17.51,0,5.87,0,0.36,0.22
11476600,42.5,28.2,29.29,69.33,49.02,73.66,0.77,1.56,48.77,1.33,0.13,5.92,0,5.59,0,0,0,82.85,0,0,16,0,1.16,0,0.37,0.26
11478500,42.24,23.86,33.9,59.1,39.22,64.58,1.34,1.41,45.13,1.37,0.11,5.9,0,5.85,1.95,0,0,55.89,0,0,33.47,0,8.69,0,0.34,0.21
11480390,41.54,21.86,36.6,56.49,36.23,61.99,1.51,1.6,43.15,1.37,0.1,5.88,0,5.77,3.22,0,0,55.57,0,0,26.99,0,14.22,0,0.32,0.21
11481200,46.06,33.76,20.18,68.16,54.31,72.06,0.65,1.02,54.18,1.3,0.14,5.14,5.43,5.61,0.02,0,0,48.26,0,0,19.14,0,32.59,0,0.38,0.21
11482500,45.03,29.46,25.51,66.53,49.56,70.85,0.89,1.18,49.65,1.32,0.13,5.6,0,5.59,0,0,0,62.31,0,0,26.46,0,11.22,0,0.37,0.21
11497500,37.28,22.34,40.37,68.64,40.91,76.44,1.76,3.77,46.23,1.15,0.15,5.82,1.24,6.59,9.22,0,0,53.46,0,0,14.61,0,22.71,0,0.27,0.17
11501000,34.89,18.63,46.48,70.41,38.37,78.62,1.7,5.39,48.32,1.08,0.17,5.58,1.89,6.62,15.86,0,0,50.28,0,0,7.98,0,25.88,0,0.25,0.16
11522500,36.11,14.59,49.3,52.22,25.45,60.66,1.35,2.96,32.43,1.42,0.08,5.89,2.42,5.81,0.95,0,0,44.8,0,0,20.58,0,33.67,0,0.26,0.18
11523200,34.92,23.27,41.81,53.15,30.44,59.91,1.1,2.59,37.29,1.26,0.09,5.92,46.18,6.38,1.16,0,0,32.02,0,0,33.02,0,33.8,0,0.31,0.15
11528700,39.56,17.96,42.47,53.46,30.38,60.28,1.49,2.06,36.71,1.4,0.09,5.87,2.49,5.91,0.6,0,0,42.02,0,0,34.46,0,22.92,0,0.29,0.19
11530000,38.38,18.68,42.94,51.66,29.1,58.61,1.32,2.26,36.28,1.39,0.09,5.89,8.51,5.97,1.03,0,0,42.91,0,0,30.18,0,25.88,0,0.29,0.18
11532500,43.8,26.17,30.03,64.93,45.55,71.94,1.15,1.27,39.37,1.35,0.11,5.95,0.14,6.05,0.23,0,0,35.12,0,0,33.83,0,30.82,0,0.35,0.2
12010000,46.89,28.82,24.29,84.41,64.55,90.12,4.52,1.67,50.79,0.96,0.18,5.48,0,5.17,1.38,0,0,66.48,0,0,25.66,0,6.48,0,0.28,0.22
12013500,45.62,28.39,25.99,90.02,67.24,93.28,3.3,1.93,54.69,1.01,0.19,5.59,0,5.24,1.62,0,0,78.57,0,0,15.5,0,4.31,0,0.31,0.23
12020000,44.49,22.11,33.4,76.32,51.49,83.82,2.82,2.57,49.23,1.05,0.16,5.59,0,5.35,3.44,0,0,58.06,0,0,28.71,0,9.79,0,0.3,0.22
12025000,46.53,31.17,22.31,82.52,64.49,87.63,1.95,2.05,56.72,1.16,0.16,5.3,0,5.64,1.58,0,0,72.99,0,0,9.97,0,15.46,0,0.28,0.27
12025700,45.9,25.38,28.72,59.3,43.28,65.77,2.66,2.49,48.12,1.03,0.16,5.96,0,5.6,0.82,0,0,60.62,0,0,35.73,0,2.84,0,0.3,0.22
12027500,46.57,26.84,26.59,81.68,60.64,86.66,2.23,2.57,55,1.15,0.16,5.49,0,5.53,3.83,0,0,73.09,0,0,12.88,0,10.2,0,0.28,0.26
12035000,44.79,25.47,29.73,77.59,56.6,82.54,3.34,3.16,55.43,1.01,0.17,5.25,0,5.19,4.06,0,0,69.09,0,0,21.13,0,5.72,0,0.3,0.2
12040500,44.24,17.16,38.6,26.92,17.28,30.22,1.34,3.33,47.49,1.24,0.09,5.51,0,5.16,3.59,0,0,43.11,0,0,41.58,0,11.72,0,0.28,0.17
12041200,34.06,9.73,56.18,15.94,9.28,19.01,1.3,3.63,47.24,1.26,0.09,5.41,0,5.19,5.28,0,0,34.53,0,0,43.74,0,16.44,0,0.28,0.15
12043000,49.44,28.03,22.54,30.54,23.67,40.57,1.55,2.15,45.55,1.15,0.08,5.78,0,5.05,0,0,0,44.9,0,0,47.89,0,7.21,0,0.29,0.14
12048000,29.46,11.76,58.78,19.96,12.09,26.58,1.37,2.26,39.72,1.14,0.1,5.9,0,5.67,9.49,0,0,35.54,0,0,35.58,0,19.39,0,0.29,0.14
12054000,31.04,14.67,54.29,36.74,23.91,43.81,1.99,1.85,37.68,0.93,0.12,5.67,0,5.49,11.37,0,0,31.02,0,0,35.14,0,22.47,0,0.3,0.16
12056500,33.75,15.13,51.1,38.24,23.38,46.52,2.14,1.95,36.26,0.93,0.12,5.87,0,5.53,9.16,0,0,34.31,0,0,38.79,0,17.73,0,0.3,0.16
12073500,35.44,6.97,57.58,56.22,23.85,66.63,2.66,3.89,60,1.35,0.08,3.04,0,5.55,12,0,0,2,0,0,86,0,0,0,0.28,0.14
12082500,34.24,7.45,58.31,48.88,21.37,57.44,1.46,7.25,54.57,1.06,0.1,5.56,0,5.81,8.54,0,0,64.16,0,0,17.38,0,9.92,0,0.26,0.14
12092000,27.11,5.67,67.23,51.81,19.11,59.62,1.17,6.92,56.97,1.12,0.08,5.5,0,5.83,9.85,0,0,68.16,0,0,6.84,0,15.15,0,0.24,0.11
12095000,43.64,14.78,41.59,50.68,29.74,59.72,1.78,4.76,57.47,1.13,0.13,4.43,9.24,5.84,8.86,0,0,41.75,0,0,31,0,18.38,0,0.29,0.21
12098500,41.84,12.63,45.54,43.27,24.11,54.84,1.82,3.24,56.34,1.03,0.13,5.22,0,5.68,4.46,0,0,58.52,0,0,26.43,0,10.59,0,0.28,0.19
12114500,39.96,8.12,51.89,40.63,19.24,54.43,2.13,4.07,55,1.02,0.13,4.77,0,5.48,9.89,0,0,40.83,0,0,41.49,0,7.8,0,0.28,0.18
12115000,40.47,8.23,51.28,41.94,20.24,55.53,2.03,4.05,54.86,1.02,0.13,4.64,0,5.48,9.94,0,0,37.26,0,0,45.56,0,7.25,0,0.28,0.18
12115500,45.56,9.46,44.98,40.71,22.43,55.22,2.11,2.62,55.18,0.99,0.15,4.46,0,5.45,3.47,0,0,36.91,0,0,52.09,0,7.53,0,0.29,0.19
12117000,45.58,12.14,42.28,45.1,26.4,57.47,2.12,4.25,55.28,1.07,0.14,4.95,0,5.54,1.38,0,0,50.54,0,0,37.71,0,10.37,0,0.28,0.2
12134500,41.13,8.37,50.5,44.97,22.32,56.11,1.88,4.13,51.34,1.08,0.11,5,1.63,5.66,11.28,0,0,38.81,0,0,30.92,0,18.99,0,0.29,0.19
12141300,33.05,6.47,60.49,47.4,19.1,57.17,1.71,6.53,51.27,1.13,0.08,5.18,0,5.7,21.65,0,0,37.35,0,0,24.4,0,16.6,0,0.27,0.18
12143600,28.22,5.95,65.79,44.7,15.2,55.02,1.87,8.29,54.26,1.14,0.09,5.39,0.03,5.61,24.33,0,0,47.59,0,0,16.66,0,11.42,0,0.24,0.17
12144000,32.31,7.59,60.08,47.38,19.46,57.02,1.88,8.11,55.45,1.17,0.1,5.17,22.7,5.64,19.12,0,0,48.67,0,0,17.74,0,14.47,0,0.25,0.18
12144500,35.27,7.75,56.98,48.05,21.26,58.12,1.85,6.43,53.61,1.13,0.1,4.98,17.48,5.66,17.31,0,0,40.93,0,0,26.06,0,15.7,0,0.27,0.19
12145500,46.25,14.53,39.21,61.91,38.24,70.94,1.9,2.08,55.22,1.07,0.17,3.61,0.07,5.79,1.4,0,0,29.13,0,0,52.49,0,16.97,0,0.32,0.22
12147500,43.76,10.65,45.59,44.46,24.46,57.44,2.09,3.89,54.64,1.04,0.14,4.8,0,5.51,4.95,0,0,43.11,0,0,43.64,0,8.3,0,0.29,0.19
12147600,27.13,5.01,67.8,44.64,14.23,55.94,1.88,7.76,54.09,1.09,0.09,5.16,0,5.54,26.65,0,0,39.45,0,0,27.2,0,6.7,0,0.27,0.17
12149000,38.63,9.6,51.76,51.03,25.57,60.79,1.87,5.64,54.55,1.13,0.12,4.64,17.59,5.69,13.02,0,0,38.86,0,0,32.35,0,15.77,0,0.28,0.2
12167000,46.35,11.12,42.52,50.35,29.62,62.03,2.09,2.82,55.37,1.05,0.15,4.19,39.58,5.6,2.72,0,0,36.35,0,0,44.95,0,15.98,0,0.3,0.21
12175500,47.5,9.9,42.6,43.94,25.35,55.12,1.94,2.38,49.92,1.07,0.11,5.06,0,5.71,3.81,0,0,41.69,0,0,28.71,0,25.79,0,0.31,0.2
12178100,47.09,9.82,43.08,42.63,24.38,54.48,2.03,2.36,50.86,1.06,0.12,5.04,0.17,5.64,3.47,0,0,43.15,0,0,29.98,0,23.4,0,0.3,0.2
12186000,46.73,9.7,43.56,42.61,24.14,54.9,2.02,2.48,51.65,1.05,0.12,4.92,0,5.63,3.48,0,0,41.79,0,0,34.57,0,20.16,0,0.3,0.2
12189500,46.32,9.6,44.08,44.2,24.68,56.02,1.94,2.71,51.36,1.06,0.12,4.9,0.41,5.65,4.42,0,0,40.37,0,0,34.17,0,21.04,0,0.3,0.2
12340000,44.74,19.05,36.22,44.2,28.65,51.46,0.66,2.11,56.99,1.42,0.08,5.89,42.6,6.59,1.59,0,0,76.09,0,0,10.49,0,11.83,0,0.33,0.2
12358500,54.19,11.39,34.42,37.18,24.35,44.98,1,2.28,45.72,1.2,0.08,5.97,1.99,6.02,2.91,0,0,42.8,0,0,0.78,0,53.51,0,0.33,0.19
12374250,44.39,13.95,41.67,42.01,24.62,49.3,0.52,2.7,59.64,1.42,0.08,6,19.85,6.3,5,0,0,95,0,0,0,0,0,0,0.34,0.19
12375900,56.26,10.04,33.71,35.85,23.66,43.79,1.14,2.33,43.51,1.17,0.08,5.98,5.52,6.06,3.77,0,0,36.47,0,0,0.8,0,58.96,0,0.33,0.19
12377150,56.97,9.75,33.28,35.32,23.46,43.3,1.18,2.31,42.67,1.15,0.08,5.98,3.65,6.01,4.01,0,0,33.49,0,0,0.79,0,61.71,0,0.33,0.2
12381400,54.95,13.28,31.77,36.85,25.36,44.97,0.66,1.77,56.76,1.34,0.1,6,70.14,6.71,7.19,0,0,80.98,0,0,0,0,11.84,0,0.33,0.2
12383500,52.42,9.2,38.38,32.18,19.99,39.2,0.71,2.8,53.36,1.32,0.08,6,10.45,6.06,11.25,0,0,65.08,0,0,0,0,23.67,0,0.31,0.22
12388400,46.77,11.29,41.94,36.64,21.44,43.8,0.57,2.76,57.86,1.38,0.07,6,12.01,6.2,6.49,0,0,85.74,0,0,2.85,0,4.92,0,0.33,0.2
12390700,47.91,9.42,42.66,29.44,17.17,37.49,0.5,3.09,57.38,1.39,0.06,5.99,26.56,6.47,7.31,0,0,84.26,0,0,0.3,0,8.13,0,0.33,0.2
12411000,57.41,5.35,37.24,42.53,27.54,47.11,1.21,3.44,59.21,1.19,0.09,5.66,69.6,6.34,4.35,0,0,86.34,0,0,2.15,0,7.15,0,0.38,0.26
12413000,58.28,5.8,35.92,42.83,28.2,47.49,1.26,3.17,58.57,1.19,0.09,5.7,62.18,6.3,4.81,0,0,86.15,0,0,2.8,0,6.24,0,0.39,0.25
12413500,59.87,6.02,34.11,44.01,29.85,48.67,1.39,2.87,57.93,1.17,0.1,5.64,74.45,6.27,5.51,0,0,84.32,0,0,4.13,0,6.04,0,0.39,0.25
12414500,52.82,5.57,41.61,41.44,24.38,46.16,1.15,3.37,56.66,1.17,0.1,5.82,0.39,6.26,14.29,0,0,77.36,0,0,4.29,0,4.06,0,0.37,0.24
12447390,49.07,10.13,40.81,61.01,36.36,67.15,0.71,2.71,48.79,1.34,0.1,5.96,0,6.07,9.78,0,0,72.76,0,0,1.79,0,15.67,0,0.32,0.15
12449500,48.26,9.59,42.16,58.53,34.13,65.8,1.07,3.12,50.08,1.32,0.1,5.78,0.61,6.16,8.26,0,0,67.15,0,0,5.4,0,19.19,0,0.32,0.18
12449950,46.52,9.07,44.41,58.78,32.88,66.44,1.01,3.46,51.18,1.34,0.1,5.8,2.01,6.29,7.82,0,0,66.73,0,0,5.16,0,20.29,0,0.32,0.19
12451000,41.35,8.96,49.69,56.59,27.65,70.98,1.28,2.78,49.78,1.11,0.08,5.66,0,6.1,6.5,0,0,59.35,0,0,9.07,0,25.08,0,0.31,0.19
12459000,38.26,10.92,50.82,54.21,26.52,66.79,0.95,3.62,52.1,1.12,0.09,5.68,0.73,6.27,10.61,0,0,64.72,0,0,10.73,0,13.94,0,0.31,0.21
12462500,39.55,12.17,48.27,57.86,30.16,69.41,0.9,3.18,51.46,1.16,0.09,5.74,1.34,6.36,8.36,0,0,66.48,0,0,12.34,0,12.82,0,0.32,0.23
12488500,30.37,6.04,63.59,40.58,14.66,52.51,1.2,4.91,58.08,1.13,0.1,5.24,0,5.91,10.67,0,0,63.62,0,0,14.2,0,11.51,0,0.27,0.17
13011500,37.14,17.21,45.65,57.41,31.92,60.86,0.67,3.85,37.48,1.37,0.1,5.83,22.86,6.44,3.74,0,0,32.94,0,0,30.13,0,33.19,0,0.29,0.21
13011900,36.53,13,50.47,41.78,21.38,46.99,0.56,3.93,42.57,1.45,0.08,5.42,12.86,6.25,9.34,0,0,30.18,0,0,18.8,0,41.69,0,0.3,0.17
13018300,40.49,16.47,43.05,51.83,29.62,54.08,0.75,4.16,36.43,1.33,0.1,5.7,71.78,7.15,12.47,0,0,26.88,0,0,24.42,0,36.23,0,0.29,0.19
13023000,47.39,19.36,33.25,66,44.47,69.16,0.84,3.21,50.06,1.33,0.12,5.34,79.16,7.31,2.27,0,0,45.81,0,0,21.61,0,30.31,0,0.32,0.22
13083000,48.87,23.25,27.87,57.21,41.66,63.03,1.55,1.24,48.15,1.34,0.1,6,89.54,7.02,0,0,0,66.25,0,0,13.57,0,20.18,0,0.43,0.22
13161500,39.56,25.17,35.27,54.18,34.65,63.37,1.25,2.56,35.41,1.37,0.1,5.8,21.06,7,3.74,0,0,21.51,0,0,32.67,0,42.08,0,0.38,0.16
13186000,31.47,9.65,58.88,46.16,18.52,52.1,0.94,7.96,38.66,1.54,0.07,6,5.68,6.57,6.44,0,0,53.31,0,0,26.57,0,13.67,0,0.26,0.14
13200000,20.13,6.43,73.44,42.26,11.3,49.56,0.63,10.07,46.78,1.55,0.08,6,6.76,6.19,42.81,0,0,10.59,0,0,22.03,0,24.56,0,0.27,0.16
13235000,29.78,7.65,62.57,46.02,16.61,57.2,1.04,9.68,46.77,1.58,0.08,5.95,26.11,6.37,12.72,0,0,54.5,0,0,18.02,0,14.76,0,0.28,0.16
13240000,23.35,6.22,70.43,72.81,21.5,86.93,0.76,10.96,43.66,1.63,0.08,6,0,5.9,17.97,0,0,55.39,0,0,20.89,0,5.75,0,0.22,0.14
13302500,44.8,16.2,39,34.71,22.01,39.26,1.05,4.9,43.1,1.5,0.08,5.84,105.74,7.13,13.28,0,0,43.15,0,0,17.78,0,25.8,0,0.32,0.18
13310700,23.99,5.96,70.06,57.24,17.14,75.09,0.56,12.31,49.89,1.7,0.07,6,0,5.6,9.93,0,0,81.69,0,0,4.92,0,3.47,0,0.24,0.12
13313000,24.01,5.96,70.04,23.41,7.02,30.78,0.55,12.33,50,1.7,0.07,6,0,5.59,21.63,0,0,33.82,0,0,25.45,0,19.09,0,0.24,0.12
13331500,58.21,22.53,19.26,71.41,57.78,76.96,1.39,1.32,41.49,1.2,0.16,6,0.22,6.6,0,0,0,40.93,0,0,35.43,0,23.63,0,0.38,0.31
13336500,52.88,9.62,37.5,50.31,31.36,54.82,1.02,4.62,41.11,1.37,0.09,5.91,0.01,6,4.36,0,0,68.61,0,0,18.44,0,8.58,0,0.38,0.22
13337000,52.95,6.87,40.17,53.73,32.13,57.55,1.16,4.63,39.44,1.25,0.1,5.61,0,6,17.44,0,0,61.65,0,0,14.26,0,6.64,0,0.39,0.27
13338500,56.38,14.62,29.01,67.89,49.04,71.58,1.73,3.07,34.68,1.26,0.14,5.35,26.85,6.31,0.29,0,0,60.68,0,0,29.45,0,9.57,0,0.34,0.29
13340000,54.53,12.45,33.03,60.09,41.31,64.09,1.32,3.67,41.77,1.31,0.11,5.49,8.82,6.13,5.41,0,0,62,0,0,22.9,0,9.69,0,0.38,0.26
13340600,54.01,5.61,40.39,47.36,28.48,51.69,1.26,4.39,51.34,1.19,0.11,5.53,0,6.18,13.83,0,0,67.82,0,0,13.39,0,4.96,0,0.4,0.24
13351000,68.7,18.61,12.68,88.77,79.34,90.42,1.48,2.19,56.92,1.32,0.17,5.31,45.79,6.96,0,0,0,70.44,0,0,24.16,0,5.4,0,0.41,0.34
14020000,61.07,21.1,17.83,71.08,58.61,75.06,1.51,1.49,42.21,1.22,0.16,5.91,0,6.65,0.67,0,0,52.08,0,0,23.14,0,24.11,0,0.39,0.31
14080500,42.34,29.58,28.07,68.47,49.03,75.07,1.28,1.44,33.3,1.31,0.13,5.74,30.92,7.12,1.97,0,0,10.22,0,0,57.54,0,30.28,0,0.34,0.22
14092750,30.16,15.5,54.34,63.95,29.12,69.67,2.13,6.26,51.03,1.05,0.09,6,0,6.16,33.96,0,0,65.66,0,0,0,0,0.37,0,0.23,0.17
14096850,40.59,21.32,38.08,67.22,42.9,71.26,2.08,2.36,41.33,1.16,0.1,6,4.01,6.16,21.05,0,0,57.99,0,0,13.18,0,7.79,0,0.27,0.16
14101500,45.37,19.29,35.35,73.55,47.97,77.51,2.24,2.18,42.81,1.15,0.13,5.97,5.95,6.36,7.61,0,0,60.15,0,0,17.19,0,15.05,0,0.3,0.22
14113000,44.22,21.22,34.55,67.76,45.12,74.98,1.31,1.91,53.99,1.16,0.14,5.8,0.02,6.29,1.04,0,0,80.14,0,0,10.02,0,8.8,0,0.33,0.27
14137000,50.59,14.73,34.7,59.12,38.79,64.69,3.2,2.92,48.55,0.95,0.14,5.84,0,5.54,1.68,0,0,58.43,0,0,30.5,0,9.39,0,0.27,0.16
14138800,49.93,13.9,36.15,54.61,34.87,60.39,3.61,3.27,41.29,0.9,0.16,5.94,0,5.42,0.39,0,0,40.65,0,0,53.31,0,5.65,0,0.27,0.16
14138870,49.1,13.69,37.21,55.95,35.27,61.67,3.25,3.17,45.94,0.96,0.14,5.97,0,5.49,1.1,0,0,53.96,0,0,38.35,0,6.59,0,0.27,0.16
14138900,52.81,16.01,31.14,57.7,40.03,63.34,3.66,2.77,43.98,0.88,0.16,5.94,0,5.49,0.07,0,0,52.21,0,0,43.1,0,4.62,0,0.28,0.17
14139800,53.28,15.54,31.21,58.08,40.34,63.66,3.61,2.77,44.88,0.89,0.16,5.94,0,5.53,0.25,0,0,53.64,0,0,41.15,0,4.97,0,0.28,0.17
14141500,57.84,16.37,25.79,62.36,46.82,67.58,3.57,2.26,49.56,0.9,0.15,5.93,0,5.65,0.33,0,0,67.89,0,0,27.01,0,4.77,0,0.3,0.18
14154500,45.82,29.88,24.3,71.53,55.1,76.2,2.81,1.64,46.72,1.13,0.14,5.93,0,5.17,0,0,0,58.86,0,0,36.8,0,4.34,0,0.27,0.2
14158500,43.8,13.27,42.93,57.94,32.49,64.13,2.95,5.03,45.63,0.93,0.14,5.95,0,5.74,8.37,0,0,47.77,0,0,37.44,0,6.42,0,0.27,0.18
14158790,49.53,13.73,36.74,54.79,34.67,60.55,3.51,3.28,42.17,0.92,0.16,5.94,0,5.44,0.59,0,0,42.96,0,0,50.44,0,6.01,0,0.27,0.16
14166500,43.28,41.18,15.54,89.78,76.27,93.96,2.46,0.88,45.92,1.26,0.16,4.91,0,5.4,0,0,0,20.86,0,0,61.96,0,17.18,0,0.28,0.25
14182500,47.82,21.01,31.17,62.54,44.02,67.8,3.16,2.54,44.29,1.02,0.15,5.93,0,5.33,0.36,0,0,49.8,0,0,44.43,0,5.4,0,0.27,0.18
14185000,47.91,23.9,28.19,65.38,47.99,70.48,3.14,2.2,44.73,1.03,0.15,5.89,0,5.3,0.08,0,0,52.11,0,0,42.51,0,5.3,0,0.27,0.18
14185900,49.61,20.89,29.5,60.92,43.29,66.56,2.98,2.38,43.7,1.03,0.15,5.92,0,5.26,0,0,0,58.02,0,0,35.98,0,6,0,0.27,0.18
14187000,46.51,28.85,24.62,70.74,54.3,75.51,2.85,1.69,46.45,1.11,0.15,5.89,0,5.23,0,0,0,57.93,0,0,37.05,0,5.02,0,0.27,0.19
14216500,33.55,6.82,59.63,43.95,18.62,64.46,0.89,8.31,57.27,0.98,0.09,5.99,0,5.93,2.97,0,0,85.81,0,0,2.18,0,9.03,0,0.25,0.14
14222500,45.65,28.84,25.52,53.4,40.01,58.68,2.45,1.77,52.08,1.08,0.16,5.9,0,5.4,0,0,0,69.38,0,0,27.77,0,2.85,0,0.29,0.25
14232500,39.31,8.26,52.42,49.9,23.61,59.93,1.38,5.9,54.24,0.92,0.1,5.93,0,5.91,0.5,0,0,80.51,0,0,9.72,0,9.28,0,0.28,0.17
14233400,36.01,7.91,56.08,47.47,21.53,56.48,1.43,6.37,54.45,0.97,0.1,5.74,0,5.82,3.89,0,0,74.03,0,0,11.8,0,10.28,0,0.26,0.15
14236200,43.62,26.76,29.61,67.64,48.76,71.67,2.35,2.71,52.08,0.99,0.17,5.83,0,5.77,0.19,0,0,63.21,0,0,31.95,0,4.65,0,0.3,0.22
14301000,53.73,24.69,21.58,82.3,64.92,85.39,2.46,1.57,48.98,1.07,0.17,5.6,0.12,5.03,0.21,0,0,68.59,0,0,27.45,0,3.75,0,0.3,0.27
14303200,52.34,20.02,27.64,59.96,43.39,65.7,4.01,1.3,44,0.82,0.18,6,0,4.91,0,0,0,60,0,0,40,0,0,0,0.3,0.21
14305500,47.66,23.23,29.12,69.5,49.1,75.53,3.13,2.41,43.53,1.03,0.16,5.87,0.57,5.03,0.91,0,0,52.71,0,0,37.18,0,9.2,0,0.27,0.2
14306340,47.97,21.62,30.45,62.53,43.34,69.29,3.24,2.44,40.49,0.92,0.16,6,0,4.99,0,0,0,46.1,0,0,45.68,0,8.22,0,0.27,0.18
14306500,45.2,27.65,27.15,76.81,56.62,82.33,2.73,2.21,44.6,1.09,0.15,5.92,0,5.08,0,0,0,54.4,0,0,39.11,0,6.49,0,0.26,0.2
14308000,46.76,24.01,29.23,59.25,42.1,65.4,2.54,2.41,49.16,1.21,0.13,5.83,0,5.5,0.13,0,0,73.22,0,0,21.35,0,5.3,0,0.29,0.16
14308990,35.6,20.42,43.96,69.63,37.54,79.13,1.55,2.48,41.1,1.41,0.11,5.94,0,5.96,0,0,0,59.56,0,0,33.85,0,6.59,0,0.3,0.19
14309500,44.67,24.82,30.51,65.31,45.09,72.87,2.12,2.67,44.15,1.21,0.13,5.95,0,5.51,0,0,0,62.78,0,0,32.62,0,4.6,0,0.27,0.16
14316700,48.25,23.14,28.61,61.44,44.11,66.81,2.92,2.29,48.49,1.13,0.14,5.83,0,5.17,0.09,0,0,71.65,0,0,20.82,0,7.44,0,0.27,0.17
14321000,45.36,26.2,28.44,66.45,48.08,72.35,2.23,2.2,45.08,1.25,0.13,5.79,0.08,5.63,1.18,0,0,54.74,0,0,35.25,0,8.83,0,0.29,0.2
14325000,43.41,24.19,32.4,70.13,47.49,76.58,2.28,2.77,43.23,1.16,0.14,5.91,0,5.38,0,0,0,49.82,0,0,40.04,0,10.14,0,0.25,0.16
14359000,41.97,26.9,31.13,69.64,48.54,76.03,1.96,2.21,41.84,1.28,0.13,5.35,2.32,5.95,3.85,0,0,34.71,0,0,34.3,0,27.14,0,0.3,0.17
14362250,46.58,24.42,29.01,56.25,40.53,61.07,1.6,1.52,33.7,1.42,0.11,5.98,0,6.09,0.12,0,0,22.08,0,0,61.11,0,16.69,0,0.32,0.22
14400000,48.99,28.5,22.51,68.43,54.46,72.92,1.44,1.24,41.91,1.33,0.13,5.48,0,5.77,0,0,0,30.69,0,0,55.41,0,13.9,0,0.33,0.24
